leto,drzava,starostna skupina,spol,pogostost,odstotek
2018,Avstrija,25-54,skupaj,1-2,15
2018,Avstrija,25-54,skupaj,3-5,27
2018,Avstrija,25-54,skupaj,6 ali več,21
2019,Avstrija,25-54,skupaj,1-2,13
2019,Avstrija,25-54,skupaj,3-5,25
2019,Avstrija,25-54,skupaj,6 ali več,26
2016,Avstrija,55-74,skupaj,1-2,9
2016,Avstrija,55-74,skupaj,3-5,9
2016,Avstrija,55-74,skupaj,6 ali več,4
2017,Avstrija,55-74,skupaj,1-2,11
2017,Avstrija,55-74,skupaj,3-5,10
2017,Avstrija,55-74,skupaj,6 ali več,5
2018,Avstrija,55-74,skupaj,1-2,10
2018,Avstrija,55-74,skupaj,3-5,12
2018,Avstrija,55-74,skupaj,6 ali več,6
2019,Avstrija,55-74,skupaj,1-2,10
2019,Avstrija,55-74,skupaj,3-5,12
2019,Avstrija,55-74,skupaj,6 ali več,6
2016,Avstrija,16-24,moški,1-2,29
2016,Avstrija,16-24,moški,3-5,22
2016,Avstrija,16-24,moški,6 ali več,14
2017,Avstrija,16-24,moški,1-2,23
2017,Avstrija,16-24,moški,3-5,29
2017,Avstrija,16-24,moški,6 ali več,22
2018,Avstrija,16-24,moški,1-2,20
2018,Avstrija,16-24,moški,3-5,33
2018,Avstrija,16-24,moški,6 ali več,20
2019,Avstrija,16-24,moški,1-2,14
2019,Avstrija,16-24,moški,3-5,27
2019,Avstrija,16-24,moški,6 ali več,26
2016,Avstrija,16-24,ženske,1-2,21
2016,Avstrija,16-24,ženske,3-5,30
2016,Avstrija,16-24,ženske,6 ali več,8
2017,Avstrija,16-24,ženske,1-2,27
2017,Avstrija,16-24,ženske,3-5,19
2017,Avstrija,16-24,ženske,6 ali več,24
2018,Avstrija,16-24,ženske,1-2,22
2018,Avstrija,16-24,ženske,3-5,26
2018,Avstrija,16-24,ženske,6 ali več,12
2019,Avstrija,16-24,ženske,1-2,15
2019,Avstrija,16-24,ženske,3-5,42
2019,Avstrija,16-24,ženske,6 ali več,20
2016,Avstrija,25-54,moški,1-2,13
2016,Avstrija,25-54,moški,3-5,27
2016,Avstrija,25-54,moški,6 ali več,19
2017,Avstrija,25-54,moški,1-2,18
2017,Avstrija,25-54,moški,3-5,26
2017,Avstrija,25-54,moški,6 ali več,22
2018,Avstrija,25-54,moški,1-2,14
2018,Avstrija,25-54,moški,3-5,26
2018,Avstrija,25-54,moški,6 ali več,24
2019,Avstrija,25-54,moški,1-2,14
2019,Avstrija,25-54,moški,3-5,23
2019,Avstrija,25-54,moški,6 ali več,29
2016,Avstrija,25-54,ženske,1-2,16
2016,Avstrija,25-54,ženske,3-5,23
2016,Avstrija,25-54,ženske,6 ali več,16
2017,Avstrija,25-54,ženske,1-2,18
2017,Avstrija,25-54,ženske,3-5,26
2017,Avstrija,25-54,ženske,6 ali več,16
2018,Avstrija,25-54,ženske,1-2,16
2018,Avstrija,25-54,ženske,3-5,28
2018,Avstrija,25-54,ženske,6 ali več,17
2019,Avstrija,25-54,ženske,1-2,13
2019,Avstrija,25-54,ženske,3-5,27
2019,Avstrija,25-54,ženske,6 ali več,23
2016,Avstrija,55-74,moški,1-2,11
2016,Avstrija,55-74,moški,3-5,13
2016,Avstrija,55-74,moški,6 ali več,6
2017,Avstrija,55-74,moški,1-2,14
2017,Avstrija,55-74,moški,3-5,14
2017,Avstrija,55-74,moški,6 ali več,7
2018,Avstrija,55-74,moški,1-2,13
2018,Avstrija,55-74,moški,3-5,15
2018,Avstrija,55-74,moški,6 ali več,7
2019,Avstrija,55-74,moški,1-2,12
2019,Avstrija,55-74,moški,3-5,15
2019,Avstrija,55-74,moški,6 ali več,8
2016,Avstrija,55-74,ženske,1-2,8
2016,Avstrija,55-74,ženske,3-5,6
2016,Avstrija,55-74,ženske,6 ali več,3
2017,Avstrija,55-74,ženske,1-2,8
2017,Avstrija,55-74,ženske,3-5,7
2017,Avstrija,55-74,ženske,6 ali več,3
2018,Avstrija,55-74,ženske,1-2,7
2018,Avstrija,55-74,ženske,3-5,9
2018,Avstrija,55-74,ženske,6 ali več,5
2019,Avstrija,55-74,ženske,1-2,9
2019,Avstrija,55-74,ženske,3-5,9
2019,Avstrija,55-74,ženske,6 ali več,4
2016,Poljska,skupaj,skupaj,1-2,13
2016,Poljska,skupaj,skupaj,3-5,11
2016,Poljska,skupaj,skupaj,6 ali več,6
2017,Poljska,skupaj,skupaj,1-2,14
2017,Poljska,skupaj,skupaj,3-5,12
2017,Poljska,skupaj,skupaj,6 ali več,7
2018,Poljska,skupaj,skupaj,1-2,14
2018,Poljska,skupaj,skupaj,3-5,14
2018,Poljska,skupaj,skupaj,6 ali več,9
2019,Poljska,skupaj,skupaj,1-2,16
2019,Poljska,skupaj,skupaj,3-5,16
2019,Poljska,skupaj,skupaj,6 ali več,10
2016,Poljska,16-24,skupaj,1-2,19
2016,Poljska,16-24,skupaj,3-5,16
2016,Poljska,16-24,skupaj,6 ali več,6
2017,Poljska,16-24,skupaj,1-2,23
2017,Poljska,16-24,skupaj,3-5,16
2017,Poljska,16-24,skupaj,6 ali več,6
2018,Poljska,16-24,skupaj,1-2,21
2018,Poljska,16-24,skupaj,3-5,18
2018,Poljska,16-24,skupaj,6 ali več,8
2019,Poljska,16-24,skupaj,1-2,27
2019,Poljska,16-24,skupaj,3-5,20
2019,Poljska,16-24,skupaj,6 ali več,9
2016,Poljska,25-54,skupaj,1-2,15
2016,Poljska,25-54,skupaj,3-5,15
2016,Poljska,25-54,skupaj,6 ali več,9
2017,Poljska,25-54,skupaj,1-2,17
2017,Poljska,25-54,skupaj,3-5,16
2017,Poljska,25-54,skupaj,6 ali več,10
2018,Poljska,25-54,skupaj,1-2,17
2018,Poljska,25-54,skupaj,3-5,18
2018,Poljska,25-54,skupaj,6 ali več,13
2019,Poljska,25-54,skupaj,1-2,18
2019,Poljska,25-54,skupaj,3-5,21
2019,Poljska,25-54,skupaj,6 ali več,14
2016,Poljska,55-74,skupaj,1-2,5
2016,Poljska,55-74,skupaj,3-5,3
2016,Poljska,55-74,skupaj,6 ali več,1
2017,Poljska,55-74,skupaj,1-2,5
2017,Poljska,55-74,skupaj,3-5,4
2017,Poljska,55-74,skupaj,6 ali več,1
2018,Poljska,55-74,skupaj,1-2,6
2018,Poljska,55-74,skupaj,3-5,5
2018,Poljska,55-74,skupaj,6 ali več,2
2019,Poljska,55-74,skupaj,1-2,7
2019,Poljska,55-74,skupaj,3-5,6
2019,Poljska,55-74,skupaj,6 ali več,2
2016,Poljska,16-24,moški,1-2,20
2016,Poljska,16-24,moški,3-5,16
2016,Poljska,16-24,moški,6 ali več,6
2017,Poljska,16-24,moški,1-2,24
2017,Poljska,16-24,moški,3-5,16
2017,Poljska,16-24,moški,6 ali več,6
2018,Poljska,16-24,moški,1-2,21
2018,Poljska,16-24,moški,3-5,16
2018,Poljska,16-24,moški,6 ali več,7
2019,Poljska,16-24,moški,1-2,25
2019,Poljska,16-24,moški,3-5,20
2019,Poljska,16-24,moški,6 ali več,9
2016,Poljska,16-24,ženske,1-2,19
2016,Poljska,16-24,ženske,3-5,16
2016,Poljska,16-24,ženske,6 ali več,5
2017,Poljska,16-24,ženske,1-2,23
2017,Poljska,16-24,ženske,3-5,15
2017,Poljska,16-24,ženske,6 ali več,6
2018,Poljska,16-24,ženske,1-2,22
2018,Poljska,16-24,ženske,3-5,20
2018,Poljska,16-24,ženske,6 ali več,9
2019,Poljska,16-24,ženske,1-2,29
2019,Poljska,16-24,ženske,3-5,21
2019,Poljska,16-24,ženske,6 ali več,9
2016,Poljska,25-54,moški,1-2,16
2016,Poljska,25-54,moški,3-5,14
2016,Poljska,25-54,moški,6 ali več,9
2017,Poljska,25-54,moški,1-2,16
2017,Poljska,25-54,moški,3-5,15
2017,Poljska,25-54,moški,6 ali več,9
2018,Poljska,25-54,moški,1-2,17
2018,Poljska,25-54,moški,3-5,18
2018,Poljska,25-54,moški,6 ali več,12
2019,Poljska,25-54,moški,1-2,18
2019,Poljska,25-54,moški,3-5,19
2019,Poljska,25-54,moški,6 ali več,14
2016,Poljska,25-54,ženske,1-2,15
2016,Poljska,25-54,ženske,3-5,16
2016,Poljska,25-54,ženske,6 ali več,10
2017,Poljska,25-54,ženske,1-2,17
2017,Poljska,25-54,ženske,3-5,16
2017,Poljska,25-54,ženske,6 ali več,11
2018,Poljska,25-54,ženske,1-2,18
2018,Poljska,25-54,ženske,3-5,19
2018,Poljska,25-54,ženske,6 ali več,14
2019,Poljska,25-54,ženske,1-2,19
2019,Poljska,25-54,ženske,3-5,23
2019,Poljska,25-54,ženske,6 ali več,14
2016,Poljska,55-74,moški,1-2,5
2016,Poljska,55-74,moški,3-5,4
2016,Poljska,55-74,moški,6 ali več,2
2017,Poljska,55-74,moški,1-2,6
2017,Poljska,55-74,moški,3-5,4
2017,Poljska,55-74,moški,6 ali več,2
2018,Poljska,55-74,moški,1-2,6
2018,Poljska,55-74,moški,3-5,6
2018,Poljska,55-74,moški,6 ali več,2
2019,Poljska,55-74,moški,1-2,7
2019,Poljska,55-74,moški,3-5,6
2019,Poljska,55-74,moški,6 ali več,2
2016,Poljska,55-74,ženske,1-2,5
2016,Poljska,55-74,ženske,3-5,2
2016,Poljska,55-74,ženske,6 ali več,1
2017,Poljska,55-74,ženske,1-2,4
2017,Poljska,55-74,ženske,3-5,3
2017,Poljska,55-74,ženske,6 ali več,1
2018,Poljska,55-74,ženske,1-2,5
2018,Poljska,55-74,ženske,3-5,4
2018,Poljska,55-74,ženske,6 ali več,1
2019,Poljska,55-74,ženske,1-2,6
2019,Poljska,55-74,ženske,3-5,5
2019,Poljska,55-74,ženske,6 ali več,2
2016,Portugalska,skupaj,skupaj,1-2,10
2016,Portugalska,skupaj,skupaj,3-5,9
2016,Portugalska,skupaj,skupaj,6 ali več,4
2017,Portugalska,skupaj,skupaj,1-2,11
2017,Portugalska,skupaj,skupaj,3-5,9
2017,Portugalska,skupaj,skupaj,6 ali več,6
2018,Portugalska,skupaj,skupaj,1-2,16
2018,Portugalska,skupaj,skupaj,3-5,8
2018,Portugalska,skupaj,skupaj,6 ali več,3
2019,Portugalska,skupaj,skupaj,1-2,14
2019,Portugalska,skupaj,skupaj,3-5,9
2019,Portugalska,skupaj,skupaj,6 ali več,5
2016,Portugalska,16-24,skupaj,1-2,16
2016,Portugalska,16-24,skupaj,3-5,16
2016,Portugalska,16-24,skupaj,6 ali več,8
2017,Portugalska,16-24,skupaj,1-2,22
2017,Portugalska,16-24,skupaj,3-5,11
2017,Portugalska,16-24,skupaj,6 ali več,7
2018,Portugalska,16-24,skupaj,1-2,27
2018,Portugalska,16-24,skupaj,3-5,13
2018,Portugalska,16-24,skupaj,6 ali več,5
2019,Portugalska,16-24,skupaj,1-2,23
2019,Portugalska,16-24,skupaj,3-5,17
2019,Portugalska,16-24,skupaj,6 ali več,7
2016,Portugalska,25-54,skupaj,1-2,13
2016,Portugalska,25-54,skupaj,3-5,11
2016,Portugalska,25-54,skupaj,6 ali več,5
2017,Portugalska,25-54,skupaj,1-2,12
2017,Portugalska,25-54,skupaj,3-5,12
2017,Portugalska,25-54,skupaj,6 ali več,9
2018,Portugalska,25-54,skupaj,1-2,19
2018,Portugalska,25-54,skupaj,3-5,10
2018,Portugalska,25-54,skupaj,6 ali več,5
2019,Portugalska,25-54,skupaj,1-2,18
2019,Portugalska,25-54,skupaj,3-5,12
2019,Portugalska,25-54,skupaj,6 ali več,6
2016,Portugalska,55-74,skupaj,1-2,3
2016,Portugalska,55-74,skupaj,3-5,1
2016,Portugalska,55-74,skupaj,6 ali več,1
2017,Portugalska,55-74,skupaj,1-2,4
2017,Portugalska,55-74,skupaj,3-5,3
2017,Portugalska,55-74,skupaj,6 ali več,1
2018,Portugalska,55-74,skupaj,1-2,6
2018,Portugalska,55-74,skupaj,3-5,2
2018,Portugalska,55-74,skupaj,6 ali več,1
2019,Portugalska,55-74,skupaj,1-2,5
2019,Portugalska,55-74,skupaj,3-5,2
2019,Portugalska,55-74,skupaj,6 ali več,1
2016,Portugalska,16-24,moški,1-2,15
2016,Portugalska,16-24,moški,3-5,16
2016,Portugalska,16-24,moški,6 ali več,9
2017,Portugalska,16-24,moški,1-2,19
2017,Portugalska,16-24,moški,3-5,8
2017,Portugalska,16-24,moški,6 ali več,10
2018,Portugalska,16-24,moški,1-2,31
2018,Portugalska,16-24,moški,3-5,13
2018,Portugalska,16-24,moški,6 ali več,7
2019,Portugalska,16-24,moški,1-2,26
2019,Portugalska,16-24,moški,3-5,15
2019,Portugalska,16-24,moški,6 ali več,11
2016,Portugalska,16-24,ženske,1-2,17
2016,Portugalska,16-24,ženske,3-5,17
2016,Portugalska,16-24,ženske,6 ali več,8
2017,Portugalska,16-24,ženske,1-2,26
2017,Portugalska,16-24,ženske,3-5,14
2017,Portugalska,16-24,ženske,6 ali več,4
2018,Portugalska,16-24,ženske,1-2,23
2018,Portugalska,16-24,ženske,3-5,12
2018,Portugalska,16-24,ženske,6 ali več,4
2019,Portugalska,16-24,ženske,1-2,21
2019,Portugalska,16-24,ženske,3-5,18
2019,Portugalska,16-24,ženske,6 ali več,3
2016,Portugalska,25-54,moški,1-2,13
2016,Portugalska,25-54,moški,3-5,11
2016,Portugalska,25-54,moški,6 ali več,7
2017,Portugalska,25-54,moški,1-2,12
2017,Portugalska,25-54,moški,3-5,12
2017,Portugalska,25-54,moški,6 ali več,10
2018,Portugalska,25-54,moški,1-2,17
2018,Portugalska,25-54,moški,3-5,12
2018,Portugalska,25-54,moški,6 ali več,5
2019,Portugalska,25-54,moški,1-2,19
2019,Portugalska,25-54,moški,3-5,10
2019,Portugalska,25-54,moški,6 ali več,8
2016,Portugalska,25-54,ženske,1-2,13
2016,Portugalska,25-54,ženske,3-5,11
2016,Portugalska,25-54,ženske,6 ali več,4
2017,Portugalska,25-54,ženske,1-2,12
2017,Portugalska,25-54,ženske,3-5,11
2017,Portugalska,25-54,ženske,6 ali več,7
2018,Portugalska,25-54,ženske,1-2,20
2018,Portugalska,25-54,ženske,3-5,9
2018,Portugalska,25-54,ženske,6 ali več,4
2019,Portugalska,25-54,ženske,1-2,18
2019,Portugalska,25-54,ženske,3-5,13
2019,Portugalska,25-54,ženske,6 ali več,4
2016,Portugalska,55-74,moški,1-2,5
2016,Portugalska,55-74,moški,3-5,2
2016,Portugalska,55-74,moški,6 ali več,1
2017,Portugalska,55-74,moški,1-2,6
2017,Portugalska,55-74,moški,3-5,3
2017,Portugalska,55-74,moški,6 ali več,2
2018,Portugalska,55-74,moški,1-2,6
2018,Portugalska,55-74,moški,3-5,2
2018,Portugalska,55-74,moški,6 ali več,1
2019,Portugalska,55-74,moški,1-2,5
2019,Portugalska,55-74,moški,3-5,3
2019,Portugalska,55-74,moški,6 ali več,2
2016,Portugalska,55-74,ženske,1-2,2
2016,Portugalska,55-74,ženske,3-5,1
2016,Portugalska,55-74,ženske,6 ali več,1
2017,Portugalska,55-74,ženske,1-2,2
2017,Portugalska,55-74,ženske,3-5,3
2017,Portugalska,55-74,ženske,6 ali več,1
2018,Portugalska,55-74,ženske,1-2,5
2018,Portugalska,55-74,ženske,3-5,2
2018,Portugalska,55-74,ženske,6 ali več,0
2019,Portugalska,55-74,ženske,1-2,4
2019,Portugalska,55-74,ženske,3-5,1
2019,Portugalska,55-74,ženske,6 ali več,0
2016,Romunija,skupaj,skupaj,1-2,5
2016,Romunija,skupaj,skupaj,3-5,2
2016,Romunija,skupaj,skupaj,6 ali več,0
2017,Romunija,skupaj,skupaj,1-2,8
2017,Romunija,skupaj,skupaj,3-5,3
2017,Romunija,skupaj,skupaj,6 ali več,0
2018,Romunija,skupaj,skupaj,1-2,9
2018,Romunija,skupaj,skupaj,3-5,4
2018,Romunija,skupaj,skupaj,6 ali več,1
2019,Romunija,skupaj,skupaj,1-2,10
2019,Romunija,skupaj,skupaj,3-5,4
2019,Romunija,skupaj,skupaj,6 ali več,1
2016,Romunija,16-24,skupaj,1-2,9
2016,Romunija,16-24,skupaj,3-5,3
2016,Romunija,16-24,skupaj,6 ali več,1
2017,Romunija,16-24,skupaj,1-2,14
2017,Romunija,16-24,skupaj,3-5,3
2017,Romunija,16-24,skupaj,6 ali več,1
2018,Romunija,16-24,skupaj,1-2,13
2018,Romunija,16-24,skupaj,3-5,6
2018,Romunija,16-24,skupaj,6 ali več,1
2019,Romunija,16-24,skupaj,1-2,18
2019,Romunija,16-24,skupaj,3-5,5
2019,Romunija,16-24,skupaj,6 ali več,1
2016,Romunija,25-54,skupaj,1-2,6
2016,Romunija,25-54,skupaj,3-5,3
2016,Romunija,25-54,skupaj,6 ali več,1
2017,Romunija,25-54,skupaj,1-2,10
2017,Romunija,25-54,skupaj,3-5,4
2017,Romunija,25-54,skupaj,6 ali več,1
2018,Romunija,25-54,skupaj,1-2,11
2018,Romunija,25-54,skupaj,3-5,5
2018,Romunija,25-54,skupaj,6 ali več,1
2019,Romunija,25-54,skupaj,1-2,11
2019,Romunija,25-54,skupaj,3-5,6
2019,Romunija,25-54,skupaj,6 ali več,1
2016,Romunija,55-74,skupaj,1-2,1
2016,Romunija,55-74,skupaj,3-5,0
2016,Romunija,55-74,skupaj,6 ali več,0
2017,Romunija,55-74,skupaj,1-2,2
2017,Romunija,55-74,skupaj,3-5,1
2017,Romunija,55-74,skupaj,6 ali več,0
2018,Romunija,55-74,skupaj,1-2,2
2018,Romunija,55-74,skupaj,3-5,1
2018,Romunija,55-74,skupaj,6 ali več,0
2019,Romunija,55-74,skupaj,1-2,3
2019,Romunija,55-74,skupaj,3-5,1
2019,Romunija,55-74,skupaj,6 ali več,0
2016,Romunija,16-24,moški,1-2,8
2016,Romunija,16-24,moški,3-5,3
2016,Romunija,16-24,moški,6 ali več,0
2017,Romunija,16-24,moški,1-2,13
2017,Romunija,16-24,moški,3-5,3
2017,Romunija,16-24,moški,6 ali več,1
2018,Romunija,16-24,moški,1-2,14
2018,Romunija,16-24,moški,3-5,5
2018,Romunija,16-24,moški,6 ali več,1
2019,Romunija,16-24,moški,1-2,19
2019,Romunija,16-24,moški,3-5,5
2019,Romunija,16-24,moški,6 ali več,1
2016,Romunija,16-24,ženske,1-2,9
2016,Romunija,16-24,ženske,3-5,3
2016,Romunija,16-24,ženske,6 ali več,1
2017,Romunija,16-24,ženske,1-2,14
2017,Romunija,16-24,ženske,3-5,3
2017,Romunija,16-24,ženske,6 ali več,1
2018,Romunija,16-24,ženske,1-2,12
2018,Romunija,16-24,ženske,3-5,7
2018,Romunija,16-24,ženske,6 ali več,1
2019,Romunija,16-24,ženske,1-2,17
2019,Romunija,16-24,ženske,3-5,6
2019,Romunija,16-24,ženske,6 ali več,1
2016,Romunija,25-54,moški,1-2,7
2016,Romunija,25-54,moški,3-5,3
2016,Romunija,25-54,moški,6 ali več,1
2017,Romunija,25-54,moški,1-2,10
2017,Romunija,25-54,moški,3-5,4
2017,Romunija,25-54,moški,6 ali več,1
2018,Romunija,25-54,moški,1-2,11
2018,Romunija,25-54,moški,3-5,5
2018,Romunija,25-54,moški,6 ali več,1
2019,Romunija,25-54,moški,1-2,11
2019,Romunija,25-54,moški,3-5,6
2019,Romunija,25-54,moški,6 ali več,1
2016,Romunija,25-54,ženske,1-2,6
2016,Romunija,25-54,ženske,3-5,3
2016,Romunija,25-54,ženske,6 ali več,1
2017,Romunija,25-54,ženske,1-2,10
2017,Romunija,25-54,ženske,3-5,4
2017,Romunija,25-54,ženske,6 ali več,1
2018,Romunija,25-54,ženske,1-2,12
2018,Romunija,25-54,ženske,3-5,6
2018,Romunija,25-54,ženske,6 ali več,1
2019,Romunija,25-54,ženske,1-2,12
2019,Romunija,25-54,ženske,3-5,6
2019,Romunija,25-54,ženske,6 ali več,1
2016,Romunija,55-74,moški,1-2,1
2016,Romunija,55-74,moški,3-5,0
2016,Romunija,55-74,moški,6 ali več,0
2017,Romunija,55-74,moški,1-2,2
2017,Romunija,55-74,moški,3-5,1
2017,Romunija,55-74,moški,6 ali več,0
2018,Romunija,55-74,moški,1-2,3
2018,Romunija,55-74,moški,3-5,1
2018,Romunija,55-74,moški,6 ali več,0
2019,Romunija,55-74,moški,1-2,3
2019,Romunija,55-74,moški,3-5,1
2019,Romunija,55-74,moški,6 ali več,0
2016,Romunija,55-74,ženske,1-2,1
2016,Romunija,55-74,ženske,3-5,0
2016,Romunija,55-74,ženske,6 ali več,0
2017,Romunija,55-74,ženske,1-2,2
2017,Romunija,55-74,ženske,3-5,1
2017,Romunija,55-74,ženske,6 ali več,0
2018,Romunija,55-74,ženske,1-2,2
2018,Romunija,55-74,ženske,3-5,0
2018,Romunija,55-74,ženske,6 ali več,0
2019,Romunija,55-74,ženske,1-2,3
2019,Romunija,55-74,ženske,3-5,1
2019,Romunija,55-74,ženske,6 ali več,0
2016,Slovenija,skupaj,skupaj,1-2,13
2016,Slovenija,skupaj,skupaj,3-5,11
2016,Slovenija,skupaj,skupaj,6 ali več,5
2017,Slovenija,skupaj,skupaj,1-2,16
2017,Slovenija,skupaj,skupaj,3-5,12
2017,Slovenija,skupaj,skupaj,6 ali več,6
2018,Slovenija,skupaj,skupaj,1-2,20
2018,Slovenija,skupaj,skupaj,3-5,13
2018,Slovenija,skupaj,skupaj,6 ali več,6
2019,Slovenija,skupaj,skupaj,1-2,23
2019,Slovenija,skupaj,skupaj,3-5,15
2019,Slovenija,skupaj,skupaj,6 ali več,7
2016,Slovenija,16-24,skupaj,1-2,24
2016,Slovenija,16-24,skupaj,3-5,12
2016,Slovenija,16-24,skupaj,6 ali več,6
2017,Slovenija,16-24,skupaj,1-2,27
2017,Slovenija,16-24,skupaj,3-5,18
2017,Slovenija,16-24,skupaj,6 ali več,9
2018,Slovenija,16-24,skupaj,1-2,30
2018,Slovenija,16-24,skupaj,3-5,19
2018,Slovenija,16-24,skupaj,6 ali več,4
2019,Slovenija,16-24,skupaj,1-2,35
2019,Slovenija,16-24,skupaj,3-5,15
2019,Slovenija,16-24,skupaj,6 ali več,8
2016,Slovenija,25-54,skupaj,1-2,16
2016,Slovenija,25-54,skupaj,3-5,16
2016,Slovenija,25-54,skupaj,6 ali več,7
2017,Slovenija,25-54,skupaj,1-2,21
2017,Slovenija,25-54,skupaj,3-5,16
2017,Slovenija,25-54,skupaj,6 ali več,9
2018,Slovenija,25-54,skupaj,1-2,24
2018,Slovenija,25-54,skupaj,3-5,17
2018,Slovenija,25-54,skupaj,6 ali več,9
2019,Slovenija,25-54,skupaj,1-2,26
2019,Slovenija,25-54,skupaj,3-5,21
2019,Slovenija,25-54,skupaj,6 ali več,9
2016,Slovenija,55-74,skupaj,1-2,4
2016,Slovenija,55-74,skupaj,3-5,2
2016,Slovenija,55-74,skupaj,6 ali več,1
2017,Slovenija,55-74,skupaj,1-2,5
2017,Slovenija,55-74,skupaj,3-5,5
2017,Slovenija,55-74,skupaj,6 ali več,0
2018,Slovenija,55-74,skupaj,1-2,9
2018,Slovenija,55-74,skupaj,3-5,4
2018,Slovenija,55-74,skupaj,6 ali več,2
2019,Slovenija,55-74,skupaj,1-2,13
2019,Slovenija,55-74,skupaj,3-5,5
2019,Slovenija,55-74,skupaj,6 ali več,2
2016,Slovenija,16-24,moški,1-2,25
2016,Slovenija,16-24,moški,3-5,12
2016,Slovenija,16-24,moški,6 ali več,5
2017,Slovenija,16-24,moški,1-2,26
2017,Slovenija,16-24,moški,3-5,17
2017,Slovenija,16-24,moški,6 ali več,9
2018,Slovenija,16-24,moški,1-2,31
2018,Slovenija,16-24,moški,3-5,19
2018,Slovenija,16-24,moški,6 ali več,2
2019,Slovenija,16-24,moški,1-2,34
2019,Slovenija,16-24,moški,3-5,13
2019,Slovenija,16-24,moški,6 ali več,8
2016,Slovenija,16-24,ženske,1-2,24
2016,Slovenija,16-24,ženske,3-5,12
2016,Slovenija,16-24,ženske,6 ali več,7
2017,Slovenija,16-24,ženske,1-2,28
2017,Slovenija,16-24,ženske,3-5,19
2017,Slovenija,16-24,ženske,6 ali več,10
2018,Slovenija,16-24,ženske,1-2,28
2018,Slovenija,16-24,ženske,3-5,19
2018,Slovenija,16-24,ženske,6 ali več,7
2019,Slovenija,16-24,ženske,1-2,36
2019,Slovenija,16-24,ženske,3-5,17
2019,Slovenija,16-24,ženske,6 ali več,9
2016,Slovenija,25-54,moški,1-2,15
2016,Slovenija,25-54,moški,3-5,16
2016,Slovenija,25-54,moški,6 ali več,9
2017,Slovenija,25-54,moški,1-2,18
2017,Slovenija,25-54,moški,3-5,16
2017,Slovenija,25-54,moški,6 ali več,8
2018,Slovenija,25-54,moški,1-2,24
2018,Slovenija,25-54,moški,3-5,19
2018,Slovenija,25-54,moški,6 ali več,9
2019,Slovenija,25-54,moški,1-2,24
2019,Slovenija,25-54,moški,3-5,21
2019,Slovenija,25-54,moški,6 ali več,11
2016,Slovenija,25-54,ženske,1-2,17
2016,Slovenija,25-54,ženske,3-5,15
2016,Slovenija,25-54,ženske,6 ali več,6
2017,Slovenija,25-54,ženske,1-2,23
2017,Slovenija,25-54,ženske,3-5,15
2017,Slovenija,25-54,ženske,6 ali več,9
2018,Slovenija,25-54,ženske,1-2,25
2018,Slovenija,25-54,ženske,3-5,15
2018,Slovenija,25-54,ženske,6 ali več,8
2019,Slovenija,25-54,ženske,1-2,29
2019,Slovenija,25-54,ženske,3-5,21
2019,Slovenija,25-54,ženske,6 ali več,8
2016,Slovenija,55-74,moški,1-2,6
2016,Slovenija,55-74,moški,3-5,3
2016,Slovenija,55-74,moški,6 ali več,2
2017,Slovenija,55-74,moški,1-2,5
2017,Slovenija,55-74,moški,3-5,6
2017,Slovenija,55-74,moški,6 ali več,0
2018,Slovenija,55-74,moški,1-2,10
2018,Slovenija,55-74,moški,3-5,4
2018,Slovenija,55-74,moški,6 ali več,3
2019,Slovenija,55-74,moški,1-2,14
2019,Slovenija,55-74,moški,3-5,6
2019,Slovenija,55-74,moški,6 ali več,3
2016,Slovenija,55-74,ženske,1-2,2
2016,Slovenija,55-74,ženske,3-5,2
2016,Slovenija,55-74,ženske,6 ali več,0
2017,Slovenija,55-74,ženske,1-2,5
2017,Slovenija,55-74,ženske,3-5,4
2017,Slovenija,55-74,ženske,6 ali več,0
2018,Slovenija,55-74,ženske,1-2,8
2018,Slovenija,55-74,ženske,3-5,3
2018,Slovenija,55-74,ženske,6 ali več,1
2019,Slovenija,55-74,ženske,1-2,12
2019,Slovenija,55-74,ženske,3-5,4
2019,Slovenija,55-74,ženske,6 ali več,1
2016,Slovaška,skupaj,skupaj,1-2,19
2016,Slovaška,skupaj,skupaj,3-5,16
2016,Slovaška,skupaj,skupaj,6 ali več,6
2017,Slovaška,skupaj,skupaj,1-2,22
2017,Slovaška,skupaj,skupaj,3-5,17
2017,Slovaška,skupaj,skupaj,6 ali več,7
2018,Slovaška,skupaj,skupaj,1-2,17
2018,Slovaška,skupaj,skupaj,3-5,19
2018,Slovaška,skupaj,skupaj,6 ali več,8
2019,Slovaška,skupaj,skupaj,1-2,19
2019,Slovaška,skupaj,skupaj,3-5,19
2019,Slovaška,skupaj,skupaj,6 ali več,8
2016,Slovaška,16-24,skupaj,1-2,24
2016,Slovaška,16-24,skupaj,3-5,26
2016,Slovaška,16-24,skupaj,6 ali več,9
2017,Slovaška,16-24,skupaj,1-2,31
2017,Slovaška,16-24,skupaj,3-5,22
2017,Slovaška,16-24,skupaj,6 ali več,10
2018,Slovaška,16-24,skupaj,1-2,31
2018,Slovaška,16-24,skupaj,3-5,26
2018,Slovaška,16-24,skupaj,6 ali več,10
2019,Slovaška,16-24,skupaj,1-2,25
2019,Slovaška,16-24,skupaj,3-5,30
2019,Slovaška,16-24,skupaj,6 ali več,13
2016,Slovaška,25-54,skupaj,1-2,22
