leto,drzava,starostna skupina,spol,vrednost,odstotek
2018,Belgija,16-24,moški,1000 ali več,3
2018,Belgija,16-24,ženske,1000 ali več,2
2018,Belgija,25-54,moški,1000 ali več,12
2018,Belgija,25-54,ženske,1000 ali več,9
2018,Belgija,55-74,moški,1000 ali več,15
2018,Belgija,55-74,ženske,1000 ali več,6
2018,Bolgarija,skupaj,skupaj,1000 ali več,1
2018,Bolgarija,16-24,skupaj,1000 ali več,0
2018,Bolgarija,25-54,skupaj,1000 ali več,1
2018,Bolgarija,55-74,skupaj,1000 ali več,2
2018,Bolgarija,16-24,moški,1000 ali več,0
2018,Bolgarija,16-24,ženske,1000 ali več,0
2018,Bolgarija,25-54,moški,1000 ali več,1
2018,Bolgarija,25-54,ženske,1000 ali več,1
2018,Bolgarija,55-74,moški,1000 ali več,5
2018,Bolgarija,55-74,ženske,1000 ali več,0
2018,Češka,skupaj,skupaj,1000 ali več,4
2018,Češka,16-24,skupaj,1000 ali več,0
2018,Češka,25-54,skupaj,1000 ali več,5
2018,Češka,55-74,skupaj,1000 ali več,3
2018,Češka,16-24,moški,1000 ali več,0
2018,Češka,16-24,ženske,1000 ali več,0
2018,Češka,25-54,moški,1000 ali več,7
2018,Češka,25-54,ženske,1000 ali več,4
2018,Češka,55-74,moški,1000 ali več,4
2018,Češka,55-74,ženske,1000 ali več,2
2018,Danska,skupaj,skupaj,1000 ali več,18
2018,Danska,16-24,skupaj,1000 ali več,8
2018,Danska,25-54,skupaj,1000 ali več,21
2018,Danska,55-74,skupaj,1000 ali več,16
2018,Danska,16-24,moški,1000 ali več,13
2018,Danska,16-24,ženske,1000 ali več,3
2018,Danska,25-54,moški,1000 ali več,24
2018,Danska,25-54,ženske,1000 ali več,18
2018,Danska,55-74,moški,1000 ali več,20
2018,Danska,55-74,ženske,1000 ali več,12
2018,Nemčija,skupaj,skupaj,1000 ali več,5
2018,Nemčija,16-24,skupaj,1000 ali več,3
2018,Nemčija,25-54,skupaj,1000 ali več,6
2018,Nemčija,55-74,skupaj,1000 ali več,3
2018,Nemčija,16-24,moški,1000 ali več,5
2018,Nemčija,16-24,ženske,1000 ali več,2
2018,Nemčija,25-54,moški,1000 ali več,9
2018,Nemčija,25-54,ženske,1000 ali več,4
2018,Nemčija,55-74,moški,1000 ali več,5
2018,Nemčija,55-74,ženske,1000 ali več,2
2018,Estonija,skupaj,skupaj,1000 ali več,8
2018,Estonija,16-24,skupaj,1000 ali več,4
2018,Estonija,25-54,skupaj,1000 ali več,9
2018,Estonija,55-74,skupaj,1000 ali več,7
2018,Estonija,16-24,moški,1000 ali več,5
2018,Estonija,16-24,ženske,1000 ali več,4
2018,Estonija,25-54,moški,1000 ali več,11
2018,Estonija,25-54,ženske,1000 ali več,7
2018,Estonija,55-74,moški,1000 ali več,11
2018,Estonija,55-74,ženske,1000 ali več,4
2018,Irska,skupaj,skupaj,1000 ali več,9
2018,Irska,16-24,skupaj,1000 ali več,4
2018,Irska,25-54,skupaj,1000 ali več,11
2018,Irska,55-74,skupaj,1000 ali več,7
2018,Irska,16-24,moški,1000 ali več,3
2018,Irska,16-24,ženske,1000 ali več,5
2018,Irska,25-54,moški,1000 ali več,14
2018,Irska,25-54,ženske,1000 ali več,9
2018,Irska,55-74,moški,1000 ali več,10
2018,Irska,55-74,ženske,1000 ali več,3
2018,Grčija,skupaj,skupaj,1000 ali več,4
2018,Grčija,16-24,skupaj,1000 ali več,0
2018,Grčija,25-54,skupaj,1000 ali več,5
2018,Grčija,55-74,skupaj,1000 ali več,4
2018,Grčija,16-24,moški,1000 ali več,0
2018,Grčija,16-24,ženske,1000 ali več,0
2018,Grčija,25-54,moški,1000 ali več,6
2018,Grčija,25-54,ženske,1000 ali več,3
2018,Grčija,55-74,moški,1000 ali več,1
2018,Grčija,55-74,ženske,1000 ali več,9
2018,Španija,skupaj,skupaj,1000 ali več,5
2018,Španija,16-24,skupaj,1000 ali več,2
2018,Španija,25-54,skupaj,1000 ali več,5
2018,Španija,55-74,skupaj,1000 ali več,6
2018,Španija,16-24,moški,1000 ali več,2
2018,Španija,16-24,ženske,1000 ali več,2
2018,Španija,25-54,moški,1000 ali več,7
2018,Španija,25-54,ženske,1000 ali več,3
2018,Španija,55-74,moški,1000 ali več,7
2018,Španija,55-74,ženske,1000 ali več,5
2018,Francija,skupaj,skupaj,1000 ali več,6
2018,Francija,16-24,skupaj,1000 ali več,3
2018,Francija,25-54,skupaj,1000 ali več,7
2018,Francija,55-74,skupaj,1000 ali več,6
2018,Francija,16-24,moški,1000 ali več,5
2018,Francija,16-24,ženske,1000 ali več,1
2018,Francija,25-54,moški,1000 ali več,7
2018,Francija,25-54,ženske,1000 ali več,6
2018,Francija,55-74,moški,1000 ali več,8
2018,Francija,55-74,ženske,1000 ali več,5
2018,Hrvaška,skupaj,skupaj,1000 ali več,2
2018,Hrvaška,16-24,skupaj,1000 ali več,2
2018,Hrvaška,25-54,skupaj,1000 ali več,2
2018,Hrvaška,55-74,skupaj,1000 ali več,2
2018,Hrvaška,16-24,moški,1000 ali več,0
2018,Hrvaška,16-24,ženske,1000 ali več,3
2018,Hrvaška,25-54,moški,1000 ali več,2
2018,Hrvaška,25-54,ženske,1000 ali več,3
2018,Hrvaška,55-74,moški,1000 ali več,3
2018,Hrvaška,55-74,ženske,1000 ali več,0
2018,Italija,skupaj,skupaj,1000 ali več,2
2018,Italija,16-24,skupaj,1000 ali več,0
2018,Italija,25-54,skupaj,1000 ali več,2
2018,Italija,55-74,skupaj,1000 ali več,3
2018,Italija,16-24,moški,1000 ali več,1
2018,Italija,16-24,ženske,1000 ali več,0
2018,Italija,25-54,moški,1000 ali več,3
2018,Italija,25-54,ženske,1000 ali več,1
2018,Italija,55-74,moški,1000 ali več,3
2018,Italija,55-74,ženske,1000 ali več,2
2018,Ciper,skupaj,skupaj,1000 ali več,6
2018,Ciper,16-24,skupaj,1000 ali več,2
2018,Ciper,25-54,skupaj,1000 ali več,6
2018,Ciper,55-74,skupaj,1000 ali več,14
2018,Ciper,16-24,moški,1000 ali več,4
2018,Ciper,16-24,ženske,1000 ali več,0
2018,Ciper,25-54,moški,1000 ali več,7
2018,Ciper,25-54,ženske,1000 ali več,4
2018,Ciper,55-74,moški,1000 ali več,19
2018,Ciper,55-74,ženske,1000 ali več,7
2018,Latvija,skupaj,skupaj,1000 ali več,1
2018,Latvija,16-24,skupaj,1000 ali več,1
2018,Latvija,25-54,skupaj,1000 ali več,1
2018,Latvija,55-74,skupaj,1000 ali več,1
2018,Latvija,16-24,moški,1000 ali več,1
2018,Latvija,16-24,ženske,1000 ali več,1
2018,Latvija,25-54,moški,1000 ali več,2
2018,Latvija,25-54,ženske,1000 ali več,1
2018,Latvija,55-74,moški,1000 ali več,0
2018,Latvija,55-74,ženske,1000 ali več,1
2018,Litva,skupaj,skupaj,1000 ali več,3
2018,Litva,16-24,skupaj,1000 ali več,0
2018,Litva,25-54,skupaj,1000 ali več,5
2018,Litva,55-74,skupaj,1000 ali več,2
2018,Litva,16-24,moški,1000 ali več,0
2018,Litva,16-24,ženske,1000 ali več,0
2018,Litva,25-54,moški,1000 ali več,6
2018,Litva,25-54,ženske,1000 ali več,3
2018,Litva,55-74,moški,1000 ali več,4
2018,Litva,55-74,ženske,1000 ali več,1
2018,Luksemburg,skupaj,skupaj,1000 ali več,15
2018,Luksemburg,16-24,skupaj,1000 ali več,9
2018,Luksemburg,25-54,skupaj,1000 ali več,16
2018,Luksemburg,55-74,skupaj,1000 ali več,17
2018,Luksemburg,16-24,moški,1000 ali več,11
2018,Luksemburg,16-24,ženske,1000 ali več,5
2018,Luksemburg,25-54,moški,1000 ali več,18
2018,Luksemburg,25-54,ženske,1000 ali več,14
2018,Luksemburg,55-74,moški,1000 ali več,20
2018,Luksemburg,55-74,ženske,1000 ali več,13
2018,Madžarska,skupaj,skupaj,1000 ali več,2
2018,Madžarska,16-24,skupaj,1000 ali več,1
2018,Madžarska,25-54,skupaj,1000 ali več,2
2018,Madžarska,55-74,skupaj,1000 ali več,3
2018,Madžarska,16-24,moški,1000 ali več,0
2018,Madžarska,16-24,ženske,1000 ali več,2
2018,Madžarska,25-54,moški,1000 ali več,2
2018,Madžarska,25-54,ženske,1000 ali več,1
2018,Madžarska,55-74,moški,1000 ali več,4
2018,Madžarska,55-74,ženske,1000 ali več,2
2018,Malta,skupaj,skupaj,1000 ali več,7
2018,Malta,16-24,skupaj,1000 ali več,11
2018,Malta,25-54,skupaj,1000 ali več,7
2018,Malta,55-74,skupaj,1000 ali več,6
2018,Malta,16-24,moški,1000 ali več,18
2018,Malta,16-24,ženske,1000 ali več,5
2018,Malta,25-54,moški,1000 ali več,9
2018,Malta,25-54,ženske,1000 ali več,4
2018,Malta,55-74,moški,1000 ali več,3
2018,Malta,55-74,ženske,1000 ali več,10
2018,Nizozemska,skupaj,skupaj,1000 ali več,9
2018,Nizozemska,16-24,skupaj,1000 ali več,6
2018,Nizozemska,25-54,skupaj,1000 ali več,11
2018,Nizozemska,55-74,skupaj,1000 ali več,8
2018,Nizozemska,16-24,moški,1000 ali več,7
2018,Nizozemska,16-24,ženske,1000 ali več,4
2018,Nizozemska,25-54,moški,1000 ali več,15
2018,Nizozemska,25-54,ženske,1000 ali več,7
2018,Nizozemska,55-74,moški,1000 ali več,10
2018,Nizozemska,55-74,ženske,1000 ali več,5
2018,Avstrija,skupaj,skupaj,1000 ali več,15
2018,Avstrija,16-24,skupaj,1000 ali več,6
2018,Avstrija,25-54,skupaj,1000 ali več,17
2018,Avstrija,55-74,skupaj,1000 ali več,15
2018,Avstrija,16-24,moški,1000 ali več,11
2018,Avstrija,16-24,ženske,1000 ali več,1
2018,Avstrija,25-54,moški,1000 ali več,25
2018,Avstrija,25-54,ženske,1000 ali več,9
2018,Avstrija,55-74,moški,1000 ali več,16
2018,Avstrija,55-74,ženske,1000 ali več,14
2018,Poljska,skupaj,skupaj,1000 ali več,3
2018,Poljska,16-24,skupaj,1000 ali več,1
2018,Poljska,25-54,skupaj,1000 ali več,4
2018,Poljska,55-74,skupaj,1000 ali več,2
2018,Poljska,16-24,moški,1000 ali več,3
2018,Poljska,16-24,ženske,1000 ali več,0
2018,Poljska,25-54,moški,1000 ali več,5
2018,Poljska,25-54,ženske,1000 ali več,3
2018,Poljska,55-74,moški,1000 ali več,2
2018,Poljska,55-74,ženske,1000 ali več,2
2018,Portugalska,skupaj,skupaj,1000 ali več,3
2018,Portugalska,16-24,skupaj,1000 ali več,0
2018,Portugalska,25-54,skupaj,1000 ali več,3
2018,Portugalska,55-74,skupaj,1000 ali več,4
2018,Portugalska,16-24,moški,1000 ali več,0
2018,Portugalska,16-24,ženske,1000 ali več,0
2018,Portugalska,25-54,moški,1000 ali več,5
2018,Portugalska,25-54,ženske,1000 ali več,1
2018,Portugalska,55-74,moški,1000 ali več,8
2018,Portugalska,55-74,ženske,1000 ali več,0
2018,Romunija,skupaj,skupaj,1000 ali več,1
2018,Romunija,16-24,skupaj,1000 ali več,0
2018,Romunija,25-54,skupaj,1000 ali več,1
2018,Romunija,55-74,skupaj,1000 ali več,0
2018,Romunija,16-24,moški,1000 ali več,0
2018,Romunija,16-24,ženske,1000 ali več,0
2018,Romunija,25-54,moški,1000 ali več,2
2018,Romunija,25-54,ženske,1000 ali več,0
2018,Romunija,55-74,moški,1000 ali več,1
2018,Romunija,55-74,ženske,1000 ali več,0
2018,Slovenija,skupaj,skupaj,1000 ali več,2
2018,Slovenija,16-24,skupaj,1000 ali več,2
2018,Slovenija,25-54,skupaj,1000 ali več,2
2018,Slovenija,55-74,skupaj,1000 ali več,1
2018,Slovenija,16-24,moški,1000 ali več,5
2018,Slovenija,16-24,ženske,1000 ali več,0
2018,Slovenija,25-54,moški,1000 ali več,3
2018,Slovenija,25-54,ženske,1000 ali več,1
2018,Slovenija,55-74,moški,1000 ali več,0
2018,Slovenija,55-74,ženske,1000 ali več,2
2018,Slovaška,skupaj,skupaj,1000 ali več,4
2018,Slovaška,16-24,skupaj,1000 ali več,2
2018,Slovaška,25-54,skupaj,1000 ali več,5
2018,Slovaška,55-74,skupaj,1000 ali več,1
2018,Slovaška,16-24,moški,1000 ali več,1
2018,Slovaška,16-24,ženske,1000 ali več,3
2018,Slovaška,25-54,moški,1000 ali več,5
2018,Slovaška,25-54,ženske,1000 ali več,5
2018,Slovaška,55-74,moški,1000 ali več,2
2018,Slovaška,55-74,ženske,1000 ali več,0
2018,Finska,skupaj,skupaj,1000 ali več,20
2018,Finska,16-24,skupaj,1000 ali več,8
2018,Finska,25-54,skupaj,1000 ali več,23
2018,Finska,55-74,skupaj,1000 ali več,16
2018,Finska,16-24,moški,1000 ali več,9
2018,Finska,16-24,ženske,1000 ali več,7
2018,Finska,25-54,moški,1000 ali več,26
2018,Finska,25-54,ženske,1000 ali več,20
2018,Finska,55-74,moški,1000 ali več,18
2018,Finska,55-74,ženske,1000 ali več,14
2018,Švedska,skupaj,skupaj,1000 ali več,13
2018,Švedska,16-24,skupaj,1000 ali več,6
2018,Švedska,25-54,skupaj,1000 ali več,16
2018,Švedska,55-74,skupaj,1000 ali več,10
2018,Švedska,16-24,moški,1000 ali več,9
2018,Švedska,16-24,ženske,1000 ali več,2
2018,Švedska,25-54,moški,1000 ali več,20
2018,Švedska,25-54,ženske,1000 ali več,12
2018,Švedska,55-74,moški,1000 ali več,13
2018,Švedska,55-74,ženske,1000 ali več,6
2019,EU28,skupaj,skupaj,49 ali manj,14
2019,EU28,16-24,skupaj,49 ali manj,23
2019,EU28,25-54,skupaj,49 ali manj,13
2019,EU28,55-74,skupaj,49 ali manj,13
2019,EU28,16-24,moški,49 ali manj,20
2019,EU28,16-24,ženske,49 ali manj,25
2019,EU28,25-54,moški,49 ali manj,12
2019,EU28,25-54,ženske,49 ali manj,13
2019,EU28,55-74,moški,49 ali manj,13
2019,EU28,55-74,ženske,49 ali manj,14
2019,Belgija,skupaj,skupaj,49 ali manj,12
2019,Belgija,16-24,skupaj,49 ali manj,17
2019,Belgija,25-54,skupaj,49 ali manj,10
2019,Belgija,55-74,skupaj,49 ali manj,12
2019,Belgija,16-24,moški,49 ali manj,14
2019,Belgija,16-24,ženske,49 ali manj,19
2019,Belgija,25-54,moški,49 ali manj,11
2019,Belgija,25-54,ženske,49 ali manj,9
2019,Belgija,55-74,moški,49 ali manj,12
2019,Belgija,55-74,ženske,49 ali manj,13
2019,Bolgarija,skupaj,skupaj,49 ali manj,36
2019,Bolgarija,16-24,skupaj,49 ali manj,42
2019,Bolgarija,25-54,skupaj,49 ali manj,34
2019,Bolgarija,55-74,skupaj,49 ali manj,44
2019,Bolgarija,16-24,moški,49 ali manj,35
2019,Bolgarija,16-24,ženske,49 ali manj,48
2019,Bolgarija,25-54,moški,49 ali manj,28
2019,Bolgarija,25-54,ženske,49 ali manj,39
2019,Bolgarija,55-74,moški,49 ali manj,33
2019,Bolgarija,55-74,ženske,49 ali manj,53
2019,Češka,skupaj,skupaj,49 ali manj,12
2019,Češka,16-24,skupaj,49 ali manj,23
2019,Češka,25-54,skupaj,49 ali manj,8
2019,Češka,55-74,skupaj,49 ali manj,18
2019,Češka,16-24,moški,49 ali manj,24
2019,Češka,16-24,ženske,49 ali manj,21
2019,Češka,25-54,moški,49 ali manj,7
2019,Češka,25-54,ženske,49 ali manj,9
2019,Češka,55-74,moški,49 ali manj,18
2019,Češka,55-74,ženske,49 ali manj,17
2019,Danska,skupaj,skupaj,49 ali manj,8
2019,Danska,16-24,skupaj,49 ali manj,9
2019,Danska,25-54,skupaj,49 ali manj,6
2019,Danska,55-74,skupaj,49 ali manj,9
2019,Danska,16-24,moški,49 ali manj,10
2019,Danska,16-24,ženske,49 ali manj,9
2019,Danska,25-54,moški,49 ali manj,6
2019,Danska,25-54,ženske,49 ali manj,7
2019,Danska,55-74,moški,49 ali manj,10
2019,Danska,55-74,ženske,49 ali manj,9
2019,Nemčija,skupaj,skupaj,49 ali manj,9
2019,Nemčija,16-24,skupaj,49 ali manj,16
2019,Nemčija,25-54,skupaj,49 ali manj,7
2019,Nemčija,55-74,skupaj,49 ali manj,10
2019,Nemčija,16-24,moški,49 ali manj,14
2019,Nemčija,16-24,ženske,49 ali manj,19
2019,Nemčija,25-54,moški,49 ali manj,7
2019,Nemčija,25-54,ženske,49 ali manj,7
2019,Nemčija,55-74,moški,49 ali manj,10
2019,Nemčija,55-74,ženske,49 ali manj,11
2019,Estonija,skupaj,skupaj,49 ali manj,19
2019,Estonija,16-24,skupaj,49 ali manj,25
2019,Estonija,25-54,skupaj,49 ali manj,18
2019,Estonija,55-74,skupaj,49 ali manj,18
2019,Estonija,16-24,moški,49 ali manj,26
2019,Estonija,16-24,ženske,49 ali manj,24
2019,Estonija,25-54,moški,49 ali manj,18
2019,Estonija,25-54,ženske,49 ali manj,18
2019,Estonija,55-74,moški,49 ali manj,18
2019,Estonija,55-74,ženske,49 ali manj,19
2019,Irska,skupaj,skupaj,49 ali manj,12
2019,Irska,16-24,skupaj,49 ali manj,18
2019,Irska,25-54,skupaj,49 ali manj,11
2019,Irska,55-74,skupaj,49 ali manj,11
2019,Irska,16-24,moški,49 ali manj,15
2019,Irska,16-24,ženske,49 ali manj,21
2019,Irska,25-54,moški,49 ali manj,11
2019,Irska,25-54,ženske,49 ali manj,10
2019,Irska,55-74,moški,49 ali manj,10
2019,Irska,55-74,ženske,49 ali manj,12
2019,Grčija,skupaj,skupaj,49 ali manj,20
2019,Grčija,16-24,skupaj,49 ali manj,35
2019,Grčija,25-54,skupaj,49 ali manj,17
2019,Grčija,55-74,skupaj,49 ali manj,14
2019,Grčija,16-24,moški,49 ali manj,35
2019,Grčija,16-24,ženske,49 ali manj,35
2019,Grčija,25-54,moški,49 ali manj,15
2019,Grčija,25-54,ženske,49 ali manj,18
2019,Grčija,55-74,moški,49 ali manj,12
2019,Grčija,55-74,ženske,49 ali manj,18
2019,Španija,skupaj,skupaj,49 ali manj,23
2019,Španija,16-24,skupaj,49 ali manj,34
2019,Španija,25-54,skupaj,49 ali manj,21
2019,Španija,55-74,skupaj,49 ali manj,19
2019,Španija,16-24,moški,49 ali manj,36
2019,Španija,16-24,ženske,49 ali manj,32
2019,Španija,25-54,moški,49 ali manj,20
2019,Španija,25-54,ženske,49 ali manj,22
2019,Španija,55-74,moški,49 ali manj,19
2019,Španija,55-74,ženske,49 ali manj,19
2019,Francija,skupaj,skupaj,49 ali manj,16
2019,Francija,16-24,skupaj,49 ali manj,26
2019,Francija,25-54,skupaj,49 ali manj,14
2019,Francija,55-74,skupaj,49 ali manj,14
2019,Francija,16-24,moški,49 ali manj,24
2019,Francija,16-24,ženske,49 ali manj,27
2019,Francija,25-54,moški,49 ali manj,12
2019,Francija,25-54,ženske,49 ali manj,15
2019,Francija,55-74,moški,49 ali manj,12
2019,Francija,55-74,ženske,49 ali manj,15
2019,Hrvaška,skupaj,skupaj,49 ali manj,23
2019,Hrvaška,16-24,skupaj,49 ali manj,20
2019,Hrvaška,25-54,skupaj,49 ali manj,24
2019,Hrvaška,55-74,skupaj,49 ali manj,19
2019,Hrvaška,16-24,moški,49 ali manj,20
2019,Hrvaška,16-24,ženske,49 ali manj,21
2019,Hrvaška,25-54,moški,49 ali manj,23
2019,Hrvaška,25-54,ženske,49 ali manj,26
2019,Hrvaška,55-74,moški,49 ali manj,21
2019,Hrvaška,55-74,ženske,49 ali manj,15
2019,Italija,skupaj,skupaj,49 ali manj,24
2019,Italija,16-24,skupaj,49 ali manj,34
2019,Italija,25-54,skupaj,49 ali manj,23
2019,Italija,55-74,skupaj,49 ali manj,22
2019,Italija,16-24,moški,49 ali manj,30
2019,Italija,16-24,ženske,49 ali manj,38
2019,Italija,25-54,moški,49 ali manj,20
2019,Italija,25-54,ženske,49 ali manj,26
2019,Italija,55-74,moški,49 ali manj,20
2019,Italija,55-74,ženske,49 ali manj,24
2019,Ciper,skupaj,skupaj,49 ali manj,17
2019,Ciper,16-24,skupaj,49 ali manj,28
2019,Ciper,25-54,skupaj,49 ali manj,15
2019,Ciper,55-74,skupaj,49 ali manj,13
2019,Ciper,16-24,moški,49 ali manj,32
2019,Ciper,16-24,ženske,49 ali manj,23
2019,Ciper,25-54,moški,49 ali manj,12
2019,Ciper,25-54,ženske,49 ali manj,18
2019,Ciper,55-74,moški,49 ali manj,16
2019,Ciper,55-74,ženske,49 ali manj,9
2019,Latvija,skupaj,skupaj,49 ali manj,42
2019,Latvija,16-24,skupaj,49 ali manj,50
2019,Latvija,25-54,skupaj,49 ali manj,40
2019,Latvija,55-74,skupaj,49 ali manj,41
2019,Latvija,16-24,moški,49 ali manj,43
2019,Latvija,16-24,ženske,49 ali manj,55
2019,Latvija,25-54,moški,49 ali manj,39
2019,Latvija,25-54,ženske,49 ali manj,42
2019,Latvija,55-74,moški,49 ali manj,41
2019,Latvija,55-74,ženske,49 ali manj,42
2019,Litva,skupaj,skupaj,49 ali manj,26
2019,Litva,16-24,skupaj,49 ali manj,35
2019,Litva,25-54,skupaj,49 ali manj,22
2019,Litva,55-74,skupaj,49 ali manj,33
2019,Litva,16-24,moški,49 ali manj,34
2019,Litva,16-24,ženske,49 ali manj,37
2019,Litva,25-54,moški,49 ali manj,19
2019,Litva,25-54,ženske,49 ali manj,24
2019,Litva,55-74,moški,49 ali manj,31
2019,Litva,55-74,ženske,49 ali manj,35
2019,Luksemburg,skupaj,skupaj,49 ali manj,7
2019,Luksemburg,16-24,skupaj,49 ali manj,14
2019,Luksemburg,25-54,skupaj,49 ali manj,6
2019,Luksemburg,55-74,skupaj,49 ali manj,6
2019,Luksemburg,16-24,moški,49 ali manj,5
2019,Luksemburg,16-24,ženske,49 ali manj,23
2019,Luksemburg,25-54,moški,49 ali manj,7
2019,Luksemburg,25-54,ženske,49 ali manj,4
2019,Luksemburg,55-74,moški,49 ali manj,6
2019,Luksemburg,55-74,ženske,49 ali manj,6
2019,Madžarska,skupaj,skupaj,49 ali manj,26
2019,Madžarska,16-24,skupaj,49 ali manj,35
2019,Madžarska,25-54,skupaj,49 ali manj,24
2019,Madžarska,55-74,skupaj,49 ali manj,28
2019,Madžarska,16-24,moški,49 ali manj,36
2019,Madžarska,16-24,ženske,49 ali manj,35
2019,Madžarska,25-54,moški,49 ali manj,22
2019,Madžarska,25-54,ženske,49 ali manj,26
2019,Madžarska,55-74,moški,49 ali manj,24
2019,Madžarska,55-74,ženske,49 ali manj,32
2019,Malta,skupaj,skupaj,49 ali manj,25
2019,Malta,16-24,skupaj,49 ali manj,27
2019,Malta,25-54,skupaj,49 ali manj,24
2019,Malta,55-74,skupaj,49 ali manj,28
2019,Malta,16-24,moški,49 ali manj,30
2019,Malta,16-24,ženske,49 ali manj,23
2019,Malta,25-54,moški,49 ali manj,20
2019,Malta,25-54,ženske,49 ali manj,29
2019,Malta,55-74,moški,49 ali manj,21
2019,Malta,55-74,ženske,49 ali manj,39
2019,Nizozemska,skupaj,skupaj,49 ali manj,12
2019,Nizozemska,16-24,skupaj,49 ali manj,16
2019,Nizozemska,25-54,skupaj,49 ali manj,9
2019,Nizozemska,55-74,skupaj,49 ali manj,15
2019,Nizozemska,16-24,moški,49 ali manj,14
2019,Nizozemska,16-24,ženske,49 ali manj,18
2019,Nizozemska,25-54,moški,49 ali manj,9
2019,Nizozemska,25-54,ženske,49 ali manj,10
2019,Nizozemska,55-74,moški,49 ali manj,13
2019,Nizozemska,55-74,ženske,49 ali manj,18
2019,Avstrija,skupaj,skupaj,49 ali manj,6
2019,Avstrija,16-24,skupaj,49 ali manj,11
2019,Avstrija,25-54,skupaj,49 ali manj,5
2019,Avstrija,55-74,skupaj,49 ali manj,6
2019,Avstrija,16-24,moški,49 ali manj,10
2019,Avstrija,16-24,ženske,49 ali manj,12
2019,Avstrija,25-54,moški,49 ali manj,4
2019,Avstrija,25-54,ženske,49 ali manj,6
2019,Avstrija,55-74,moški,49 ali manj,5
2019,Avstrija,55-74,ženske,49 ali manj,7
2019,Poljska,skupaj,skupaj,49 ali manj,27
2019,Poljska,16-24,skupaj,49 ali manj,43
2019,Poljska,25-54,skupaj,49 ali manj,23
2019,Poljska,55-74,skupaj,49 ali manj,28
2019,Poljska,16-24,moški,49 ali manj,37
2019,Poljska,16-24,ženske,49 ali manj,48
2019,Poljska,25-54,moški,49 ali manj,22
2019,Poljska,25-54,ženske,49 ali manj,24
2019,Poljska,55-74,moški,49 ali manj,27
2019,Poljska,55-74,ženske,49 ali manj,28
2019,Portugalska,skupaj,skupaj,49 ali manj,37
2019,Portugalska,16-24,skupaj,49 ali manj,44
2019,Portugalska,25-54,skupaj,49 ali manj,36
2019,Portugalska,55-74,skupaj,49 ali manj,32
2019,Portugalska,16-24,moški,49 ali manj,33
2019,Portugalska,16-24,ženske,49 ali manj,57
2019,Portugalska,25-54,moški,49 ali manj,32
2019,Portugalska,25-54,ženske,49 ali manj,41
2019,Portugalska,55-74,moški,49 ali manj,34
2019,Portugalska,55-74,ženske,49 ali manj,28
2019,Romunija,skupaj,skupaj,49 ali manj,17
2019,Romunija,16-24,skupaj,49 ali manj,25
2019,Romunija,25-54,skupaj,49 ali manj,14
2019,Romunija,55-74,skupaj,49 ali manj,24
2019,Romunija,16-24,moški,49 ali manj,23
2019,Romunija,16-24,ženske,49 ali manj,27
2019,Romunija,25-54,moški,49 ali manj,11
2019,Romunija,25-54,ženske,49 ali manj,17
2019,Romunija,55-74,moški,49 ali manj,21
2019,Romunija,55-74,ženske,49 ali manj,29
2019,Slovenija,skupaj,skupaj,49 ali manj,31
2019,Slovenija,16-24,skupaj,49 ali manj,43
2019,Slovenija,25-54,skupaj,49 ali manj,27
2019,Slovenija,55-74,skupaj,49 ali manj,34
2019,Slovenija,16-24,moški,49 ali manj,40
2019,Slovenija,16-24,ženske,49 ali manj,46
2019,Slovenija,25-54,moški,49 ali manj,24
2019,Slovenija,25-54,ženske,49 ali manj,30
2019,Slovenija,55-74,moški,49 ali manj,34
2019,Slovenija,55-74,ženske,49 ali manj,34
2019,Slovaška,skupaj,skupaj,49 ali manj,18
2019,Slovaška,16-24,skupaj,49 ali manj,23
2019,Slovaška,25-54,skupaj,49 ali manj,17
2019,Slovaška,55-74,skupaj,49 ali manj,18
2019,Slovaška,16-24,moški,49 ali manj,20
2019,Slovaška,16-24,ženske,49 ali manj,26
2019,Slovaška,25-54,moški,49 ali manj,15
2019,Slovaška,25-54,ženske,49 ali manj,18
2019,Slovaška,55-74,moški,49 ali manj,16
2019,Slovaška,55-74,ženske,49 ali manj,20
2019,Finska,skupaj,skupaj,49 ali manj,7
2019,Finska,16-24,skupaj,49 ali manj,11
2019,Finska,25-54,skupaj,49 ali manj,5
2019,Finska,55-74,skupaj,49 ali manj,10
2019,Finska,16-24,moški,49 ali manj,9
2019,Finska,16-24,ženske,49 ali manj,14
2019,Finska,25-54,moški,49 ali manj,6
2019,Finska,25-54,ženske,49 ali manj,3
2019,Finska,55-74,moški,49 ali manj,9
2019,Finska,55-74,ženske,49 ali manj,10
2019,Švedska,skupaj,skupaj,49 ali manj,8
2019,Švedska,16-24,skupaj,49 ali manj,10
2019,Švedska,25-54,skupaj,49 ali manj,6
2019,Švedska,55-74,skupaj,49 ali manj,12
2019,Švedska,16-24,moški,49 ali manj,9
2019,Švedska,16-24,ženske,49 ali manj,10
2019,Švedska,25-54,moški,49 ali manj,3
2019,Švedska,25-54,ženske,49 ali manj,10
2019,Švedska,55-74,moški,49 ali manj,14
2019,Švedska,55-74,ženske,49 ali manj,11
2019,EU28,skupaj,skupaj,50 - 99,24
2019,EU28,16-24,skupaj,50 - 99,28
2019,EU28,25-54,skupaj,50 - 99,22
2019,EU28,55-74,skupaj,50 - 99,26
2019,EU28,16-24,moški,50 - 99,26
