leto,drzava,starostna skupina,spol,vrednost,odstotek
2016,Romunija,55-74,ženske,50 - 99,24
2016,Slovenija,skupaj,skupaj,50 - 99,26
2016,Slovenija,16-24,skupaj,50 - 99,29
2016,Slovenija,25-54,skupaj,50 - 99,25
2016,Slovenija,55-74,skupaj,50 - 99,24
2016,Slovenija,16-24,moški,50 - 99,33
2016,Slovenija,16-24,ženske,50 - 99,26
2016,Slovenija,25-54,moški,50 - 99,19
2016,Slovenija,25-54,ženske,50 - 99,31
2016,Slovenija,55-74,moški,50 - 99,19
2016,Slovenija,55-74,ženske,50 - 99,NA
2016,Slovaška,skupaj,skupaj,50 - 99,33
2016,Slovaška,16-24,skupaj,50 - 99,41
2016,Slovaška,25-54,skupaj,50 - 99,30
2016,Slovaška,55-74,skupaj,50 - 99,30
2016,Slovaška,16-24,moški,50 - 99,36
2016,Slovaška,16-24,ženske,50 - 99,46
2016,Slovaška,25-54,moški,50 - 99,27
2016,Slovaška,25-54,ženske,50 - 99,34
2016,Slovaška,55-74,moški,50 - 99,35
2016,Slovaška,55-74,ženske,50 - 99,25
2016,Finska,skupaj,skupaj,50 - 99,9
2016,Finska,16-24,skupaj,50 - 99,15
2016,Finska,25-54,skupaj,50 - 99,8
2016,Finska,55-74,skupaj,50 - 99,8
2016,Finska,16-24,moški,50 - 99,14
2016,Finska,16-24,ženske,50 - 99,16
2016,Finska,25-54,moški,50 - 99,5
2016,Finska,25-54,ženske,50 - 99,10
2016,Finska,55-74,moški,50 - 99,6
2016,Finska,55-74,ženske,50 - 99,10
2016,Švedska,skupaj,skupaj,50 - 99,18
2016,Švedska,16-24,skupaj,50 - 99,18
2016,Švedska,25-54,skupaj,50 - 99,17
2016,Švedska,55-74,skupaj,50 - 99,23
2016,Švedska,16-24,moški,50 - 99,16
2016,Švedska,16-24,ženske,50 - 99,20
2016,Švedska,25-54,moški,50 - 99,17
2016,Švedska,25-54,ženske,50 - 99,16
2016,Švedska,55-74,moški,50 - 99,26
2016,Švedska,55-74,ženske,50 - 99,21
2016,EU28,skupaj,skupaj,100 - 499 ,41
2016,EU28,16-24,skupaj,100 - 499 ,36
2016,EU28,25-54,skupaj,100 - 499 ,42
2016,EU28,55-74,skupaj,100 - 499 ,41
2016,EU28,16-24,moški,100 - 499 ,37
2016,EU28,16-24,ženske,100 - 499 ,35
2016,EU28,25-54,moški,100 - 499 ,41
2016,EU28,25-54,ženske,100 - 499 ,42
2016,EU28,55-74,moški,100 - 499 ,41
2016,EU28,55-74,ženske,100 - 499 ,40
2016,Belgija,skupaj,skupaj,100 - 499 ,40
2016,Belgija,16-24,skupaj,100 - 499 ,45
2016,Belgija,25-54,skupaj,100 - 499 ,39
2016,Belgija,55-74,skupaj,100 - 499 ,39
2016,Belgija,16-24,moški,100 - 499 ,45
2016,Belgija,16-24,ženske,100 - 499 ,45
2016,Belgija,25-54,moški,100 - 499 ,38
2016,Belgija,25-54,ženske,100 - 499 ,40
2016,Belgija,55-74,moški,100 - 499 ,34
2016,Belgija,55-74,ženske,100 - 499 ,46
2016,Bolgarija,skupaj,skupaj,100 - 499 ,22
2016,Bolgarija,16-24,skupaj,100 - 499 ,14
2016,Bolgarija,25-54,skupaj,100 - 499 ,24
2016,Bolgarija,55-74,skupaj,100 - 499 ,31
2016,Bolgarija,16-24,moški,100 - 499 ,19
2016,Bolgarija,16-24,ženske,100 - 499 ,10
2016,Bolgarija,25-54,moški,100 - 499 ,25
2016,Bolgarija,25-54,ženske,100 - 499 ,22
2016,Bolgarija,55-74,moški,100 - 499 ,30
2016,Bolgarija,55-74,ženske,100 - 499 ,32
2016,Češka,skupaj,skupaj,100 - 499 ,54
2016,Češka,16-24,skupaj,100 - 499 ,48
2016,Češka,25-54,skupaj,100 - 499 ,56
2016,Češka,55-74,skupaj,100 - 499 ,49
2016,Češka,16-24,moški,100 - 499 ,52
2016,Češka,16-24,ženske,100 - 499 ,44
2016,Češka,25-54,moški,100 - 499 ,60
2016,Češka,25-54,ženske,100 - 499 ,53
2016,Češka,55-74,moški,100 - 499 ,51
2016,Češka,55-74,ženske,100 - 499 ,47
2016,Danska,skupaj,skupaj,100 - 499 ,37
2016,Danska,16-24,skupaj,100 - 499 ,39
2016,Danska,25-54,skupaj,100 - 499 ,37
2016,Danska,55-74,skupaj,100 - 499 ,35
2016,Danska,16-24,moški,100 - 499 ,36
2016,Danska,16-24,ženske,100 - 499 ,41
2016,Danska,25-54,moški,100 - 499 ,36
2016,Danska,25-54,ženske,100 - 499 ,39
2016,Danska,55-74,moški,100 - 499 ,37
2016,Danska,55-74,ženske,100 - 499 ,33
2016,Nemčija,skupaj,skupaj,100 - 499 ,46
2016,Nemčija,16-24,skupaj,100 - 499 ,38
2016,Nemčija,25-54,skupaj,100 - 499 ,47
2016,Nemčija,55-74,skupaj,100 - 499 ,45
2016,Nemčija,16-24,moški,100 - 499 ,40
2016,Nemčija,16-24,ženske,100 - 499 ,35
2016,Nemčija,25-54,moški,100 - 499 ,46
2016,Nemčija,25-54,ženske,100 - 499 ,49
2016,Nemčija,55-74,moški,100 - 499 ,43
2016,Nemčija,55-74,ženske,100 - 499 ,47
2016,Estonija,skupaj,skupaj,100 - 499 ,42
2016,Estonija,16-24,skupaj,100 - 499 ,39
2016,Estonija,25-54,skupaj,100 - 499 ,43
2016,Estonija,55-74,skupaj,100 - 499 ,45
2016,Estonija,16-24,moški,100 - 499 ,45
2016,Estonija,16-24,ženske,100 - 499 ,32
2016,Estonija,25-54,moški,100 - 499 ,43
2016,Estonija,25-54,ženske,100 - 499 ,43
2016,Estonija,55-74,moški,100 - 499 ,47
2016,Estonija,55-74,ženske,100 - 499 ,44
2016,Irska,skupaj,skupaj,100 - 499 ,44
2016,Irska,16-24,skupaj,100 - 499 ,35
2016,Irska,25-54,skupaj,100 - 499 ,46
2016,Irska,55-74,skupaj,100 - 499 ,43
2016,Irska,16-24,moški,100 - 499 ,37
2016,Irska,16-24,ženske,100 - 499 ,32
2016,Irska,25-54,moški,100 - 499 ,45
2016,Irska,25-54,ženske,100 - 499 ,47
2016,Irska,55-74,moški,100 - 499 ,42
2016,Irska,55-74,ženske,100 - 499 ,44
2016,Grčija,skupaj,skupaj,100 - 499 ,40
2016,Grčija,16-24,skupaj,100 - 499 ,29
2016,Grčija,25-54,skupaj,100 - 499 ,42
2016,Grčija,55-74,skupaj,100 - 499 ,40
2016,Grčija,16-24,moški,100 - 499 ,26
2016,Grčija,16-24,ženske,100 - 499 ,32
2016,Grčija,25-54,moški,100 - 499 ,44
2016,Grčija,25-54,ženske,100 - 499 ,41
2016,Grčija,55-74,moški,100 - 499 ,29
2016,Grčija,55-74,ženske,100 - 499 ,55
2016,Španija,skupaj,skupaj,100 - 499 ,38
2016,Španija,16-24,skupaj,100 - 499 ,28
2016,Španija,25-54,skupaj,100 - 499 ,40
2016,Španija,55-74,skupaj,100 - 499 ,38
2016,Španija,16-24,moški,100 - 499 ,30
2016,Španija,16-24,ženske,100 - 499 ,25
2016,Španija,25-54,moški,100 - 499 ,40
2016,Španija,25-54,ženske,100 - 499 ,40
2016,Španija,55-74,moški,100 - 499 ,40
2016,Španija,55-74,ženske,100 - 499 ,36
2016,Francija,skupaj,skupaj,100 - 499 ,41
2016,Francija,16-24,skupaj,100 - 499 ,29
2016,Francija,25-54,skupaj,100 - 499 ,43
2016,Francija,55-74,skupaj,100 - 499 ,43
2016,Francija,16-24,moški,100 - 499 ,32
2016,Francija,16-24,ženske,100 - 499 ,28
2016,Francija,25-54,moški,100 - 499 ,41
2016,Francija,25-54,ženske,100 - 499 ,44
2016,Francija,55-74,moški,100 - 499 ,44
2016,Francija,55-74,ženske,100 - 499 ,41
2016,Hrvaška,skupaj,skupaj,100 - 499 ,26
2016,Hrvaška,16-24,skupaj,100 - 499 ,22
2016,Hrvaška,25-54,skupaj,100 - 499 ,27
2016,Hrvaška,55-74,skupaj,100 - 499 ,29
2016,Hrvaška,16-24,moški,100 - 499 ,22
2016,Hrvaška,16-24,ženske,100 - 499 ,21
2016,Hrvaška,25-54,moški,100 - 499 ,24
2016,Hrvaška,25-54,ženske,100 - 499 ,29
2016,Hrvaška,55-74,moški,100 - 499 ,33
2016,Hrvaška,55-74,ženske,100 - 499 ,23
2016,Italija,skupaj,skupaj,100 - 499 ,NA
2016,Italija,16-24,skupaj,100 - 499 ,NA
2016,Italija,25-54,skupaj,100 - 499 ,NA
2016,Italija,55-74,skupaj,100 - 499 ,NA
2016,Italija,16-24,moški,100 - 499 ,NA
2016,Italija,16-24,ženske,100 - 499 ,NA
2016,Italija,25-54,moški,100 - 499 ,NA
2016,Italija,25-54,ženske,100 - 499 ,NA
2016,Italija,55-74,moški,100 - 499 ,NA
2016,Italija,55-74,ženske,100 - 499 ,NA
2016,Ciper,skupaj,skupaj,100 - 499 ,39
2016,Ciper,16-24,skupaj,100 - 499 ,36
2016,Ciper,25-54,skupaj,100 - 499 ,39
2016,Ciper,55-74,skupaj,100 - 499 ,41
2016,Ciper,16-24,moški,100 - 499 ,41
2016,Ciper,16-24,ženske,100 - 499 ,31
2016,Ciper,25-54,moški,100 - 499 ,40
2016,Ciper,25-54,ženske,100 - 499 ,39
2016,Ciper,55-74,moški,100 - 499 ,34
2016,Ciper,55-74,ženske,100 - 499 ,50
2016,Latvija,skupaj,skupaj,100 - 499 ,27
2016,Latvija,16-24,skupaj,100 - 499 ,20
2016,Latvija,25-54,skupaj,100 - 499 ,28
2016,Latvija,55-74,skupaj,100 - 499 ,32
2016,Latvija,16-24,moški,100 - 499 ,20
2016,Latvija,16-24,ženske,100 - 499 ,20
2016,Latvija,25-54,moški,100 - 499 ,31
2016,Latvija,25-54,ženske,100 - 499 ,25
2016,Latvija,55-74,moški,100 - 499 ,37
2016,Latvija,55-74,ženske,100 - 499 ,28
2016,Litva,skupaj,skupaj,100 - 499 ,33
2016,Litva,16-24,skupaj,100 - 499 ,27
2016,Litva,25-54,skupaj,100 - 499 ,35
2016,Litva,55-74,skupaj,100 - 499 ,36
2016,Litva,16-24,moški,100 - 499 ,32
2016,Litva,16-24,ženske,100 - 499 ,22
2016,Litva,25-54,moški,100 - 499 ,42
2016,Litva,25-54,ženske,100 - 499 ,30
2016,Litva,55-74,moški,100 - 499 ,42
2016,Litva,55-74,ženske,100 - 499 ,33
2016,Luksemburg,skupaj,skupaj,100 - 499 ,29
2016,Luksemburg,16-24,skupaj,100 - 499 ,39
2016,Luksemburg,25-54,skupaj,100 - 499 ,27
2016,Luksemburg,55-74,skupaj,100 - 499 ,28
2016,Luksemburg,16-24,moški,100 - 499 ,42
2016,Luksemburg,16-24,ženske,100 - 499 ,36
2016,Luksemburg,25-54,moški,100 - 499 ,27
2016,Luksemburg,25-54,ženske,100 - 499 ,26
2016,Luksemburg,55-74,moški,100 - 499 ,30
2016,Luksemburg,55-74,ženske,100 - 499 ,25
2016,Madžarska,skupaj,skupaj,100 - 499 ,29
2016,Madžarska,16-24,skupaj,100 - 499 ,20
2016,Madžarska,25-54,skupaj,100 - 499 ,30
2016,Madžarska,55-74,skupaj,100 - 499 ,34
2016,Madžarska,16-24,moški,100 - 499 ,24
2016,Madžarska,16-24,ženske,100 - 499 ,12
2016,Madžarska,25-54,moški,100 - 499 ,32
2016,Madžarska,25-54,ženske,100 - 499 ,29
2016,Madžarska,55-74,moški,100 - 499 ,35
2016,Madžarska,55-74,ženske,100 - 499 ,33
2016,Malta,skupaj,skupaj,100 - 499 ,34
2016,Malta,16-24,skupaj,100 - 499 ,27
2016,Malta,25-54,skupaj,100 - 499 ,38
2016,Malta,55-74,skupaj,100 - 499 ,26
2016,Malta,16-24,moški,100 - 499 ,25
2016,Malta,16-24,ženske,100 - 499 ,28
2016,Malta,25-54,moški,100 - 499 ,37
2016,Malta,25-54,ženske,100 - 499 ,39
2016,Malta,55-74,moški,100 - 499 ,28
2016,Malta,55-74,ženske,100 - 499 ,NA
2016,Nizozemska,skupaj,skupaj,100 - 499 ,41
2016,Nizozemska,16-24,skupaj,100 - 499 ,37
2016,Nizozemska,25-54,skupaj,100 - 499 ,43
2016,Nizozemska,55-74,skupaj,100 - 499 ,38
2016,Nizozemska,16-24,moški,100 - 499 ,37
2016,Nizozemska,16-24,ženske,100 - 499 ,36
2016,Nizozemska,25-54,moški,100 - 499 ,42
2016,Nizozemska,25-54,ženske,100 - 499 ,44
2016,Nizozemska,55-74,moški,100 - 499 ,41
2016,Nizozemska,55-74,ženske,100 - 499 ,34
2016,Avstrija,skupaj,skupaj,100 - 499 ,53
2016,Avstrija,16-24,skupaj,100 - 499 ,53
2016,Avstrija,25-54,skupaj,100 - 499 ,53
2016,Avstrija,55-74,skupaj,100 - 499 ,52
2016,Avstrija,16-24,moški,100 - 499 ,49
2016,Avstrija,16-24,ženske,100 - 499 ,58
2016,Avstrija,25-54,moški,100 - 499 ,51
2016,Avstrija,25-54,ženske,100 - 499 ,56
2016,Avstrija,55-74,moški,100 - 499 ,49
2016,Avstrija,55-74,ženske,100 - 499 ,55
2016,Poljska,skupaj,skupaj,100 - 499 ,41
2016,Poljska,16-24,skupaj,100 - 499 ,30
2016,Poljska,25-54,skupaj,100 - 499 ,44
2016,Poljska,55-74,skupaj,100 - 499 ,41
2016,Poljska,16-24,moški,100 - 499 ,34
2016,Poljska,16-24,ženske,100 - 499 ,25
2016,Poljska,25-54,moški,100 - 499 ,47
2016,Poljska,25-54,ženske,100 - 499 ,41
2016,Poljska,55-74,moški,100 - 499 ,47
2016,Poljska,55-74,ženske,100 - 499 ,35
2016,Portugalska,skupaj,skupaj,100 - 499 ,42
2016,Portugalska,16-24,skupaj,100 - 499 ,38
2016,Portugalska,25-54,skupaj,100 - 499 ,44
2016,Portugalska,55-74,skupaj,100 - 499 ,32
2016,Portugalska,16-24,moški,100 - 499 ,45
2016,Portugalska,16-24,ženske,100 - 499 ,30
2016,Portugalska,25-54,moški,100 - 499 ,44
2016,Portugalska,25-54,ženske,100 - 499 ,44
2016,Portugalska,55-74,moški,100 - 499 ,29
2016,Portugalska,55-74,ženske,100 - 499 ,38
2016,Romunija,skupaj,skupaj,100 - 499 ,27
2016,Romunija,16-24,skupaj,100 - 499 ,22
2016,Romunija,25-54,skupaj,100 - 499 ,29
2016,Romunija,55-74,skupaj,100 - 499 ,20
2016,Romunija,16-24,moški,100 - 499 ,27
2016,Romunija,16-24,ženske,100 - 499 ,18
2016,Romunija,25-54,moški,100 - 499 ,34
2016,Romunija,25-54,ženske,100 - 499 ,22
2016,Romunija,55-74,moški,100 - 499 ,15
2016,Romunija,55-74,ženske,100 - 499 ,24
2016,Slovenija,skupaj,skupaj,100 - 499 ,35
2016,Slovenija,16-24,skupaj,100 - 499 ,21
2016,Slovenija,25-54,skupaj,100 - 499 ,37
2016,Slovenija,55-74,skupaj,100 - 499 ,43
2016,Slovenija,16-24,moški,100 - 499 ,26
2016,Slovenija,16-24,ženske,100 - 499 ,15
2016,Slovenija,25-54,moški,100 - 499 ,44
2016,Slovenija,25-54,ženske,100 - 499 ,29
2016,Slovenija,55-74,moški,100 - 499 ,46
2016,Slovenija,55-74,ženske,100 - 499 ,NA
2016,Slovaška,skupaj,skupaj,100 - 499 ,38
2016,Slovaška,16-24,skupaj,100 - 499 ,30
2016,Slovaška,25-54,skupaj,100 - 499 ,41
2016,Slovaška,55-74,skupaj,100 - 499 ,36
2016,Slovaška,16-24,moški,100 - 499 ,40
2016,Slovaška,16-24,ženske,100 - 499 ,20
2016,Slovaška,25-54,moški,100 - 499 ,46
2016,Slovaška,25-54,ženske,100 - 499 ,35
2016,Slovaška,55-74,moški,100 - 499 ,32
2016,Slovaška,55-74,ženske,100 - 499 ,39
2016,Finska,skupaj,skupaj,100 - 499 ,44
2016,Finska,16-24,skupaj,100 - 499 ,55
2016,Finska,25-54,skupaj,100 - 499 ,42
2016,Finska,55-74,skupaj,100 - 499 ,41
2016,Finska,16-24,moški,100 - 499 ,55
2016,Finska,16-24,ženske,100 - 499 ,56
2016,Finska,25-54,moški,100 - 499 ,35
2016,Finska,25-54,ženske,100 - 499 ,49
2016,Finska,55-74,moški,100 - 499 ,33
2016,Finska,55-74,ženske,100 - 499 ,49
2016,Švedska,skupaj,skupaj,100 - 499 ,38
2016,Švedska,16-24,skupaj,100 - 499 ,42
2016,Švedska,25-54,skupaj,100 - 499 ,39
2016,Švedska,55-74,skupaj,100 - 499 ,34
2016,Švedska,16-24,moški,100 - 499 ,42
2016,Švedska,16-24,ženske,100 - 499 ,43
2016,Švedska,25-54,moški,100 - 499 ,37
2016,Švedska,25-54,ženske,100 - 499 ,40
2016,Švedska,55-74,moški,100 - 499 ,32
2016,Švedska,55-74,ženske,100 - 499 ,37
2016,EU28,skupaj,skupaj,500 - 999,11
2016,EU28,16-24,skupaj,500 - 999,7
2016,EU28,25-54,skupaj,500 - 999,12
2016,EU28,55-74,skupaj,500 - 999,11
2016,EU28,16-24,moški,500 - 999,9
2016,EU28,16-24,ženske,500 - 999,5
2016,EU28,25-54,moški,500 - 999,13
2016,EU28,25-54,ženske,500 - 999,11
2016,EU28,55-74,moški,500 - 999,12
2016,EU28,55-74,ženske,500 - 999,10
2016,Belgija,skupaj,skupaj,500 - 999,12
2016,Belgija,16-24,skupaj,500 - 999,7
2016,Belgija,25-54,skupaj,500 - 999,13
2016,Belgija,55-74,skupaj,500 - 999,10
2016,Belgija,16-24,moški,500 - 999,8
2016,Belgija,16-24,ženske,500 - 999,5
2016,Belgija,25-54,moški,500 - 999,14
2016,Belgija,25-54,ženske,500 - 999,13
2016,Belgija,55-74,moški,500 - 999,13
2016,Belgija,55-74,ženske,500 - 999,8
2016,Bolgarija,skupaj,skupaj,500 - 999,4
2016,Bolgarija,16-24,skupaj,500 - 999,2
2016,Bolgarija,25-54,skupaj,500 - 999,6
2016,Bolgarija,55-74,skupaj,500 - 999,2
2016,Bolgarija,16-24,moški,500 - 999,3
2016,Bolgarija,16-24,ženske,500 - 999,1
2016,Bolgarija,25-54,moški,500 - 999,7
2016,Bolgarija,25-54,ženske,500 - 999,4
2016,Bolgarija,55-74,moški,500 - 999,0
2016,Bolgarija,55-74,ženske,500 - 999,3
2016,Češka,skupaj,skupaj,500 - 999,3
2016,Češka,16-24,skupaj,500 - 999,2
2016,Češka,25-54,skupaj,500 - 999,3
2016,Češka,55-74,skupaj,500 - 999,4
2016,Češka,16-24,moški,500 - 999,1
2016,Češka,16-24,ženske,500 - 999,3
2016,Češka,25-54,moški,500 - 999,3
2016,Češka,25-54,ženske,500 - 999,4
2016,Češka,55-74,moški,500 - 999,7
2016,Češka,55-74,ženske,500 - 999,2
2016,Danska,skupaj,skupaj,500 - 999,12
2016,Danska,16-24,skupaj,500 - 999,8
2016,Danska,25-54,skupaj,500 - 999,14
2016,Danska,55-74,skupaj,500 - 999,11
2016,Danska,16-24,moški,500 - 999,13
2016,Danska,16-24,ženske,500 - 999,4
2016,Danska,25-54,moški,500 - 999,16
2016,Danska,25-54,ženske,500 - 999,13
2016,Danska,55-74,moški,500 - 999,11
2016,Danska,55-74,ženske,500 - 999,10
2016,Nemčija,skupaj,skupaj,500 - 999,9
2016,Nemčija,16-24,skupaj,500 - 999,4
2016,Nemčija,25-54,skupaj,500 - 999,11
2016,Nemčija,55-74,skupaj,500 - 999,8
2016,Nemčija,16-24,moški,500 - 999,5
2016,Nemčija,16-24,ženske,500 - 999,3
2016,Nemčija,25-54,moški,500 - 999,13
2016,Nemčija,25-54,ženske,500 - 999,9
2016,Nemčija,55-74,moški,500 - 999,10
2016,Nemčija,55-74,ženske,500 - 999,6
2016,Estonija,skupaj,skupaj,500 - 999,9
2016,Estonija,16-24,skupaj,500 - 999,6
2016,Estonija,25-54,skupaj,500 - 999,10
2016,Estonija,55-74,skupaj,500 - 999,10
2016,Estonija,16-24,moški,500 - 999,6
2016,Estonija,16-24,ženske,500 - 999,5
2016,Estonija,25-54,moški,500 - 999,12
2016,Estonija,25-54,ženske,500 - 999,9
2016,Estonija,55-74,moški,500 - 999,15
2016,Estonija,55-74,ženske,500 - 999,8
2016,Irska,skupaj,skupaj,500 - 999,7
2016,Irska,16-24,skupaj,500 - 999,3
2016,Irska,25-54,skupaj,500 - 999,8
2016,Irska,55-74,skupaj,500 - 999,8
2016,Irska,16-24,moški,500 - 999,4
2016,Irska,16-24,ženske,500 - 999,1
2016,Irska,25-54,moški,500 - 999,8
2016,Irska,25-54,ženske,500 - 999,8
2016,Irska,55-74,moški,500 - 999,10
2016,Irska,55-74,ženske,500 - 999,6
2016,Grčija,skupaj,skupaj,500 - 999,6
2016,Grčija,16-24,skupaj,500 - 999,6
2016,Grčija,25-54,skupaj,500 - 999,6
2016,Grčija,55-74,skupaj,500 - 999,12
2016,Grčija,16-24,moški,500 - 999,9
2016,Grčija,16-24,ženske,500 - 999,2
2016,Grčija,25-54,moški,500 - 999,6
2016,Grčija,25-54,ženske,500 - 999,6
2016,Grčija,55-74,moški,500 - 999,16
2016,Grčija,55-74,ženske,500 - 999,7
2016,Španija,skupaj,skupaj,500 - 999,9
2016,Španija,16-24,skupaj,500 - 999,3
2016,Španija,25-54,skupaj,500 - 999,10
2016,Španija,55-74,skupaj,500 - 999,12
2016,Španija,16-24,moški,500 - 999,4
2016,Španija,16-24,ženske,500 - 999,2
2016,Španija,25-54,moški,500 - 999,10
2016,Španija,25-54,ženske,500 - 999,9
2016,Španija,55-74,moški,500 - 999,14
2016,Španija,55-74,ženske,500 - 999,10
2016,Francija,skupaj,skupaj,500 - 999,11
2016,Francija,16-24,skupaj,500 - 999,5
2016,Francija,25-54,skupaj,500 - 999,12
2016,Francija,55-74,skupaj,500 - 999,11
2016,Francija,16-24,moški,500 - 999,6
2016,Francija,16-24,ženske,500 - 999,5
2016,Francija,25-54,moški,500 - 999,14
2016,Francija,25-54,ženske,500 - 999,10
2016,Francija,55-74,moški,500 - 999,13
2016,Francija,55-74,ženske,500 - 999,9
2016,Hrvaška,skupaj,skupaj,500 - 999,5
2016,Hrvaška,16-24,skupaj,500 - 999,7
2016,Hrvaška,25-54,skupaj,500 - 999,3
2016,Hrvaška,55-74,skupaj,500 - 999,9
2016,Hrvaška,16-24,moški,500 - 999,10
2016,Hrvaška,16-24,ženske,500 - 999,2
2016,Hrvaška,25-54,moški,500 - 999,4
2016,Hrvaška,25-54,ženske,500 - 999,3
2016,Hrvaška,55-74,moški,500 - 999,16
2016,Hrvaška,55-74,ženske,500 - 999,0
2016,Italija,skupaj,skupaj,500 - 999,NA
2016,Italija,16-24,skupaj,500 - 999,NA
2016,Italija,25-54,skupaj,500 - 999,NA
2016,Italija,55-74,skupaj,500 - 999,NA
2016,Italija,16-24,moški,500 - 999,NA
2016,Italija,16-24,ženske,500 - 999,NA
2016,Italija,25-54,moški,500 - 999,NA
2016,Italija,25-54,ženske,500 - 999,NA
2016,Italija,55-74,moški,500 - 999,NA
2016,Italija,55-74,ženske,500 - 999,NA
2016,Ciper,skupaj,skupaj,500 - 999,12
2016,Ciper,16-24,skupaj,500 - 999,4
2016,Ciper,25-54,skupaj,500 - 999,13
2016,Ciper,55-74,skupaj,500 - 999,20
2016,Ciper,16-24,moški,500 - 999,5
2016,Ciper,16-24,ženske,500 - 999,3
2016,Ciper,25-54,moški,500 - 999,15
2016,Ciper,25-54,ženske,500 - 999,12
2016,Ciper,55-74,moški,500 - 999,21
2016,Ciper,55-74,ženske,500 - 999,19
2016,Latvija,skupaj,skupaj,500 - 999,4
2016,Latvija,16-24,skupaj,500 - 999,4
2016,Latvija,25-54,skupaj,500 - 999,4
2016,Latvija,55-74,skupaj,500 - 999,6
2016,Latvija,16-24,moški,500 - 999,5
2016,Latvija,16-24,ženske,500 - 999,3
2016,Latvija,25-54,moški,500 - 999,5
2016,Latvija,25-54,ženske,500 - 999,3
2016,Latvija,55-74,moški,500 - 999,9
2016,Latvija,55-74,ženske,500 - 999,4
2016,Litva,skupaj,skupaj,500 - 999,5
2016,Litva,16-24,skupaj,500 - 999,3
2016,Litva,25-54,skupaj,500 - 999,6
2016,Litva,55-74,skupaj,500 - 999,2
2016,Litva,16-24,moški,500 - 999,3
2016,Litva,16-24,ženske,500 - 999,3
2016,Litva,25-54,moški,500 - 999,7
2016,Litva,25-54,ženske,500 - 999,5
2016,Litva,55-74,moški,500 - 999,3
2016,Litva,55-74,ženske,500 - 999,2
2016,Luksemburg,skupaj,skupaj,500 - 999,12
2016,Luksemburg,16-24,skupaj,500 - 999,8
2016,Luksemburg,25-54,skupaj,500 - 999,13
2016,Luksemburg,55-74,skupaj,500 - 999,11
2016,Luksemburg,16-24,moški,500 - 999,8
2016,Luksemburg,16-24,ženske,500 - 999,8
2016,Luksemburg,25-54,moški,500 - 999,13
2016,Luksemburg,25-54,ženske,500 - 999,13
2016,Luksemburg,55-74,moški,500 - 999,12
2016,Luksemburg,55-74,ženske,500 - 999,10
2016,Madžarska,skupaj,skupaj,500 - 999,2
2016,Madžarska,16-24,skupaj,500 - 999,1
2016,Madžarska,25-54,skupaj,500 - 999,2
2016,Madžarska,55-74,skupaj,500 - 999,3
2016,Madžarska,16-24,moški,500 - 999,1
2016,Madžarska,16-24,ženske,500 - 999,1
2016,Madžarska,25-54,moški,500 - 999,4
2016,Madžarska,25-54,ženske,500 - 999,1
2016,Madžarska,55-74,moški,500 - 999,4
2016,Madžarska,55-74,ženske,500 - 999,2
2016,Malta,skupaj,skupaj,500 - 999,7
2016,Malta,16-24,skupaj,500 - 999,8
2016,Malta,25-54,skupaj,500 - 999,7
2016,Malta,55-74,skupaj,500 - 999,6
2016,Malta,16-24,moški,500 - 999,12
2016,Malta,16-24,ženske,500 - 999,3
2016,Malta,25-54,moški,500 - 999,9
2016,Malta,25-54,ženske,500 - 999,5
2016,Malta,55-74,moški,500 - 999,8
2016,Malta,55-74,ženske,500 - 999,NA
2016,Nizozemska,skupaj,skupaj,500 - 999,11
2016,Nizozemska,16-24,skupaj,500 - 999,9
2016,Nizozemska,25-54,skupaj,500 - 999,12
2016,Nizozemska,55-74,skupaj,500 - 999,8
2016,Nizozemska,16-24,moški,500 - 999,13
2016,Nizozemska,16-24,ženske,500 - 999,5
2016,Nizozemska,25-54,moški,500 - 999,14
2016,Nizozemska,25-54,ženske,500 - 999,10
2016,Nizozemska,55-74,moški,500 - 999,10
2016,Nizozemska,55-74,ženske,500 - 999,6
2016,Avstrija,skupaj,skupaj,500 - 999,17
2016,Avstrija,16-24,skupaj,500 - 999,11
2016,Avstrija,25-54,skupaj,500 - 999,19
2016,Avstrija,55-74,skupaj,500 - 999,17
2016,Avstrija,16-24,moški,500 - 999,12
2016,Avstrija,16-24,ženske,500 - 999,11
2016,Avstrija,25-54,moški,500 - 999,18
2016,Avstrija,25-54,ženske,500 - 999,19
2016,Avstrija,55-74,moški,500 - 999,17
2016,Avstrija,55-74,ženske,500 - 999,18
2016,Poljska,skupaj,skupaj,500 - 999,4
2016,Poljska,16-24,skupaj,500 - 999,2
2016,Poljska,25-54,skupaj,500 - 999,5
2016,Poljska,55-74,skupaj,500 - 999,4
2016,Poljska,16-24,moški,500 - 999,3
2016,Poljska,16-24,ženske,500 - 999,1
2016,Poljska,25-54,moški,500 - 999,5
2016,Poljska,25-54,ženske,500 - 999,5
2016,Poljska,55-74,moški,500 - 999,4
2016,Poljska,55-74,ženske,500 - 999,5
2016,Portugalska,skupaj,skupaj,500 - 999,10
2016,Portugalska,16-24,skupaj,500 - 999,4
2016,Portugalska,25-54,skupaj,500 - 999,13
2016,Portugalska,55-74,skupaj,500 - 999,9
2016,Portugalska,16-24,moški,500 - 999,5
2016,Portugalska,16-24,ženske,500 - 999,4
2016,Portugalska,25-54,moški,500 - 999,13
2016,Portugalska,25-54,ženske,500 - 999,12
2016,Portugalska,55-74,moški,500 - 999,11
