leto,drzava,starostna skupina,spol,prodajalec,odstotek
2013,Luksemburg,25-54,ženske,domači,34
2013,Luksemburg,25-54,ženske,iz EU,90
2013,Luksemburg,25-54,ženske,iz drugih držav,20
2014,Luksemburg,25-54,ženske,domači,31
2014,Luksemburg,25-54,ženske,iz EU,90
2014,Luksemburg,25-54,ženske,iz drugih držav,20
2015,Luksemburg,25-54,ženske,domači,29
2015,Luksemburg,25-54,ženske,iz EU,88
2015,Luksemburg,25-54,ženske,iz drugih držav,23
2016,Luksemburg,25-54,ženske,domači,27
2016,Luksemburg,25-54,ženske,iz EU,93
2016,Luksemburg,25-54,ženske,iz drugih držav,24
2017,Luksemburg,25-54,ženske,domači,73
2017,Luksemburg,25-54,ženske,iz EU,98
2017,Luksemburg,25-54,ženske,iz drugih držav,37
2018,Luksemburg,25-54,ženske,domači,30
2018,Luksemburg,25-54,ženske,iz EU,85
2018,Luksemburg,25-54,ženske,iz drugih držav,28
2019,Luksemburg,25-54,ženske,domači,31
2019,Luksemburg,25-54,ženske,iz EU,78
2019,Luksemburg,25-54,ženske,iz drugih držav,34
2010,Luksemburg,55-74,moški,domači,42
2010,Luksemburg,55-74,moški,iz EU,89
2010,Luksemburg,55-74,moški,iz drugih držav,19
2011,Luksemburg,55-74,moški,domači,35
2011,Luksemburg,55-74,moški,iz EU,86
2011,Luksemburg,55-74,moški,iz drugih držav,22
2012,Luksemburg,55-74,moški,domači,20
2012,Luksemburg,55-74,moški,iz EU,88
2012,Luksemburg,55-74,moški,iz drugih držav,24
2013,Luksemburg,55-74,moški,domači,29
2013,Luksemburg,55-74,moški,iz EU,92
2013,Luksemburg,55-74,moški,iz drugih držav,21
2014,Luksemburg,55-74,moški,domači,31
2014,Luksemburg,55-74,moški,iz EU,90
2014,Luksemburg,55-74,moški,iz drugih držav,18
2015,Luksemburg,55-74,moški,domači,30
2015,Luksemburg,55-74,moški,iz EU,87
2015,Luksemburg,55-74,moški,iz drugih držav,21
2016,Luksemburg,55-74,moški,domači,32
2016,Luksemburg,55-74,moški,iz EU,88
2016,Luksemburg,55-74,moški,iz drugih držav,24
2017,Luksemburg,55-74,moški,domači,61
2017,Luksemburg,55-74,moški,iz EU,97
2017,Luksemburg,55-74,moški,iz drugih držav,41
2018,Luksemburg,55-74,moški,domači,29
2018,Luksemburg,55-74,moški,iz EU,80
2018,Luksemburg,55-74,moški,iz drugih držav,24
2019,Luksemburg,55-74,moški,domači,25
2019,Luksemburg,55-74,moški,iz EU,89
2019,Luksemburg,55-74,moški,iz drugih držav,29
2010,Luksemburg,55-74,ženske,domači,41
2010,Luksemburg,55-74,ženske,iz EU,83
2010,Luksemburg,55-74,ženske,iz drugih držav,12
2011,Luksemburg,55-74,ženske,domači,38
2011,Luksemburg,55-74,ženske,iz EU,92
2011,Luksemburg,55-74,ženske,iz drugih držav,19
2012,Luksemburg,55-74,ženske,domači,31
2012,Luksemburg,55-74,ženske,iz EU,85
2012,Luksemburg,55-74,ženske,iz drugih držav,19
2013,Luksemburg,55-74,ženske,domači,40
2013,Luksemburg,55-74,ženske,iz EU,88
2013,Luksemburg,55-74,ženske,iz drugih držav,17
2014,Luksemburg,55-74,ženske,domači,23
2014,Luksemburg,55-74,ženske,iz EU,94
2014,Luksemburg,55-74,ženske,iz drugih držav,12
2015,Luksemburg,55-74,ženske,domači,39
2015,Luksemburg,55-74,ženske,iz EU,86
2015,Luksemburg,55-74,ženske,iz drugih držav,19
2016,Luksemburg,55-74,ženske,domači,44
2016,Luksemburg,55-74,ženske,iz EU,84
2016,Luksemburg,55-74,ženske,iz drugih držav,26
2017,Luksemburg,55-74,ženske,domači,71
2017,Luksemburg,55-74,ženske,iz EU,94
2017,Luksemburg,55-74,ženske,iz drugih držav,30
2018,Luksemburg,55-74,ženske,domači,33
2018,Luksemburg,55-74,ženske,iz EU,85
2018,Luksemburg,55-74,ženske,iz drugih držav,18
2019,Luksemburg,55-74,ženske,domači,28
2019,Luksemburg,55-74,ženske,iz EU,81
2019,Luksemburg,55-74,ženske,iz drugih držav,15
2010,Madžarska,skupaj,skupaj,domači,92
2010,Madžarska,skupaj,skupaj,iz EU,17
2010,Madžarska,skupaj,skupaj,iz drugih držav,5
2011,Madžarska,skupaj,skupaj,domači,92
2011,Madžarska,skupaj,skupaj,iz EU,18
2011,Madžarska,skupaj,skupaj,iz drugih držav,6
2012,Madžarska,skupaj,skupaj,domači,95
2012,Madžarska,skupaj,skupaj,iz EU,19
2012,Madžarska,skupaj,skupaj,iz drugih držav,7
2013,Madžarska,skupaj,skupaj,domači,93
2013,Madžarska,skupaj,skupaj,iz EU,21
2013,Madžarska,skupaj,skupaj,iz drugih držav,6
2014,Madžarska,skupaj,skupaj,domači,95
2014,Madžarska,skupaj,skupaj,iz EU,24
2014,Madžarska,skupaj,skupaj,iz drugih držav,9
2015,Madžarska,skupaj,skupaj,domači,93
2015,Madžarska,skupaj,skupaj,iz EU,30
2015,Madžarska,skupaj,skupaj,iz drugih držav,14
2016,Madžarska,skupaj,skupaj,domači,92
2016,Madžarska,skupaj,skupaj,iz EU,31
2016,Madžarska,skupaj,skupaj,iz drugih držav,15
2017,Madžarska,skupaj,skupaj,domači,88
2017,Madžarska,skupaj,skupaj,iz EU,30
2017,Madžarska,skupaj,skupaj,iz drugih držav,19
2018,Madžarska,skupaj,skupaj,domači,91
2018,Madžarska,skupaj,skupaj,iz EU,40
2018,Madžarska,skupaj,skupaj,iz drugih držav,26
2019,Madžarska,skupaj,skupaj,domači,91
2019,Madžarska,skupaj,skupaj,iz EU,44
2019,Madžarska,skupaj,skupaj,iz drugih držav,25
2010,Madžarska,16-24,skupaj,domači,93
2010,Madžarska,16-24,skupaj,iz EU,15
2010,Madžarska,16-24,skupaj,iz drugih držav,6
2011,Madžarska,16-24,skupaj,domači,94
2011,Madžarska,16-24,skupaj,iz EU,15
2011,Madžarska,16-24,skupaj,iz drugih držav,6
2012,Madžarska,16-24,skupaj,domači,94
2012,Madžarska,16-24,skupaj,iz EU,16
2012,Madžarska,16-24,skupaj,iz drugih držav,13
2013,Madžarska,16-24,skupaj,domači,91
2013,Madžarska,16-24,skupaj,iz EU,23
2013,Madžarska,16-24,skupaj,iz drugih držav,11
2014,Madžarska,16-24,skupaj,domači,94
2014,Madžarska,16-24,skupaj,iz EU,21
2014,Madžarska,16-24,skupaj,iz drugih držav,11
2015,Madžarska,16-24,skupaj,domači,89
2015,Madžarska,16-24,skupaj,iz EU,30
2015,Madžarska,16-24,skupaj,iz drugih držav,21
2016,Madžarska,16-24,skupaj,domači,87
2016,Madžarska,16-24,skupaj,iz EU,32
2016,Madžarska,16-24,skupaj,iz drugih držav,19
2017,Madžarska,16-24,skupaj,domači,82
2017,Madžarska,16-24,skupaj,iz EU,33
2017,Madžarska,16-24,skupaj,iz drugih držav,28
2018,Madžarska,16-24,skupaj,domači,86
2018,Madžarska,16-24,skupaj,iz EU,41
2018,Madžarska,16-24,skupaj,iz drugih držav,33
2019,Madžarska,16-24,skupaj,domači,88
2019,Madžarska,16-24,skupaj,iz EU,44
2019,Madžarska,16-24,skupaj,iz drugih držav,26
2010,Madžarska,25-54,skupaj,domači,93
2010,Madžarska,25-54,skupaj,iz EU,17
2010,Madžarska,25-54,skupaj,iz drugih držav,5
2011,Madžarska,25-54,skupaj,domači,92
2011,Madžarska,25-54,skupaj,iz EU,19
2011,Madžarska,25-54,skupaj,iz drugih držav,6
2012,Madžarska,25-54,skupaj,domači,95
2012,Madžarska,25-54,skupaj,iz EU,20
2012,Madžarska,25-54,skupaj,iz drugih držav,6
2013,Madžarska,25-54,skupaj,domači,93
2013,Madžarska,25-54,skupaj,iz EU,21
2013,Madžarska,25-54,skupaj,iz drugih držav,6
2014,Madžarska,25-54,skupaj,domači,95
2014,Madžarska,25-54,skupaj,iz EU,25
2014,Madžarska,25-54,skupaj,iz drugih držav,9
2015,Madžarska,25-54,skupaj,domači,94
2015,Madžarska,25-54,skupaj,iz EU,31
2015,Madžarska,25-54,skupaj,iz drugih držav,13
2016,Madžarska,25-54,skupaj,domači,93
2016,Madžarska,25-54,skupaj,iz EU,33
2016,Madžarska,25-54,skupaj,iz drugih držav,16
2017,Madžarska,25-54,skupaj,domači,90
2017,Madžarska,25-54,skupaj,iz EU,30
2017,Madžarska,25-54,skupaj,iz drugih držav,18
2018,Madžarska,25-54,skupaj,domači,92
2018,Madžarska,25-54,skupaj,iz EU,42
2018,Madžarska,25-54,skupaj,iz drugih držav,27
2019,Madžarska,25-54,skupaj,domači,91
2019,Madžarska,25-54,skupaj,iz EU,46
2019,Madžarska,25-54,skupaj,iz drugih držav,27
2010,Madžarska,55-74,skupaj,domači,88
2010,Madžarska,55-74,skupaj,iz EU,17
2010,Madžarska,55-74,skupaj,iz drugih držav,11
2011,Madžarska,55-74,skupaj,domači,87
2011,Madžarska,55-74,skupaj,iz EU,18
2011,Madžarska,55-74,skupaj,iz drugih držav,8
2012,Madžarska,55-74,skupaj,domači,94
2012,Madžarska,55-74,skupaj,iz EU,17
2012,Madžarska,55-74,skupaj,iz drugih držav,8
2013,Madžarska,55-74,skupaj,domači,95
2013,Madžarska,55-74,skupaj,iz EU,19
2013,Madžarska,55-74,skupaj,iz drugih držav,3
2014,Madžarska,55-74,skupaj,domači,95
2014,Madžarska,55-74,skupaj,iz EU,21
2014,Madžarska,55-74,skupaj,iz drugih držav,6
2015,Madžarska,55-74,skupaj,domači,96
2015,Madžarska,55-74,skupaj,iz EU,24
2015,Madžarska,55-74,skupaj,iz drugih držav,7
2016,Madžarska,55-74,skupaj,domači,95
2016,Madžarska,55-74,skupaj,iz EU,22
2016,Madžarska,55-74,skupaj,iz drugih držav,9
2017,Madžarska,55-74,skupaj,domači,90
2017,Madžarska,55-74,skupaj,iz EU,24
2017,Madžarska,55-74,skupaj,iz drugih držav,9
2018,Madžarska,55-74,skupaj,domači,95
2018,Madžarska,55-74,skupaj,iz EU,25
2018,Madžarska,55-74,skupaj,iz drugih držav,11
2019,Madžarska,55-74,skupaj,domači,93
2019,Madžarska,55-74,skupaj,iz EU,38
2019,Madžarska,55-74,skupaj,iz drugih držav,13
2010,Madžarska,16-24,moški,domači,92
2010,Madžarska,16-24,moški,iz EU,17
2010,Madžarska,16-24,moški,iz drugih držav,9
2011,Madžarska,16-24,moški,domači,94
2011,Madžarska,16-24,moški,iz EU,18
2011,Madžarska,16-24,moški,iz drugih držav,6
2012,Madžarska,16-24,moški,domači,93
2012,Madžarska,16-24,moški,iz EU,22
2012,Madžarska,16-24,moški,iz drugih držav,15
2013,Madžarska,16-24,moški,domači,91
2013,Madžarska,16-24,moški,iz EU,23
2013,Madžarska,16-24,moški,iz drugih držav,13
2014,Madžarska,16-24,moški,domači,94
2014,Madžarska,16-24,moški,iz EU,21
2014,Madžarska,16-24,moški,iz drugih držav,12
2015,Madžarska,16-24,moški,domači,90
2015,Madžarska,16-24,moški,iz EU,31
2015,Madžarska,16-24,moški,iz drugih držav,22
2016,Madžarska,16-24,moški,domači,89
2016,Madžarska,16-24,moški,iz EU,32
2016,Madžarska,16-24,moški,iz drugih držav,22
2017,Madžarska,16-24,moški,domači,85
2017,Madžarska,16-24,moški,iz EU,35
2017,Madžarska,16-24,moški,iz drugih držav,31
2018,Madžarska,16-24,moški,domači,90
2018,Madžarska,16-24,moški,iz EU,40
2018,Madžarska,16-24,moški,iz drugih držav,29
2019,Madžarska,16-24,moški,domači,85
2019,Madžarska,16-24,moški,iz EU,48
2019,Madžarska,16-24,moški,iz drugih držav,28
2010,Madžarska,16-24,ženske,domači,93
2010,Madžarska,16-24,ženske,iz EU,14
2010,Madžarska,16-24,ženske,iz drugih držav,3
2011,Madžarska,16-24,ženske,domači,94
2011,Madžarska,16-24,ženske,iz EU,12
2011,Madžarska,16-24,ženske,iz drugih držav,6
2012,Madžarska,16-24,ženske,domači,95
2012,Madžarska,16-24,ženske,iz EU,11
2012,Madžarska,16-24,ženske,iz drugih držav,11
2013,Madžarska,16-24,ženske,domači,91
2013,Madžarska,16-24,ženske,iz EU,22
2013,Madžarska,16-24,ženske,iz drugih držav,8
2014,Madžarska,16-24,ženske,domači,94
2014,Madžarska,16-24,ženske,iz EU,20
2014,Madžarska,16-24,ženske,iz drugih držav,9
2015,Madžarska,16-24,ženske,domači,88
2015,Madžarska,16-24,ženske,iz EU,29
2015,Madžarska,16-24,ženske,iz drugih držav,21
2016,Madžarska,16-24,ženske,domači,85
2016,Madžarska,16-24,ženske,iz EU,31
2016,Madžarska,16-24,ženske,iz drugih držav,14
2017,Madžarska,16-24,ženske,domači,79
2017,Madžarska,16-24,ženske,iz EU,30
2017,Madžarska,16-24,ženske,iz drugih držav,25
2018,Madžarska,16-24,ženske,domači,82
2018,Madžarska,16-24,ženske,iz EU,43
2018,Madžarska,16-24,ženske,iz drugih držav,37
2019,Madžarska,16-24,ženske,domači,90
2019,Madžarska,16-24,ženske,iz EU,40
2019,Madžarska,16-24,ženske,iz drugih držav,25
2010,Madžarska,25-54,moški,domači,92
2010,Madžarska,25-54,moški,iz EU,20
2010,Madžarska,25-54,moški,iz drugih držav,6
2011,Madžarska,25-54,moški,domači,90
2011,Madžarska,25-54,moški,iz EU,21
2011,Madžarska,25-54,moški,iz drugih držav,8
2012,Madžarska,25-54,moški,domači,96
2012,Madžarska,25-54,moški,iz EU,22
2012,Madžarska,25-54,moški,iz drugih držav,8
2013,Madžarska,25-54,moški,domači,93
2013,Madžarska,25-54,moški,iz EU,25
2013,Madžarska,25-54,moški,iz drugih držav,9
2014,Madžarska,25-54,moški,domači,94
2014,Madžarska,25-54,moški,iz EU,31
2014,Madžarska,25-54,moški,iz drugih držav,13
2015,Madžarska,25-54,moški,domači,93
2015,Madžarska,25-54,moški,iz EU,33
2015,Madžarska,25-54,moški,iz drugih držav,16
2016,Madžarska,25-54,moški,domači,92
2016,Madžarska,25-54,moški,iz EU,37
2016,Madžarska,25-54,moški,iz drugih držav,19
2017,Madžarska,25-54,moški,domači,89
2017,Madžarska,25-54,moški,iz EU,35
2017,Madžarska,25-54,moški,iz drugih držav,22
2018,Madžarska,25-54,moški,domači,91
2018,Madžarska,25-54,moški,iz EU,48
2018,Madžarska,25-54,moški,iz drugih držav,34
2019,Madžarska,25-54,moški,domači,91
2019,Madžarska,25-54,moški,iz EU,49
2019,Madžarska,25-54,moški,iz drugih držav,29
2010,Madžarska,25-54,ženske,domači,94
2010,Madžarska,25-54,ženske,iz EU,15
2010,Madžarska,25-54,ženske,iz drugih držav,4
2011,Madžarska,25-54,ženske,domači,94
2011,Madžarska,25-54,ženske,iz EU,16
2011,Madžarska,25-54,ženske,iz drugih držav,4
2012,Madžarska,25-54,ženske,domači,95
2012,Madžarska,25-54,ženske,iz EU,18
2012,Madžarska,25-54,ženske,iz drugih držav,4
2013,Madžarska,25-54,ženske,domači,92
2013,Madžarska,25-54,ženske,iz EU,16
2013,Madžarska,25-54,ženske,iz drugih držav,3
2014,Madžarska,25-54,ženske,domači,96
2014,Madžarska,25-54,ženske,iz EU,20
2014,Madžarska,25-54,ženske,iz drugih držav,6
2015,Madžarska,25-54,ženske,domači,94
2015,Madžarska,25-54,ženske,iz EU,27
2015,Madžarska,25-54,ženske,iz drugih držav,9
2016,Madžarska,25-54,ženske,domači,93
2016,Madžarska,25-54,ženske,iz EU,29
2016,Madžarska,25-54,ženske,iz drugih držav,12
2017,Madžarska,25-54,ženske,domači,90
2017,Madžarska,25-54,ženske,iz EU,25
2017,Madžarska,25-54,ženske,iz drugih držav,14
2018,Madžarska,25-54,ženske,domači,93
2018,Madžarska,25-54,ženske,iz EU,36
2018,Madžarska,25-54,ženske,iz drugih držav,20
2019,Madžarska,25-54,ženske,domači,92
2019,Madžarska,25-54,ženske,iz EU,42
2019,Madžarska,25-54,ženske,iz drugih držav,24
2010,Madžarska,55-74,moški,domači,84
2010,Madžarska,55-74,moški,iz EU,19
2010,Madžarska,55-74,moški,iz drugih držav,12
2011,Madžarska,55-74,moški,domači,85
2011,Madžarska,55-74,moški,iz EU,20
2011,Madžarska,55-74,moški,iz drugih držav,6
2012,Madžarska,55-74,moški,domači,91
2012,Madžarska,55-74,moški,iz EU,20
2012,Madžarska,55-74,moški,iz drugih držav,9
2013,Madžarska,55-74,moški,domači,96
2013,Madžarska,55-74,moški,iz EU,23
2013,Madžarska,55-74,moški,iz drugih držav,6
2014,Madžarska,55-74,moški,domači,95
2014,Madžarska,55-74,moški,iz EU,28
2014,Madžarska,55-74,moški,iz drugih držav,6
2015,Madžarska,55-74,moški,domači,95
2015,Madžarska,55-74,moški,iz EU,31
2015,Madžarska,55-74,moški,iz drugih držav,9
2016,Madžarska,55-74,moški,domači,94
2016,Madžarska,55-74,moški,iz EU,24
2016,Madžarska,55-74,moški,iz drugih držav,12
2017,Madžarska,55-74,moški,domači,91
2017,Madžarska,55-74,moški,iz EU,28
2017,Madžarska,55-74,moški,iz drugih držav,11
2018,Madžarska,55-74,moški,domači,95
2018,Madžarska,55-74,moški,iz EU,26
2018,Madžarska,55-74,moški,iz drugih držav,12
2019,Madžarska,55-74,moški,domači,93
2019,Madžarska,55-74,moški,iz EU,43
2019,Madžarska,55-74,moški,iz drugih držav,16
2010,Madžarska,55-74,ženske,domači,93
2010,Madžarska,55-74,ženske,iz EU,15
2010,Madžarska,55-74,ženske,iz drugih držav,8
2011,Madžarska,55-74,ženske,domači,89
2011,Madžarska,55-74,ženske,iz EU,16
2011,Madžarska,55-74,ženske,iz drugih držav,10
2012,Madžarska,55-74,ženske,domači,96
2012,Madžarska,55-74,ženske,iz EU,14
2012,Madžarska,55-74,ženske,iz drugih držav,7
2013,Madžarska,55-74,ženske,domači,94
2013,Madžarska,55-74,ženske,iz EU,16
2013,Madžarska,55-74,ženske,iz drugih držav,1
2014,Madžarska,55-74,ženske,domači,95
2014,Madžarska,55-74,ženske,iz EU,14
2014,Madžarska,55-74,ženske,iz drugih držav,6
2015,Madžarska,55-74,ženske,domači,98
2015,Madžarska,55-74,ženske,iz EU,17
2015,Madžarska,55-74,ženske,iz drugih držav,6
2016,Madžarska,55-74,ženske,domači,95
2016,Madžarska,55-74,ženske,iz EU,20
2016,Madžarska,55-74,ženske,iz drugih držav,7
2017,Madžarska,55-74,ženske,domači,89
2017,Madžarska,55-74,ženske,iz EU,20
2017,Madžarska,55-74,ženske,iz drugih držav,6
2018,Madžarska,55-74,ženske,domači,94
2018,Madžarska,55-74,ženske,iz EU,24
2018,Madžarska,55-74,ženske,iz drugih držav,10
2019,Madžarska,55-74,ženske,domači,93
2019,Madžarska,55-74,ženske,iz EU,33
2019,Madžarska,55-74,ženske,iz drugih držav,12
2010,Malta,skupaj,skupaj,domači,10
2010,Malta,skupaj,skupaj,iz EU,91
2010,Malta,skupaj,skupaj,iz drugih držav,46
2011,Malta,skupaj,skupaj,domači,10
2011,Malta,skupaj,skupaj,iz EU,84
2011,Malta,skupaj,skupaj,iz drugih držav,45
2012,Malta,skupaj,skupaj,domači,15
2012,Malta,skupaj,skupaj,iz EU,88
2012,Malta,skupaj,skupaj,iz drugih držav,54
2013,Malta,skupaj,skupaj,domači,15
2013,Malta,skupaj,skupaj,iz EU,85
2013,Malta,skupaj,skupaj,iz drugih držav,49
2014,Malta,skupaj,skupaj,domači,23
2014,Malta,skupaj,skupaj,iz EU,83
2014,Malta,skupaj,skupaj,iz drugih držav,51
2015,Malta,skupaj,skupaj,domači,25
2015,Malta,skupaj,skupaj,iz EU,87
2015,Malta,skupaj,skupaj,iz drugih držav,59
2016,Malta,skupaj,skupaj,domači,27
2016,Malta,skupaj,skupaj,iz EU,89
2016,Malta,skupaj,skupaj,iz drugih držav,64
2017,Malta,skupaj,skupaj,domači,28
2017,Malta,skupaj,skupaj,iz EU,88
2017,Malta,skupaj,skupaj,iz drugih držav,63
2018,Malta,skupaj,skupaj,domači,38
2018,Malta,skupaj,skupaj,iz EU,89
2018,Malta,skupaj,skupaj,iz drugih držav,62
2019,Malta,skupaj,skupaj,domači,35
2019,Malta,skupaj,skupaj,iz EU,86
2019,Malta,skupaj,skupaj,iz drugih držav,60
2010,Malta,16-24,skupaj,domači,10
2010,Malta,16-24,skupaj,iz EU,89
2010,Malta,16-24,skupaj,iz drugih držav,44
2011,Malta,16-24,skupaj,domači,10
2011,Malta,16-24,skupaj,iz EU,85
2011,Malta,16-24,skupaj,iz drugih držav,44
2012,Malta,16-24,skupaj,domači,20
2012,Malta,16-24,skupaj,iz EU,90
2012,Malta,16-24,skupaj,iz drugih držav,59
2013,Malta,16-24,skupaj,domači,14
2013,Malta,16-24,skupaj,iz EU,81
2013,Malta,16-24,skupaj,iz drugih držav,49
2014,Malta,16-24,skupaj,domači,29
2014,Malta,16-24,skupaj,iz EU,79
2014,Malta,16-24,skupaj,iz drugih držav,61
2015,Malta,16-24,skupaj,domači,26
2015,Malta,16-24,skupaj,iz EU,86
2015,Malta,16-24,skupaj,iz drugih držav,62
2016,Malta,16-24,skupaj,domači,35
2016,Malta,16-24,skupaj,iz EU,88
2016,Malta,16-24,skupaj,iz drugih držav,68
2017,Malta,16-24,skupaj,domači,35
2017,Malta,16-24,skupaj,iz EU,87
2017,Malta,16-24,skupaj,iz drugih držav,66
2018,Malta,16-24,skupaj,domači,47
2018,Malta,16-24,skupaj,iz EU,90
2018,Malta,16-24,skupaj,iz drugih držav,65
2019,Malta,16-24,skupaj,domači,41
2019,Malta,16-24,skupaj,iz EU,85
2019,Malta,16-24,skupaj,iz drugih držav,59
2010,Malta,25-54,skupaj,domači,10
2010,Malta,25-54,skupaj,iz EU,93
2010,Malta,25-54,skupaj,iz drugih držav,47
2011,Malta,25-54,skupaj,domači,9
2011,Malta,25-54,skupaj,iz EU,85
2011,Malta,25-54,skupaj,iz drugih držav,45
2012,Malta,25-54,skupaj,domači,14
2012,Malta,25-54,skupaj,iz EU,87
2012,Malta,25-54,skupaj,iz drugih držav,53
2013,Malta,25-54,skupaj,domači,15
2013,Malta,25-54,skupaj,iz EU,86
2013,Malta,25-54,skupaj,iz drugih držav,50
2014,Malta,25-54,skupaj,domači,23
2014,Malta,25-54,skupaj,iz EU,84
2014,Malta,25-54,skupaj,iz drugih držav,49
2015,Malta,25-54,skupaj,domači,25
2015,Malta,25-54,skupaj,iz EU,88
2015,Malta,25-54,skupaj,iz drugih držav,59
2016,Malta,25-54,skupaj,domači,27
2016,Malta,25-54,skupaj,iz EU,89
2016,Malta,25-54,skupaj,iz drugih držav,62
2017,Malta,25-54,skupaj,domači,27
2017,Malta,25-54,skupaj,iz EU,88
2017,Malta,25-54,skupaj,iz drugih držav,66
2018,Malta,25-54,skupaj,domači,36
2018,Malta,25-54,skupaj,iz EU,91
2018,Malta,25-54,skupaj,iz drugih držav,63
2019,Malta,25-54,skupaj,domači,36
2019,Malta,25-54,skupaj,iz EU,88
2019,Malta,25-54,skupaj,iz drugih držav,62
2010,Malta,55-74,skupaj,domači,6
2010,Malta,55-74,skupaj,iz EU,86
2010,Malta,55-74,skupaj,iz drugih držav,40
2011,Malta,55-74,skupaj,domači,14
2011,Malta,55-74,skupaj,iz EU,77
2011,Malta,55-74,skupaj,iz drugih držav,50
2012,Malta,55-74,skupaj,domači,8
2012,Malta,55-74,skupaj,iz EU,87
2012,Malta,55-74,skupaj,iz drugih držav,42
2013,Malta,55-74,skupaj,domači,10
2013,Malta,55-74,skupaj,iz EU,89
2013,Malta,55-74,skupaj,iz drugih držav,48
2014,Malta,55-74,skupaj,domači,14
2014,Malta,55-74,skupaj,iz EU,85
2014,Malta,55-74,skupaj,iz drugih držav,40
2015,Malta,55-74,skupaj,domači,25
2015,Malta,55-74,skupaj,iz EU,87
2015,Malta,55-74,skupaj,iz drugih držav,53
2016,Malta,55-74,skupaj,domači,12
2016,Malta,55-74,skupaj,iz EU,95
2016,Malta,55-74,skupaj,iz drugih držav,65
2017,Malta,55-74,skupaj,domači,20
2017,Malta,55-74,skupaj,iz EU,92
2017,Malta,55-74,skupaj,iz drugih držav,38
2018,Malta,55-74,skupaj,domači,29
2018,Malta,55-74,skupaj,iz EU,72
2018,Malta,55-74,skupaj,iz drugih držav,50
2019,Malta,55-74,skupaj,domači,25
2019,Malta,55-74,skupaj,iz EU,75
2019,Malta,55-74,skupaj,iz drugih držav,55
2010,Malta,16-24,moški,domači,9
2010,Malta,16-24,moški,iz EU,95
2010,Malta,16-24,moški,iz drugih držav,30
2011,Malta,16-24,moški,domači,13
2011,Malta,16-24,moški,iz EU,86
2011,Malta,16-24,moški,iz drugih držav,43
2012,Malta,16-24,moški,domači,25
2012,Malta,16-24,moški,iz EU,86
2012,Malta,16-24,moški,iz drugih držav,65
2013,Malta,16-24,moški,domači,17
2013,Malta,16-24,moški,iz EU,85
2013,Malta,16-24,moški,iz drugih držav,48
2014,Malta,16-24,moški,domači,25
2014,Malta,16-24,moški,iz EU,79
2014,Malta,16-24,moški,iz drugih držav,57
2015,Malta,16-24,moški,domači,25
2015,Malta,16-24,moški,iz EU,90
2015,Malta,16-24,moški,iz drugih držav,59
2016,Malta,16-24,moški,domači,38
2016,Malta,16-24,moški,iz EU,87
2016,Malta,16-24,moški,iz drugih držav,64
2017,Malta,16-24,moški,domači,39
2017,Malta,16-24,moški,iz EU,81
2017,Malta,16-24,moški,iz drugih držav,56
