leto,drzava,starostna skupina,spol,zadnji e-nakup,odstotek
2011,Slovaška,16-24,moški,v zadnjih 12. mesecih,56
2011,Slovaška,16-24,ženske,v zadnjih 12. mesecih,50
2011,Slovaška,25-54,moški,v zadnjih 12. mesecih,43
2011,Slovaška,25-54,ženske,v zadnjih 12. mesecih,43
2011,Slovaška,55-74,moški,v zadnjih 12. mesecih,11
2011,Slovaška,55-74,ženske,v zadnjih 12. mesecih,8
2011,Finska,skupaj,skupaj,v zadnjih 12. mesecih,62
2011,Finska,16-24,skupaj,v zadnjih 12. mesecih,79
2011,Finska,25-54,skupaj,v zadnjih 12. mesecih,75
2011,Finska,55-74,skupaj,v zadnjih 12. mesecih,32
2011,Finska,16-24,moški,v zadnjih 12. mesecih,77
2011,Finska,16-24,ženske,v zadnjih 12. mesecih,81
2011,Finska,25-54,moški,v zadnjih 12. mesecih,75
2011,Finska,25-54,ženske,v zadnjih 12. mesecih,75
2011,Finska,55-74,moški,v zadnjih 12. mesecih,32
2011,Finska,55-74,ženske,v zadnjih 12. mesecih,33
2011,Švedska,skupaj,skupaj,v zadnjih 12. mesecih,71
2011,Švedska,16-24,skupaj,v zadnjih 12. mesecih,79
2011,Švedska,25-54,skupaj,v zadnjih 12. mesecih,80
2011,Švedska,55-74,skupaj,v zadnjih 12. mesecih,50
2011,Švedska,16-24,moški,v zadnjih 12. mesecih,84
2011,Švedska,16-24,ženske,v zadnjih 12. mesecih,74
2011,Švedska,25-54,moški,v zadnjih 12. mesecih,80
2011,Švedska,25-54,ženske,v zadnjih 12. mesecih,80
2011,Švedska,55-74,moški,v zadnjih 12. mesecih,54
2011,Švedska,55-74,ženske,v zadnjih 12. mesecih,45
2011,EU28,skupaj,skupaj,pred več kot letom ali nikoli,33
2011,EU28,16-24,skupaj,pred več kot letom ali nikoli,44
2011,EU28,25-54,skupaj,pred več kot letom ali nikoli,34
2011,EU28,55-74,skupaj,pred več kot letom ali nikoli,25
2011,EU28,16-24,moški,pred več kot letom ali nikoli,42
2011,EU28,16-24,ženske,pred več kot letom ali nikoli,46
2011,EU28,25-54,moški,pred več kot letom ali nikoli,33
2011,EU28,25-54,ženske,pred več kot letom ali nikoli,35
2011,EU28,55-74,moški,pred več kot letom ali nikoli,26
2011,EU28,55-74,ženske,pred več kot letom ali nikoli,24
2011,Belgija,skupaj,skupaj,pred več kot letom ali nikoli,38
2011,Belgija,16-24,skupaj,pred več kot letom ali nikoli,47
2011,Belgija,25-54,skupaj,pred več kot letom ali nikoli,37
2011,Belgija,55-74,skupaj,pred več kot letom ali nikoli,36
2011,Belgija,16-24,moški,pred več kot letom ali nikoli,41
2011,Belgija,16-24,ženske,pred več kot letom ali nikoli,53
2011,Belgija,25-54,moški,pred več kot letom ali nikoli,37
2011,Belgija,25-54,ženske,pred več kot letom ali nikoli,38
2011,Belgija,55-74,moški,pred več kot letom ali nikoli,39
2011,Belgija,55-74,ženske,pred več kot letom ali nikoli,33
2011,Bolgarija,skupaj,skupaj,pred več kot letom ali nikoli,48
2011,Bolgarija,16-24,skupaj,pred več kot letom ali nikoli,75
2011,Bolgarija,25-54,skupaj,pred več kot letom ali nikoli,57
2011,Bolgarija,55-74,skupaj,pred več kot letom ali nikoli,23
2011,Bolgarija,16-24,moški,pred več kot letom ali nikoli,76
2011,Bolgarija,16-24,ženske,pred več kot letom ali nikoli,73
2011,Bolgarija,25-54,moški,pred več kot letom ali nikoli,56
2011,Bolgarija,25-54,ženske,pred več kot letom ali nikoli,57
2011,Bolgarija,55-74,moški,pred več kot letom ali nikoli,24
2011,Bolgarija,55-74,ženske,pred več kot letom ali nikoli,22
2011,Češka,skupaj,skupaj,pred več kot letom ali nikoli,45
2011,Češka,16-24,skupaj,pred več kot letom ali nikoli,55
2011,Češka,25-54,skupaj,pred več kot letom ali nikoli,48
2011,Češka,55-74,skupaj,pred več kot letom ali nikoli,36
2011,Češka,16-24,moški,pred več kot letom ali nikoli,58
2011,Češka,16-24,ženske,pred več kot letom ali nikoli,52
2011,Češka,25-54,moški,pred več kot letom ali nikoli,48
2011,Češka,25-54,ženske,pred več kot letom ali nikoli,47
2011,Češka,55-74,moški,pred več kot letom ali nikoli,39
2011,Češka,55-74,ženske,pred več kot letom ali nikoli,33
2011,Danska,skupaj,skupaj,pred več kot letom ali nikoli,21
2011,Danska,16-24,skupaj,pred več kot letom ali nikoli,14
2011,Danska,25-54,skupaj,pred več kot letom ali nikoli,17
2011,Danska,55-74,skupaj,pred več kot letom ali nikoli,32
2011,Danska,16-24,moški,pred več kot letom ali nikoli,13
2011,Danska,16-24,ženske,pred več kot letom ali nikoli,15
2011,Danska,25-54,moški,pred več kot letom ali nikoli,17
2011,Danska,25-54,ženske,pred več kot letom ali nikoli,17
2011,Danska,55-74,moški,pred več kot letom ali nikoli,29
2011,Danska,55-74,ženske,pred več kot letom ali nikoli,34
2011,Nemčija,skupaj,skupaj,pred več kot letom ali nikoli,20
2011,Nemčija,16-24,skupaj,pred več kot letom ali nikoli,28
2011,Nemčija,25-54,skupaj,pred več kot letom ali nikoli,17
2011,Nemčija,55-74,skupaj,pred več kot letom ali nikoli,23
2011,Nemčija,16-24,moški,pred več kot letom ali nikoli,26
2011,Nemčija,16-24,ženske,pred več kot letom ali nikoli,30
2011,Nemčija,25-54,moški,pred več kot letom ali nikoli,17
2011,Nemčija,25-54,ženske,pred več kot letom ali nikoli,17
2011,Nemčija,55-74,moški,pred več kot letom ali nikoli,25
2011,Nemčija,55-74,ženske,pred več kot letom ali nikoli,23
2011,Estonija,skupaj,skupaj,pred več kot letom ali nikoli,59
2011,Estonija,16-24,skupaj,pred več kot letom ali nikoli,72
2011,Estonija,25-54,skupaj,pred več kot letom ali nikoli,63
2011,Estonija,55-74,skupaj,pred več kot letom ali nikoli,44
2011,Estonija,16-24,moški,pred več kot letom ali nikoli,74
2011,Estonija,16-24,ženske,pred več kot letom ali nikoli,70
2011,Estonija,25-54,moški,pred več kot letom ali nikoli,62
2011,Estonija,25-54,ženske,pred več kot letom ali nikoli,65
2011,Estonija,55-74,moški,pred več kot letom ali nikoli,42
2011,Estonija,55-74,ženske,pred več kot letom ali nikoli,46
2011,Irska,skupaj,skupaj,pred več kot letom ali nikoli,36
2011,Irska,16-24,skupaj,pred več kot letom ali nikoli,49
2011,Irska,25-54,skupaj,pred več kot letom ali nikoli,36
2011,Irska,55-74,skupaj,pred več kot letom ali nikoli,27
2011,Irska,16-24,moški,pred več kot letom ali nikoli,45
2011,Irska,16-24,ženske,pred več kot letom ali nikoli,54
2011,Irska,25-54,moški,pred več kot letom ali nikoli,35
2011,Irska,25-54,ženske,pred več kot letom ali nikoli,38
2011,Irska,55-74,moški,pred več kot letom ali nikoli,24
2011,Irska,55-74,ženske,pred več kot letom ali nikoli,30
2011,Grčija,skupaj,skupaj,pred več kot letom ali nikoli,37
2011,Grčija,16-24,skupaj,pred več kot letom ali nikoli,64
2011,Grčija,25-54,skupaj,pred več kot letom ali nikoli,44
2011,Grčija,55-74,skupaj,pred več kot letom ali nikoli,11
2011,Grčija,16-24,moški,pred več kot letom ali nikoli,57
2011,Grčija,16-24,ženske,pred več kot letom ali nikoli,72
2011,Grčija,25-54,moški,pred več kot letom ali nikoli,42
2011,Grčija,25-54,ženske,pred več kot letom ali nikoli,46
2011,Grčija,55-74,moški,pred več kot letom ali nikoli,14
2011,Grčija,55-74,ženske,pred več kot letom ali nikoli,9
2011,Španija,skupaj,skupaj,pred več kot letom ali nikoli,44
2011,Španija,16-24,skupaj,pred več kot letom ali nikoli,64
2011,Španija,25-54,skupaj,pred več kot letom ali nikoli,49
2011,Španija,55-74,skupaj,pred več kot letom ali nikoli,22
2011,Španija,16-24,moški,pred več kot letom ali nikoli,61
2011,Španija,16-24,ženske,pred več kot letom ali nikoli,66
2011,Španija,25-54,moški,pred več kot letom ali nikoli,47
2011,Španija,25-54,ženske,pred več kot letom ali nikoli,51
2011,Španija,55-74,moški,pred več kot letom ali nikoli,25
2011,Španija,55-74,ženske,pred več kot letom ali nikoli,20
2011,Francija,skupaj,skupaj,pred več kot letom ali nikoli,29
2011,Francija,16-24,skupaj,pred več kot letom ali nikoli,30
2011,Francija,25-54,skupaj,pred več kot letom ali nikoli,27
2011,Francija,55-74,skupaj,pred več kot letom ali nikoli,31
2011,Francija,16-24,moški,pred več kot letom ali nikoli,27
2011,Francija,16-24,ženske,pred več kot letom ali nikoli,33
2011,Francija,25-54,moški,pred več kot letom ali nikoli,27
2011,Francija,25-54,ženske,pred več kot letom ali nikoli,28
2011,Francija,55-74,moški,pred več kot letom ali nikoli,28
2011,Francija,55-74,ženske,pred več kot letom ali nikoli,34
2011,Hrvaška,skupaj,skupaj,pred več kot letom ali nikoli,44
2011,Hrvaška,16-24,skupaj,pred več kot letom ali nikoli,65
2011,Hrvaška,25-54,skupaj,pred več kot letom ali nikoli,54
2011,Hrvaška,55-74,skupaj,pred več kot letom ali nikoli,17
2011,Hrvaška,16-24,moški,pred več kot letom ali nikoli,62
2011,Hrvaška,16-24,ženske,pred več kot letom ali nikoli,70
2011,Hrvaška,25-54,moški,pred več kot letom ali nikoli,56
2011,Hrvaška,25-54,ženske,pred več kot letom ali nikoli,52
2011,Hrvaška,55-74,moški,pred več kot letom ali nikoli,19
2011,Hrvaška,55-74,ženske,pred več kot letom ali nikoli,15
2011,Italija,skupaj,skupaj,pred več kot letom ali nikoli,44
2011,Italija,16-24,skupaj,pred več kot letom ali nikoli,70
2011,Italija,25-54,skupaj,pred več kot letom ali nikoli,50
2011,Italija,55-74,skupaj,pred več kot letom ali nikoli,22
2011,Italija,16-24,moški,pred več kot letom ali nikoli,66
2011,Italija,16-24,ženske,pred več kot letom ali nikoli,74
2011,Italija,25-54,moški,pred več kot letom ali nikoli,49
2011,Italija,25-54,ženske,pred več kot letom ali nikoli,51
2011,Italija,55-74,moški,pred več kot letom ali nikoli,27
2011,Italija,55-74,ženske,pred več kot letom ali nikoli,17
2011,Ciper,skupaj,skupaj,pred več kot letom ali nikoli,38
2011,Ciper,16-24,skupaj,pred več kot letom ali nikoli,62
2011,Ciper,25-54,skupaj,pred več kot letom ali nikoli,41
2011,Ciper,55-74,skupaj,pred več kot letom ali nikoli,14
2011,Ciper,16-24,moški,pred več kot letom ali nikoli,60
2011,Ciper,16-24,ženske,pred več kot letom ali nikoli,65
2011,Ciper,25-54,moški,pred več kot letom ali nikoli,39
2011,Ciper,25-54,ženske,pred več kot letom ali nikoli,44
2011,Ciper,55-74,moški,pred več kot letom ali nikoli,18
2011,Ciper,55-74,ženske,pred več kot letom ali nikoli,11
2011,Latvija,skupaj,skupaj,pred več kot letom ali nikoli,54
2011,Latvija,16-24,skupaj,pred več kot letom ali nikoli,70
2011,Latvija,25-54,skupaj,pred več kot letom ali nikoli,59
2011,Latvija,55-74,skupaj,pred več kot letom ali nikoli,34
2011,Latvija,16-24,moški,pred več kot letom ali nikoli,71
2011,Latvija,16-24,ženske,pred več kot letom ali nikoli,70
2011,Latvija,25-54,moški,pred več kot letom ali nikoli,58
2011,Latvija,25-54,ženske,pred več kot letom ali nikoli,61
2011,Latvija,55-74,moški,pred več kot letom ali nikoli,36
2011,Latvija,55-74,ženske,pred več kot letom ali nikoli,33
2011,Litva,skupaj,skupaj,pred več kot letom ali nikoli,50
2011,Litva,16-24,skupaj,pred več kot letom ali nikoli,75
2011,Litva,25-54,skupaj,pred več kot letom ali nikoli,55
2011,Litva,55-74,skupaj,pred več kot letom ali nikoli,24
2011,Litva,16-24,moški,pred več kot letom ali nikoli,75
2011,Litva,16-24,ženske,pred več kot letom ali nikoli,74
2011,Litva,25-54,moški,pred več kot letom ali nikoli,55
2011,Litva,25-54,ženske,pred več kot letom ali nikoli,56
2011,Litva,55-74,moški,pred več kot letom ali nikoli,24
2011,Litva,55-74,ženske,pred več kot letom ali nikoli,25
2011,Luksemburg,skupaj,skupaj,pred več kot letom ali nikoli,27
2011,Luksemburg,16-24,skupaj,pred več kot letom ali nikoli,40
2011,Luksemburg,25-54,skupaj,pred več kot letom ali nikoli,22
2011,Luksemburg,55-74,skupaj,pred več kot letom ali nikoli,32
2011,Luksemburg,16-24,moški,pred več kot letom ali nikoli,36
2011,Luksemburg,16-24,ženske,pred več kot letom ali nikoli,44
2011,Luksemburg,25-54,moški,pred več kot letom ali nikoli,19
2011,Luksemburg,25-54,ženske,pred več kot letom ali nikoli,25
2011,Luksemburg,55-74,moški,pred več kot letom ali nikoli,32
2011,Luksemburg,55-74,ženske,pred več kot letom ali nikoli,32
2011,Madžarska,skupaj,skupaj,pred več kot letom ali nikoli,49
2011,Madžarska,16-24,skupaj,pred več kot letom ali nikoli,67
2011,Madžarska,25-54,skupaj,pred več kot letom ali nikoli,54
2011,Madžarska,55-74,skupaj,pred več kot letom ali nikoli,32
2011,Madžarska,16-24,moški,pred več kot letom ali nikoli,64
2011,Madžarska,16-24,ženske,pred več kot letom ali nikoli,71
2011,Madžarska,25-54,moški,pred več kot letom ali nikoli,52
2011,Madžarska,25-54,ženske,pred več kot letom ali nikoli,56
2011,Madžarska,55-74,moški,pred več kot letom ali nikoli,33
2011,Madžarska,55-74,ženske,pred več kot letom ali nikoli,32
2011,Malta,skupaj,skupaj,pred več kot letom ali nikoli,25
2011,Malta,16-24,skupaj,pred več kot letom ali nikoli,24
2011,Malta,25-54,skupaj,pred več kot letom ali nikoli,26
2011,Malta,55-74,skupaj,pred več kot letom ali nikoli,24
2011,Malta,16-24,moški,pred več kot letom ali nikoli,29
2011,Malta,16-24,ženske,pred več kot letom ali nikoli,18
2011,Malta,25-54,moški,pred več kot letom ali nikoli,21
2011,Malta,25-54,ženske,pred več kot letom ali nikoli,32
2011,Malta,55-74,moški,pred več kot letom ali nikoli,23
2011,Malta,55-74,ženske,pred več kot letom ali nikoli,25
2011,Nizozemska,skupaj,skupaj,pred več kot letom ali nikoli,24
2011,Nizozemska,16-24,skupaj,pred več kot letom ali nikoli,20
2011,Nizozemska,25-54,skupaj,pred več kot letom ali nikoli,20
2011,Nizozemska,55-74,skupaj,pred več kot letom ali nikoli,35
2011,Nizozemska,16-24,moški,pred več kot letom ali nikoli,19
2011,Nizozemska,16-24,ženske,pred več kot letom ali nikoli,21
2011,Nizozemska,25-54,moški,pred več kot letom ali nikoli,20
2011,Nizozemska,25-54,ženske,pred več kot letom ali nikoli,20
2011,Nizozemska,55-74,moški,pred več kot letom ali nikoli,34
2011,Nizozemska,55-74,ženske,pred več kot letom ali nikoli,36
2011,Avstrija,skupaj,skupaj,pred več kot letom ali nikoli,37
2011,Avstrija,16-24,skupaj,pred več kot letom ali nikoli,38
2011,Avstrija,25-54,skupaj,pred več kot letom ali nikoli,40
2011,Avstrija,55-74,skupaj,pred več kot letom ali nikoli,31
2011,Avstrija,16-24,moški,pred več kot letom ali nikoli,32
2011,Avstrija,16-24,ženske,pred več kot letom ali nikoli,45
2011,Avstrija,25-54,moški,pred več kot letom ali nikoli,40
2011,Avstrija,25-54,ženske,pred več kot letom ali nikoli,40
2011,Avstrija,55-74,moški,pred več kot letom ali nikoli,34
2011,Avstrija,55-74,ženske,pred več kot letom ali nikoli,28
2011,Poljska,skupaj,skupaj,pred več kot letom ali nikoli,38
2011,Poljska,16-24,skupaj,pred več kot letom ali nikoli,51
2011,Poljska,25-54,skupaj,pred več kot letom ali nikoli,42
2011,Poljska,55-74,skupaj,pred več kot letom ali nikoli,22
2011,Poljska,16-24,moški,pred več kot letom ali nikoli,48
2011,Poljska,16-24,ženske,pred več kot letom ali nikoli,54
2011,Poljska,25-54,moški,pred več kot letom ali nikoli,40
2011,Poljska,25-54,ženske,pred več kot letom ali nikoli,45
2011,Poljska,55-74,moški,pred več kot letom ali nikoli,22
2011,Poljska,55-74,ženske,pred več kot letom ali nikoli,22
2011,Portugalska,skupaj,skupaj,pred več kot letom ali nikoli,41
2011,Portugalska,16-24,skupaj,pred več kot letom ali nikoli,67
2011,Portugalska,25-54,skupaj,pred več kot letom ali nikoli,46
2011,Portugalska,55-74,skupaj,pred več kot letom ali nikoli,20
2011,Portugalska,16-24,moški,pred več kot letom ali nikoli,64
2011,Portugalska,16-24,ženske,pred več kot letom ali nikoli,70
2011,Portugalska,25-54,moški,pred več kot letom ali nikoli,45
2011,Portugalska,25-54,ženske,pred več kot letom ali nikoli,47
2011,Portugalska,55-74,moški,pred več kot letom ali nikoli,23
2011,Portugalska,55-74,ženske,pred več kot letom ali nikoli,17
2011,Romunija,skupaj,skupaj,pred več kot letom ali nikoli,40
2011,Romunija,16-24,skupaj,pred več kot letom ali nikoli,69
2011,Romunija,25-54,skupaj,pred več kot letom ali nikoli,44
2011,Romunija,55-74,skupaj,pred več kot letom ali nikoli,13
2011,Romunija,16-24,moški,pred več kot letom ali nikoli,68
2011,Romunija,16-24,ženske,pred več kot letom ali nikoli,69
2011,Romunija,25-54,moški,pred več kot letom ali nikoli,44
2011,Romunija,25-54,ženske,pred več kot letom ali nikoli,44
2011,Romunija,55-74,moški,pred več kot letom ali nikoli,15
2011,Romunija,55-74,ženske,pred več kot letom ali nikoli,11
2011,Slovenija,skupaj,skupaj,pred več kot letom ali nikoli,40
2011,Slovenija,16-24,skupaj,pred več kot letom ali nikoli,46
2011,Slovenija,25-54,skupaj,pred več kot letom ali nikoli,45
2011,Slovenija,55-74,skupaj,pred več kot letom ali nikoli,28
2011,Slovenija,16-24,moški,pred več kot letom ali nikoli,42
2011,Slovenija,16-24,ženske,pred več kot letom ali nikoli,51
2011,Slovenija,25-54,moški,pred več kot letom ali nikoli,46
2011,Slovenija,25-54,ženske,pred več kot letom ali nikoli,44
2011,Slovenija,55-74,moški,pred več kot letom ali nikoli,31
2011,Slovenija,55-74,ženske,pred več kot letom ali nikoli,25
2011,Slovaška,skupaj,skupaj,pred več kot letom ali nikoli,43
2011,Slovaška,16-24,skupaj,pred več kot letom ali nikoli,46
2011,Slovaška,25-54,skupaj,pred več kot letom ali nikoli,46
2011,Slovaška,55-74,skupaj,pred več kot letom ali nikoli,34
2011,Slovaška,16-24,moški,pred več kot letom ali nikoli,42
2011,Slovaška,16-24,ženske,pred več kot letom ali nikoli,49
2011,Slovaška,25-54,moški,pred več kot letom ali nikoli,45
2011,Slovaška,25-54,ženske,pred več kot letom ali nikoli,47
2011,Slovaška,55-74,moški,pred več kot letom ali nikoli,38
2011,Slovaška,55-74,ženske,pred več kot letom ali nikoli,31
2011,Finska,skupaj,skupaj,pred več kot letom ali nikoli,29
2011,Finska,16-24,skupaj,pred več kot letom ali nikoli,21
2011,Finska,25-54,skupaj,pred več kot letom ali nikoli,23
2011,Finska,55-74,skupaj,pred več kot letom ali nikoli,43
2011,Finska,16-24,moški,pred več kot letom ali nikoli,22
2011,Finska,16-24,ženske,pred več kot letom ali nikoli,19
2011,Finska,25-54,moški,pred več kot letom ali nikoli,23
2011,Finska,25-54,ženske,pred več kot letom ali nikoli,23
2011,Finska,55-74,moški,pred več kot letom ali nikoli,44
2011,Finska,55-74,ženske,pred več kot letom ali nikoli,42
2011,Švedska,skupaj,skupaj,pred več kot letom ali nikoli,24
2011,Švedska,16-24,skupaj,pred več kot letom ali nikoli,20
2011,Švedska,25-54,skupaj,pred več kot letom ali nikoli,19
2011,Švedska,55-74,skupaj,pred več kot letom ali nikoli,36
2011,Švedska,16-24,moški,pred več kot letom ali nikoli,15
2011,Švedska,16-24,ženske,pred več kot letom ali nikoli,25
2011,Švedska,25-54,moški,pred več kot letom ali nikoli,19
2011,Švedska,25-54,ženske,pred več kot letom ali nikoli,19
2011,Švedska,55-74,moški,pred več kot letom ali nikoli,32
2011,Švedska,55-74,ženske,pred več kot letom ali nikoli,40
2012,EU28,skupaj,skupaj,v zadnjih 3. mesecih,35
2012,EU28,16-24,skupaj,v zadnjih 3. mesecih,40
2012,EU28,25-54,skupaj,v zadnjih 3. mesecih,42
2012,EU28,55-74,skupaj,v zadnjih 3. mesecih,19
2012,EU28,16-24,moški,v zadnjih 3. mesecih,40
2012,EU28,16-24,ženske,v zadnjih 3. mesecih,40
2012,EU28,25-54,moški,v zadnjih 3. mesecih,43
2012,EU28,25-54,ženske,v zadnjih 3. mesecih,41
2012,EU28,55-74,moški,v zadnjih 3. mesecih,22
2012,EU28,55-74,ženske,v zadnjih 3. mesecih,16
2012,Belgija,skupaj,skupaj,v zadnjih 3. mesecih,33
2012,Belgija,16-24,skupaj,v zadnjih 3. mesecih,36
2012,Belgija,25-54,skupaj,v zadnjih 3. mesecih,41
2012,Belgija,55-74,skupaj,v zadnjih 3. mesecih,16
2012,Belgija,16-24,moški,v zadnjih 3. mesecih,39
2012,Belgija,16-24,ženske,v zadnjih 3. mesecih,32
2012,Belgija,25-54,moški,v zadnjih 3. mesecih,45
2012,Belgija,25-54,ženske,v zadnjih 3. mesecih,38
2012,Belgija,55-74,moški,v zadnjih 3. mesecih,19
2012,Belgija,55-74,ženske,v zadnjih 3. mesecih,12
2012,Bolgarija,skupaj,skupaj,v zadnjih 3. mesecih,6
2012,Bolgarija,16-24,skupaj,v zadnjih 3. mesecih,8
2012,Bolgarija,25-54,skupaj,v zadnjih 3. mesecih,8
2012,Bolgarija,55-74,skupaj,v zadnjih 3. mesecih,1
2012,Bolgarija,16-24,moški,v zadnjih 3. mesecih,8
2012,Bolgarija,16-24,ženske,v zadnjih 3. mesecih,8
2012,Bolgarija,25-54,moški,v zadnjih 3. mesecih,7
2012,Bolgarija,25-54,ženske,v zadnjih 3. mesecih,8
2012,Bolgarija,55-74,moški,v zadnjih 3. mesecih,1
2012,Bolgarija,55-74,ženske,v zadnjih 3. mesecih,1
2012,Češka,skupaj,skupaj,v zadnjih 3. mesecih,18
2012,Češka,16-24,skupaj,v zadnjih 3. mesecih,23
2012,Češka,25-54,skupaj,v zadnjih 3. mesecih,23
2012,Češka,55-74,skupaj,v zadnjih 3. mesecih,5
2012,Češka,16-24,moški,v zadnjih 3. mesecih,22
2012,Češka,16-24,ženske,v zadnjih 3. mesecih,24
2012,Češka,25-54,moški,v zadnjih 3. mesecih,23
2012,Češka,25-54,ženske,v zadnjih 3. mesecih,24
2012,Češka,55-74,moški,v zadnjih 3. mesecih,6
2012,Češka,55-74,ženske,v zadnjih 3. mesecih,5
2012,Danska,skupaj,skupaj,v zadnjih 3. mesecih,60
2012,Danska,16-24,skupaj,v zadnjih 3. mesecih,71
2012,Danska,25-54,skupaj,v zadnjih 3. mesecih,70
2012,Danska,55-74,skupaj,v zadnjih 3. mesecih,39
2012,Danska,16-24,moški,v zadnjih 3. mesecih,73
2012,Danska,16-24,ženske,v zadnjih 3. mesecih,68
2012,Danska,25-54,moški,v zadnjih 3. mesecih,69
2012,Danska,25-54,ženske,v zadnjih 3. mesecih,70
2012,Danska,55-74,moški,v zadnjih 3. mesecih,44
2012,Danska,55-74,ženske,v zadnjih 3. mesecih,35
2012,Nemčija,skupaj,skupaj,v zadnjih 3. mesecih,55
2012,Nemčija,16-24,skupaj,v zadnjih 3. mesecih,60
2012,Nemčija,25-54,skupaj,v zadnjih 3. mesecih,69
2012,Nemčija,55-74,skupaj,v zadnjih 3. mesecih,30
2012,Nemčija,16-24,moški,v zadnjih 3. mesecih,58
2012,Nemčija,16-24,ženske,v zadnjih 3. mesecih,61
2012,Nemčija,25-54,moški,v zadnjih 3. mesecih,69
2012,Nemčija,25-54,ženske,v zadnjih 3. mesecih,69
2012,Nemčija,55-74,moški,v zadnjih 3. mesecih,36
2012,Nemčija,55-74,ženske,v zadnjih 3. mesecih,24
2012,Estonija,skupaj,skupaj,v zadnjih 3. mesecih,17
2012,Estonija,16-24,skupaj,v zadnjih 3. mesecih,23
2012,Estonija,25-54,skupaj,v zadnjih 3. mesecih,22
2012,Estonija,55-74,skupaj,v zadnjih 3. mesecih,4
2012,Estonija,16-24,moški,v zadnjih 3. mesecih,18
2012,Estonija,16-24,ženske,v zadnjih 3. mesecih,27
2012,Estonija,25-54,moški,v zadnjih 3. mesecih,21
2012,Estonija,25-54,ženske,v zadnjih 3. mesecih,23
2012,Estonija,55-74,moški,v zadnjih 3. mesecih,4
2012,Estonija,55-74,ženske,v zadnjih 3. mesecih,4
2012,Irska,skupaj,skupaj,v zadnjih 3. mesecih,35
2012,Irska,16-24,skupaj,v zadnjih 3. mesecih,33
2012,Irska,25-54,skupaj,v zadnjih 3. mesecih,43
2012,Irska,55-74,skupaj,v zadnjih 3. mesecih,16
2012,Irska,16-24,moški,v zadnjih 3. mesecih,30
2012,Irska,16-24,ženske,v zadnjih 3. mesecih,37
2012,Irska,25-54,moški,v zadnjih 3. mesecih,42
2012,Irska,25-54,ženske,v zadnjih 3. mesecih,44
2012,Irska,55-74,moški,v zadnjih 3. mesecih,19
2012,Irska,55-74,ženske,v zadnjih 3. mesecih,14
2012,Grčija,skupaj,skupaj,v zadnjih 3. mesecih,16
2012,Grčija,16-24,skupaj,v zadnjih 3. mesecih,19
2012,Grčija,25-54,skupaj,v zadnjih 3. mesecih,22
2012,Grčija,55-74,skupaj,v zadnjih 3. mesecih,2
2012,Grčija,16-24,moški,v zadnjih 3. mesecih,18
2012,Grčija,16-24,ženske,v zadnjih 3. mesecih,19
2012,Grčija,25-54,moški,v zadnjih 3. mesecih,25
2012,Grčija,25-54,ženske,v zadnjih 3. mesecih,18
2012,Grčija,55-74,moški,v zadnjih 3. mesecih,2
2012,Grčija,55-74,ženske,v zadnjih 3. mesecih,2
2012,Španija,skupaj,skupaj,v zadnjih 3. mesecih,22
2012,Španija,16-24,skupaj,v zadnjih 3. mesecih,27
2012,Španija,25-54,skupaj,v zadnjih 3. mesecih,27
2012,Španija,55-74,skupaj,v zadnjih 3. mesecih,7
2012,Španija,16-24,moški,v zadnjih 3. mesecih,30
2012,Španija,16-24,ženske,v zadnjih 3. mesecih,23
2012,Španija,25-54,moški,v zadnjih 3. mesecih,30
2012,Španija,25-54,ženske,v zadnjih 3. mesecih,24
2012,Španija,55-74,moški,v zadnjih 3. mesecih,9
2012,Španija,55-74,ženske,v zadnjih 3. mesecih,5
2012,Francija,skupaj,skupaj,v zadnjih 3. mesecih,42
2012,Francija,16-24,skupaj,v zadnjih 3. mesecih,48
2012,Francija,25-54,skupaj,v zadnjih 3. mesecih,49
2012,Francija,55-74,skupaj,v zadnjih 3. mesecih,26
2012,Francija,16-24,moški,v zadnjih 3. mesecih,49
2012,Francija,16-24,ženske,v zadnjih 3. mesecih,46
2012,Francija,25-54,moški,v zadnjih 3. mesecih,50
2012,Francija,25-54,ženske,v zadnjih 3. mesecih,49
2012,Francija,55-74,moški,v zadnjih 3. mesecih,30
2012,Francija,55-74,ženske,v zadnjih 3. mesecih,23
2012,Hrvaška,skupaj,skupaj,v zadnjih 3. mesecih,16
2012,Hrvaška,16-24,skupaj,v zadnjih 3. mesecih,30
2012,Hrvaška,25-54,skupaj,v zadnjih 3. mesecih,21
2012,Hrvaška,55-74,skupaj,v zadnjih 3. mesecih,2
2012,Hrvaška,16-24,moški,v zadnjih 3. mesecih,33
2012,Hrvaška,16-24,ženske,v zadnjih 3. mesecih,26
2012,Hrvaška,25-54,moški,v zadnjih 3. mesecih,26
2012,Hrvaška,25-54,ženske,v zadnjih 3. mesecih,15
2012,Hrvaška,55-74,moški,v zadnjih 3. mesecih,3
2012,Hrvaška,55-74,ženske,v zadnjih 3. mesecih,2
2012,Italija,skupaj,skupaj,v zadnjih 3. mesecih,11
2012,Italija,16-24,skupaj,v zadnjih 3. mesecih,14
2012,Italija,25-54,skupaj,v zadnjih 3. mesecih,14
2012,Italija,55-74,skupaj,v zadnjih 3. mesecih,4
2012,Italija,16-24,moški,v zadnjih 3. mesecih,15
2012,Italija,16-24,ženske,v zadnjih 3. mesecih,12
2012,Italija,25-54,moški,v zadnjih 3. mesecih,17
