leto,drzava,starostna skupina,spol,zadnji e-nakup,odstotek
2015,Češka,55-74,ženske,med 3. in 7. meseci,9
2015,Danska,skupaj,skupaj,med 3. in 7. meseci,12
2015,Danska,16-24,skupaj,med 3. in 7. meseci,17
2015,Danska,25-54,skupaj,med 3. in 7. meseci,9
2015,Danska,55-74,skupaj,med 3. in 7. meseci,12
2015,Danska,16-24,moški,med 3. in 7. meseci,17
2015,Danska,16-24,ženske,med 3. in 7. meseci,17
2015,Danska,25-54,moški,med 3. in 7. meseci,8
2015,Danska,25-54,ženske,med 3. in 7. meseci,11
2015,Danska,55-74,moški,med 3. in 7. meseci,13
2015,Danska,55-74,ženske,med 3. in 7. meseci,12
2015,Nemčija,skupaj,skupaj,med 3. in 7. meseci,9
2015,Nemčija,16-24,skupaj,med 3. in 7. meseci,12
2015,Nemčija,25-54,skupaj,med 3. in 7. meseci,8
2015,Nemčija,55-74,skupaj,med 3. in 7. meseci,10
2015,Nemčija,16-24,moški,med 3. in 7. meseci,12
2015,Nemčija,16-24,ženske,med 3. in 7. meseci,12
2015,Nemčija,25-54,moški,med 3. in 7. meseci,8
2015,Nemčija,25-54,ženske,med 3. in 7. meseci,9
2015,Nemčija,55-74,moški,med 3. in 7. meseci,11
2015,Nemčija,55-74,ženske,med 3. in 7. meseci,8
2015,Estonija,skupaj,skupaj,med 3. in 7. meseci,13
2015,Estonija,16-24,skupaj,med 3. in 7. meseci,18
2015,Estonija,25-54,skupaj,med 3. in 7. meseci,15
2015,Estonija,55-74,skupaj,med 3. in 7. meseci,7
2015,Estonija,16-24,moški,med 3. in 7. meseci,15
2015,Estonija,16-24,ženske,med 3. in 7. meseci,21
2015,Estonija,25-54,moški,med 3. in 7. meseci,14
2015,Estonija,25-54,ženske,med 3. in 7. meseci,17
2015,Estonija,55-74,moški,med 3. in 7. meseci,7
2015,Estonija,55-74,ženske,med 3. in 7. meseci,7
2015,Irska,skupaj,skupaj,med 3. in 7. meseci,8
2015,Irska,16-24,skupaj,med 3. in 7. meseci,14
2015,Irska,25-54,skupaj,med 3. in 7. meseci,8
2015,Irska,55-74,skupaj,med 3. in 7. meseci,4
2015,Irska,16-24,moški,med 3. in 7. meseci,18
2015,Irska,16-24,ženske,med 3. in 7. meseci,9
2015,Irska,25-54,moški,med 3. in 7. meseci,7
2015,Irska,25-54,ženske,med 3. in 7. meseci,8
2015,Irska,55-74,moški,med 3. in 7. meseci,5
2015,Irska,55-74,ženske,med 3. in 7. meseci,4
2015,Grčija,skupaj,skupaj,med 3. in 7. meseci,8
2015,Grčija,16-24,skupaj,med 3. in 7. meseci,12
2015,Grčija,25-54,skupaj,med 3. in 7. meseci,10
2015,Grčija,55-74,skupaj,med 3. in 7. meseci,2
2015,Grčija,16-24,moški,med 3. in 7. meseci,16
2015,Grčija,16-24,ženske,med 3. in 7. meseci,9
2015,Grčija,25-54,moški,med 3. in 7. meseci,11
2015,Grčija,25-54,ženske,med 3. in 7. meseci,9
2015,Grčija,55-74,moški,med 3. in 7. meseci,3
2015,Grčija,55-74,ženske,med 3. in 7. meseci,2
2015,Španija,skupaj,skupaj,med 3. in 7. meseci,10
2015,Španija,16-24,skupaj,med 3. in 7. meseci,14
2015,Španija,25-54,skupaj,med 3. in 7. meseci,12
2015,Španija,55-74,skupaj,med 3. in 7. meseci,5
2015,Španija,16-24,moški,med 3. in 7. meseci,14
2015,Španija,16-24,ženske,med 3. in 7. meseci,14
2015,Španija,25-54,moški,med 3. in 7. meseci,13
2015,Španija,25-54,ženske,med 3. in 7. meseci,11
2015,Španija,55-74,moški,med 3. in 7. meseci,7
2015,Španija,55-74,ženske,med 3. in 7. meseci,3
2015,Francija,skupaj,skupaj,med 3. in 7. meseci,15
2015,Francija,16-24,skupaj,med 3. in 7. meseci,21
2015,Francija,25-54,skupaj,med 3. in 7. meseci,16
2015,Francija,55-74,skupaj,med 3. in 7. meseci,12
2015,Francija,16-24,moški,med 3. in 7. meseci,20
2015,Francija,16-24,ženske,med 3. in 7. meseci,22
2015,Francija,25-54,moški,med 3. in 7. meseci,15
2015,Francija,25-54,ženske,med 3. in 7. meseci,16
2015,Francija,55-74,moški,med 3. in 7. meseci,12
2015,Francija,55-74,ženske,med 3. in 7. meseci,12
2015,Hrvaška,skupaj,skupaj,med 3. in 7. meseci,5
2015,Hrvaška,16-24,skupaj,med 3. in 7. meseci,9
2015,Hrvaška,25-54,skupaj,med 3. in 7. meseci,7
2015,Hrvaška,55-74,skupaj,med 3. in 7. meseci,1
2015,Hrvaška,16-24,moški,med 3. in 7. meseci,11
2015,Hrvaška,16-24,ženske,med 3. in 7. meseci,7
2015,Hrvaška,25-54,moški,med 3. in 7. meseci,6
2015,Hrvaška,25-54,ženske,med 3. in 7. meseci,7
2015,Hrvaška,55-74,moški,med 3. in 7. meseci,1
2015,Hrvaška,55-74,ženske,med 3. in 7. meseci,1
2015,Italija,skupaj,skupaj,med 3. in 7. meseci,8
2015,Italija,16-24,skupaj,med 3. in 7. meseci,12
2015,Italija,25-54,skupaj,med 3. in 7. meseci,10
2015,Italija,55-74,skupaj,med 3. in 7. meseci,4
2015,Italija,16-24,moški,med 3. in 7. meseci,12
2015,Italija,16-24,ženske,med 3. in 7. meseci,12
2015,Italija,25-54,moški,med 3. in 7. meseci,11
2015,Italija,25-54,ženske,med 3. in 7. meseci,9
2015,Italija,55-74,moški,med 3. in 7. meseci,6
2015,Italija,55-74,ženske,med 3. in 7. meseci,3
2015,Ciper,skupaj,skupaj,med 3. in 7. meseci,5
2015,Ciper,16-24,skupaj,med 3. in 7. meseci,6
2015,Ciper,25-54,skupaj,med 3. in 7. meseci,5
2015,Ciper,55-74,skupaj,med 3. in 7. meseci,2
2015,Ciper,16-24,moški,med 3. in 7. meseci,7
2015,Ciper,16-24,ženske,med 3. in 7. meseci,6
2015,Ciper,25-54,moški,med 3. in 7. meseci,6
2015,Ciper,25-54,ženske,med 3. in 7. meseci,5
2015,Ciper,55-74,moški,med 3. in 7. meseci,2
2015,Ciper,55-74,ženske,med 3. in 7. meseci,1
2015,Latvija,skupaj,skupaj,med 3. in 7. meseci,11
2015,Latvija,16-24,skupaj,med 3. in 7. meseci,13
2015,Latvija,25-54,skupaj,med 3. in 7. meseci,14
2015,Latvija,55-74,skupaj,med 3. in 7. meseci,5
2015,Latvija,16-24,moški,med 3. in 7. meseci,13
2015,Latvija,16-24,ženske,med 3. in 7. meseci,13
2015,Latvija,25-54,moški,med 3. in 7. meseci,14
2015,Latvija,25-54,ženske,med 3. in 7. meseci,14
2015,Latvija,55-74,moški,med 3. in 7. meseci,4
2015,Latvija,55-74,ženske,med 3. in 7. meseci,5
2015,Litva,skupaj,skupaj,med 3. in 7. meseci,10
2015,Litva,16-24,skupaj,med 3. in 7. meseci,16
2015,Litva,25-54,skupaj,med 3. in 7. meseci,12
2015,Litva,55-74,skupaj,med 3. in 7. meseci,2
2015,Litva,16-24,moški,med 3. in 7. meseci,14
2015,Litva,16-24,ženske,med 3. in 7. meseci,18
2015,Litva,25-54,moški,med 3. in 7. meseci,11
2015,Litva,25-54,ženske,med 3. in 7. meseci,13
2015,Litva,55-74,moški,med 3. in 7. meseci,3
2015,Litva,55-74,ženske,med 3. in 7. meseci,2
2015,Luksemburg,skupaj,skupaj,med 3. in 7. meseci,14
2015,Luksemburg,16-24,skupaj,med 3. in 7. meseci,19
2015,Luksemburg,25-54,skupaj,med 3. in 7. meseci,12
2015,Luksemburg,55-74,skupaj,med 3. in 7. meseci,12
2015,Luksemburg,16-24,moški,med 3. in 7. meseci,15
2015,Luksemburg,16-24,ženske,med 3. in 7. meseci,23
2015,Luksemburg,25-54,moški,med 3. in 7. meseci,12
2015,Luksemburg,25-54,ženske,med 3. in 7. meseci,12
2015,Luksemburg,55-74,moški,med 3. in 7. meseci,11
2015,Luksemburg,55-74,ženske,med 3. in 7. meseci,13
2015,Madžarska,skupaj,skupaj,med 3. in 7. meseci,13
2015,Madžarska,16-24,skupaj,med 3. in 7. meseci,17
2015,Madžarska,25-54,skupaj,med 3. in 7. meseci,16
2015,Madžarska,55-74,skupaj,med 3. in 7. meseci,5
2015,Madžarska,16-24,moški,med 3. in 7. meseci,18
2015,Madžarska,16-24,ženske,med 3. in 7. meseci,15
2015,Madžarska,25-54,moški,med 3. in 7. meseci,18
2015,Madžarska,25-54,ženske,med 3. in 7. meseci,15
2015,Madžarska,55-74,moški,med 3. in 7. meseci,6
2015,Madžarska,55-74,ženske,med 3. in 7. meseci,4
2015,Malta,skupaj,skupaj,med 3. in 7. meseci,7
2015,Malta,16-24,skupaj,med 3. in 7. meseci,9
2015,Malta,25-54,skupaj,med 3. in 7. meseci,9
2015,Malta,55-74,skupaj,med 3. in 7. meseci,4
2015,Malta,16-24,moški,med 3. in 7. meseci,14
2015,Malta,16-24,ženske,med 3. in 7. meseci,4
2015,Malta,25-54,moški,med 3. in 7. meseci,9
2015,Malta,25-54,ženske,med 3. in 7. meseci,8
2015,Malta,55-74,moški,med 3. in 7. meseci,3
2015,Malta,55-74,ženske,med 3. in 7. meseci,5
2015,Nizozemska,skupaj,skupaj,med 3. in 7. meseci,12
2015,Nizozemska,16-24,skupaj,med 3. in 7. meseci,18
2015,Nizozemska,25-54,skupaj,med 3. in 7. meseci,10
2015,Nizozemska,55-74,skupaj,med 3. in 7. meseci,11
2015,Nizozemska,16-24,moški,med 3. in 7. meseci,20
2015,Nizozemska,16-24,ženske,med 3. in 7. meseci,16
2015,Nizozemska,25-54,moški,med 3. in 7. meseci,9
2015,Nizozemska,25-54,ženske,med 3. in 7. meseci,12
2015,Nizozemska,55-74,moški,med 3. in 7. meseci,11
2015,Nizozemska,55-74,ženske,med 3. in 7. meseci,12
2015,Avstrija,skupaj,skupaj,med 3. in 7. meseci,11
2015,Avstrija,16-24,skupaj,med 3. in 7. meseci,20
2015,Avstrija,25-54,skupaj,med 3. in 7. meseci,12
2015,Avstrija,55-74,skupaj,med 3. in 7. meseci,6
2015,Avstrija,16-24,moški,med 3. in 7. meseci,21
2015,Avstrija,16-24,ženske,med 3. in 7. meseci,19
2015,Avstrija,25-54,moški,med 3. in 7. meseci,12
2015,Avstrija,25-54,ženske,med 3. in 7. meseci,12
2015,Avstrija,55-74,moški,med 3. in 7. meseci,7
2015,Avstrija,55-74,ženske,med 3. in 7. meseci,6
2015,Poljska,skupaj,skupaj,med 3. in 7. meseci,13
2015,Poljska,16-24,skupaj,med 3. in 7. meseci,21
2015,Poljska,25-54,skupaj,med 3. in 7. meseci,16
2015,Poljska,55-74,skupaj,med 3. in 7. meseci,5
2015,Poljska,16-24,moški,med 3. in 7. meseci,24
2015,Poljska,16-24,ženske,med 3. in 7. meseci,17
2015,Poljska,25-54,moški,med 3. in 7. meseci,18
2015,Poljska,25-54,ženske,med 3. in 7. meseci,14
2015,Poljska,55-74,moški,med 3. in 7. meseci,6
2015,Poljska,55-74,ženske,med 3. in 7. meseci,4
2015,Portugalska,skupaj,skupaj,med 3. in 7. meseci,8
2015,Portugalska,16-24,skupaj,med 3. in 7. meseci,15
2015,Portugalska,25-54,skupaj,med 3. in 7. meseci,10
2015,Portugalska,55-74,skupaj,med 3. in 7. meseci,2
2015,Portugalska,16-24,moški,med 3. in 7. meseci,17
2015,Portugalska,16-24,ženske,med 3. in 7. meseci,14
2015,Portugalska,25-54,moški,med 3. in 7. meseci,11
2015,Portugalska,25-54,ženske,med 3. in 7. meseci,10
2015,Portugalska,55-74,moški,med 3. in 7. meseci,2
2015,Portugalska,55-74,ženske,med 3. in 7. meseci,2
2015,Romunija,skupaj,skupaj,med 3. in 7. meseci,3
2015,Romunija,16-24,skupaj,med 3. in 7. meseci,5
2015,Romunija,25-54,skupaj,med 3. in 7. meseci,4
2015,Romunija,55-74,skupaj,med 3. in 7. meseci,1
2015,Romunija,16-24,moški,med 3. in 7. meseci,6
2015,Romunija,16-24,ženske,med 3. in 7. meseci,5
2015,Romunija,25-54,moški,med 3. in 7. meseci,4
2015,Romunija,25-54,ženske,med 3. in 7. meseci,4
2015,Romunija,55-74,moški,med 3. in 7. meseci,1
2015,Romunija,55-74,ženske,med 3. in 7. meseci,1
2015,Slovenija,skupaj,skupaj,med 3. in 7. meseci,11
2015,Slovenija,16-24,skupaj,med 3. in 7. meseci,18
2015,Slovenija,25-54,skupaj,med 3. in 7. meseci,14
2015,Slovenija,55-74,skupaj,med 3. in 7. meseci,4
2015,Slovenija,16-24,moški,med 3. in 7. meseci,18
2015,Slovenija,16-24,ženske,med 3. in 7. meseci,17
2015,Slovenija,25-54,moški,med 3. in 7. meseci,15
2015,Slovenija,25-54,ženske,med 3. in 7. meseci,12
2015,Slovenija,55-74,moški,med 3. in 7. meseci,3
2015,Slovenija,55-74,ženske,med 3. in 7. meseci,4
2015,Slovaška,skupaj,skupaj,med 3. in 7. meseci,15
2015,Slovaška,16-24,skupaj,med 3. in 7. meseci,19
2015,Slovaška,25-54,skupaj,med 3. in 7. meseci,19
2015,Slovaška,55-74,skupaj,med 3. in 7. meseci,6
2015,Slovaška,16-24,moški,med 3. in 7. meseci,19
2015,Slovaška,16-24,ženske,med 3. in 7. meseci,19
2015,Slovaška,25-54,moški,med 3. in 7. meseci,16
2015,Slovaška,25-54,ženske,med 3. in 7. meseci,21
2015,Slovaška,55-74,moški,med 3. in 7. meseci,7
2015,Slovaška,55-74,ženske,med 3. in 7. meseci,5
2015,Finska,skupaj,skupaj,med 3. in 7. meseci,20
2015,Finska,16-24,skupaj,med 3. in 7. meseci,27
2015,Finska,25-54,skupaj,med 3. in 7. meseci,21
2015,Finska,55-74,skupaj,med 3. in 7. meseci,16
2015,Finska,16-24,moški,med 3. in 7. meseci,25
2015,Finska,16-24,ženske,med 3. in 7. meseci,30
2015,Finska,25-54,moški,med 3. in 7. meseci,20
2015,Finska,25-54,ženske,med 3. in 7. meseci,22
2015,Finska,55-74,moški,med 3. in 7. meseci,16
2015,Finska,55-74,ženske,med 3. in 7. meseci,16
2015,Švedska,skupaj,skupaj,med 3. in 7. meseci,15
2015,Švedska,16-24,skupaj,med 3. in 7. meseci,15
2015,Švedska,25-54,skupaj,med 3. in 7. meseci,17
2015,Švedska,55-74,skupaj,med 3. in 7. meseci,11
2015,Švedska,16-24,moški,med 3. in 7. meseci,15
2015,Švedska,16-24,ženske,med 3. in 7. meseci,16
2015,Švedska,25-54,moški,med 3. in 7. meseci,19
2015,Švedska,25-54,ženske,med 3. in 7. meseci,15
2015,Švedska,55-74,moški,med 3. in 7. meseci,12
2015,Švedska,55-74,ženske,med 3. in 7. meseci,10
2015,EU28,skupaj,skupaj,v zadnjih 12. mesecih,53
2015,EU28,16-24,skupaj,v zadnjih 12. mesecih,66
2015,EU28,25-54,skupaj,v zadnjih 12. mesecih,61
2015,EU28,55-74,skupaj,v zadnjih 12. mesecih,32
2015,EU28,16-24,moški,v zadnjih 12. mesecih,66
2015,EU28,16-24,ženske,v zadnjih 12. mesecih,66
2015,EU28,25-54,moški,v zadnjih 12. mesecih,62
2015,EU28,25-54,ženske,v zadnjih 12. mesecih,61
2015,EU28,55-74,moški,v zadnjih 12. mesecih,37
2015,EU28,55-74,ženske,v zadnjih 12. mesecih,28
2015,Belgija,skupaj,skupaj,v zadnjih 12. mesecih,55
2015,Belgija,16-24,skupaj,v zadnjih 12. mesecih,67
2015,Belgija,25-54,skupaj,v zadnjih 12. mesecih,65
2015,Belgija,55-74,skupaj,v zadnjih 12. mesecih,32
2015,Belgija,16-24,moški,v zadnjih 12. mesecih,69
2015,Belgija,16-24,ženske,v zadnjih 12. mesecih,64
2015,Belgija,25-54,moški,v zadnjih 12. mesecih,63
2015,Belgija,25-54,ženske,v zadnjih 12. mesecih,66
2015,Belgija,55-74,moški,v zadnjih 12. mesecih,37
2015,Belgija,55-74,ženske,v zadnjih 12. mesecih,27
2015,Bolgarija,skupaj,skupaj,v zadnjih 12. mesecih,18
2015,Bolgarija,16-24,skupaj,v zadnjih 12. mesecih,34
2015,Bolgarija,25-54,skupaj,v zadnjih 12. mesecih,24
2015,Bolgarija,55-74,skupaj,v zadnjih 12. mesecih,3
2015,Bolgarija,16-24,moški,v zadnjih 12. mesecih,36
2015,Bolgarija,16-24,ženske,v zadnjih 12. mesecih,33
2015,Bolgarija,25-54,moški,v zadnjih 12. mesecih,23
2015,Bolgarija,25-54,ženske,v zadnjih 12. mesecih,26
2015,Bolgarija,55-74,moški,v zadnjih 12. mesecih,3
2015,Bolgarija,55-74,ženske,v zadnjih 12. mesecih,3
2015,Češka,skupaj,skupaj,v zadnjih 12. mesecih,45
2015,Češka,16-24,skupaj,v zadnjih 12. mesecih,61
2015,Češka,25-54,skupaj,v zadnjih 12. mesecih,56
2015,Češka,55-74,skupaj,v zadnjih 12. mesecih,20
2015,Češka,16-24,moški,v zadnjih 12. mesecih,61
2015,Češka,16-24,ženske,v zadnjih 12. mesecih,60
2015,Češka,25-54,moški,v zadnjih 12. mesecih,56
2015,Češka,25-54,ženske,v zadnjih 12. mesecih,57
2015,Češka,55-74,moški,v zadnjih 12. mesecih,21
2015,Češka,55-74,ženske,v zadnjih 12. mesecih,18
2015,Danska,skupaj,skupaj,v zadnjih 12. mesecih,79
2015,Danska,16-24,skupaj,v zadnjih 12. mesecih,88
2015,Danska,25-54,skupaj,v zadnjih 12. mesecih,86
2015,Danska,55-74,skupaj,v zadnjih 12. mesecih,62
2015,Danska,16-24,moški,v zadnjih 12. mesecih,87
2015,Danska,16-24,ženske,v zadnjih 12. mesecih,90
2015,Danska,25-54,moški,v zadnjih 12. mesecih,85
2015,Danska,25-54,ženske,v zadnjih 12. mesecih,87
2015,Danska,55-74,moški,v zadnjih 12. mesecih,64
2015,Danska,55-74,ženske,v zadnjih 12. mesecih,60
2015,Nemčija,skupaj,skupaj,v zadnjih 12. mesecih,73
2015,Nemčija,16-24,skupaj,v zadnjih 12. mesecih,80
2015,Nemčija,25-54,skupaj,v zadnjih 12. mesecih,85
2015,Nemčija,55-74,skupaj,v zadnjih 12. mesecih,50
2015,Nemčija,16-24,moški,v zadnjih 12. mesecih,79
2015,Nemčija,16-24,ženske,v zadnjih 12. mesecih,82
2015,Nemčija,25-54,moški,v zadnjih 12. mesecih,84
2015,Nemčija,25-54,ženske,v zadnjih 12. mesecih,86
2015,Nemčija,55-74,moški,v zadnjih 12. mesecih,56
2015,Nemčija,55-74,ženske,v zadnjih 12. mesecih,44
2015,Estonija,skupaj,skupaj,v zadnjih 12. mesecih,59
2015,Estonija,16-24,skupaj,v zadnjih 12. mesecih,76
2015,Estonija,25-54,skupaj,v zadnjih 12. mesecih,72
2015,Estonija,55-74,skupaj,v zadnjih 12. mesecih,28
2015,Estonija,16-24,moški,v zadnjih 12. mesecih,72
2015,Estonija,16-24,ženske,v zadnjih 12. mesecih,80
2015,Estonija,25-54,moški,v zadnjih 12. mesecih,68
2015,Estonija,25-54,ženske,v zadnjih 12. mesecih,76
2015,Estonija,55-74,moški,v zadnjih 12. mesecih,29
2015,Estonija,55-74,ženske,v zadnjih 12. mesecih,27
2015,Irska,skupaj,skupaj,v zadnjih 12. mesecih,51
2015,Irska,16-24,skupaj,v zadnjih 12. mesecih,68
2015,Irska,25-54,skupaj,v zadnjih 12. mesecih,59
2015,Irska,55-74,skupaj,v zadnjih 12. mesecih,23
2015,Irska,16-24,moški,v zadnjih 12. mesecih,69
2015,Irska,16-24,ženske,v zadnjih 12. mesecih,66
2015,Irska,25-54,moški,v zadnjih 12. mesecih,57
2015,Irska,25-54,ženske,v zadnjih 12. mesecih,62
2015,Irska,55-74,moški,v zadnjih 12. mesecih,24
2015,Irska,55-74,ženske,v zadnjih 12. mesecih,22
2015,Grčija,skupaj,skupaj,v zadnjih 12. mesecih,32
2015,Grčija,16-24,skupaj,v zadnjih 12. mesecih,47
2015,Grčija,25-54,skupaj,v zadnjih 12. mesecih,41
2015,Grčija,55-74,skupaj,v zadnjih 12. mesecih,9
2015,Grčija,16-24,moški,v zadnjih 12. mesecih,56
2015,Grčija,16-24,ženske,v zadnjih 12. mesecih,38
2015,Grčija,25-54,moški,v zadnjih 12. mesecih,44
2015,Grčija,25-54,ženske,v zadnjih 12. mesecih,37
2015,Grčija,55-74,moški,v zadnjih 12. mesecih,11
2015,Grčija,55-74,ženske,v zadnjih 12. mesecih,7
2015,Španija,skupaj,skupaj,v zadnjih 12. mesecih,42
2015,Španija,16-24,skupaj,v zadnjih 12. mesecih,54
2015,Španija,25-54,skupaj,v zadnjih 12. mesecih,51
2015,Španija,55-74,skupaj,v zadnjih 12. mesecih,18
2015,Španija,16-24,moški,v zadnjih 12. mesecih,54
2015,Španija,16-24,ženske,v zadnjih 12. mesecih,54
2015,Španija,25-54,moški,v zadnjih 12. mesecih,53
2015,Španija,25-54,ženske,v zadnjih 12. mesecih,50
2015,Španija,55-74,moški,v zadnjih 12. mesecih,24
2015,Španija,55-74,ženske,v zadnjih 12. mesecih,13
2015,Francija,skupaj,skupaj,v zadnjih 12. mesecih,65
2015,Francija,16-24,skupaj,v zadnjih 12. mesecih,76
2015,Francija,25-54,skupaj,v zadnjih 12. mesecih,74
2015,Francija,55-74,skupaj,v zadnjih 12. mesecih,43
2015,Francija,16-24,moški,v zadnjih 12. mesecih,75
2015,Francija,16-24,ženske,v zadnjih 12. mesecih,77
2015,Francija,25-54,moški,v zadnjih 12. mesecih,73
2015,Francija,25-54,ženske,v zadnjih 12. mesecih,75
2015,Francija,55-74,moški,v zadnjih 12. mesecih,47
2015,Francija,55-74,ženske,v zadnjih 12. mesecih,39
2015,Hrvaška,skupaj,skupaj,v zadnjih 12. mesecih,31
2015,Hrvaška,16-24,skupaj,v zadnjih 12. mesecih,60
2015,Hrvaška,25-54,skupaj,v zadnjih 12. mesecih,40
2015,Hrvaška,55-74,skupaj,v zadnjih 12. mesecih,8
2015,Hrvaška,16-24,moški,v zadnjih 12. mesecih,61
2015,Hrvaška,16-24,ženske,v zadnjih 12. mesecih,58
2015,Hrvaška,25-54,moški,v zadnjih 12. mesecih,44
2015,Hrvaška,25-54,ženske,v zadnjih 12. mesecih,36
2015,Hrvaška,55-74,moški,v zadnjih 12. mesecih,9
2015,Hrvaška,55-74,ženske,v zadnjih 12. mesecih,7
2015,Italija,skupaj,skupaj,v zadnjih 12. mesecih,26
2015,Italija,16-24,skupaj,v zadnjih 12. mesecih,36
2015,Italija,25-54,skupaj,v zadnjih 12. mesecih,32
2015,Italija,55-74,skupaj,v zadnjih 12. mesecih,12
2015,Italija,16-24,moški,v zadnjih 12. mesecih,37
2015,Italija,16-24,ženske,v zadnjih 12. mesecih,34
2015,Italija,25-54,moški,v zadnjih 12. mesecih,36
2015,Italija,25-54,ženske,v zadnjih 12. mesecih,28
2015,Italija,55-74,moški,v zadnjih 12. mesecih,18
2015,Italija,55-74,ženske,v zadnjih 12. mesecih,8
2015,Ciper,skupaj,skupaj,v zadnjih 12. mesecih,23
2015,Ciper,16-24,skupaj,v zadnjih 12. mesecih,33
2015,Ciper,25-54,skupaj,v zadnjih 12. mesecih,27
2015,Ciper,55-74,skupaj,v zadnjih 12. mesecih,7
2015,Ciper,16-24,moški,v zadnjih 12. mesecih,33
2015,Ciper,16-24,ženske,v zadnjih 12. mesecih,32
2015,Ciper,25-54,moški,v zadnjih 12. mesecih,29
2015,Ciper,25-54,ženske,v zadnjih 12. mesecih,26
2015,Ciper,55-74,moški,v zadnjih 12. mesecih,10
2015,Ciper,55-74,ženske,v zadnjih 12. mesecih,5
2015,Latvija,skupaj,skupaj,v zadnjih 12. mesecih,38
2015,Latvija,16-24,skupaj,v zadnjih 12. mesecih,54
2015,Latvija,25-54,skupaj,v zadnjih 12. mesecih,51
2015,Latvija,55-74,skupaj,v zadnjih 12. mesecih,12
2015,Latvija,16-24,moški,v zadnjih 12. mesecih,50
2015,Latvija,16-24,ženske,v zadnjih 12. mesecih,58
2015,Latvija,25-54,moški,v zadnjih 12. mesecih,44
2015,Latvija,25-54,ženske,v zadnjih 12. mesecih,56
2015,Latvija,55-74,moški,v zadnjih 12. mesecih,11
2015,Latvija,55-74,ženske,v zadnjih 12. mesecih,12
2015,Litva,skupaj,skupaj,v zadnjih 12. mesecih,32
2015,Litva,16-24,skupaj,v zadnjih 12. mesecih,50
2015,Litva,25-54,skupaj,v zadnjih 12. mesecih,40
2015,Litva,55-74,skupaj,v zadnjih 12. mesecih,7
2015,Litva,16-24,moški,v zadnjih 12. mesecih,43
2015,Litva,16-24,ženske,v zadnjih 12. mesecih,57
2015,Litva,25-54,moški,v zadnjih 12. mesecih,36
2015,Litva,25-54,ženske,v zadnjih 12. mesecih,44
2015,Litva,55-74,moški,v zadnjih 12. mesecih,8
2015,Litva,55-74,ženske,v zadnjih 12. mesecih,6
2015,Luksemburg,skupaj,skupaj,v zadnjih 12. mesecih,78
2015,Luksemburg,16-24,skupaj,v zadnjih 12. mesecih,77
2015,Luksemburg,25-54,skupaj,v zadnjih 12. mesecih,83
2015,Luksemburg,55-74,skupaj,v zadnjih 12. mesecih,63
2015,Luksemburg,16-24,moški,v zadnjih 12. mesecih,81
2015,Luksemburg,16-24,ženske,v zadnjih 12. mesecih,74
2015,Luksemburg,25-54,moški,v zadnjih 12. mesecih,86
2015,Luksemburg,25-54,ženske,v zadnjih 12. mesecih,81
2015,Luksemburg,55-74,moški,v zadnjih 12. mesecih,70
2015,Luksemburg,55-74,ženske,v zadnjih 12. mesecih,56
2015,Madžarska,skupaj,skupaj,v zadnjih 12. mesecih,36
2015,Madžarska,16-24,skupaj,v zadnjih 12. mesecih,49
2015,Madžarska,25-54,skupaj,v zadnjih 12. mesecih,47
2015,Madžarska,55-74,skupaj,v zadnjih 12. mesecih,12
2015,Madžarska,16-24,moški,v zadnjih 12. mesecih,53
2015,Madžarska,16-24,ženske,v zadnjih 12. mesecih,45
2015,Madžarska,25-54,moški,v zadnjih 12. mesecih,49
2015,Madžarska,25-54,ženske,v zadnjih 12. mesecih,44
2015,Madžarska,55-74,moški,v zadnjih 12. mesecih,13
2015,Madžarska,55-74,ženske,v zadnjih 12. mesecih,11
2015,Malta,skupaj,skupaj,v zadnjih 12. mesecih,51
2015,Malta,16-24,skupaj,v zadnjih 12. mesecih,82
2015,Malta,25-54,skupaj,v zadnjih 12. mesecih,62
2015,Malta,55-74,skupaj,v zadnjih 12. mesecih,20
2015,Malta,16-24,moški,v zadnjih 12. mesecih,76
2015,Malta,16-24,ženske,v zadnjih 12. mesecih,89
2015,Malta,25-54,moški,v zadnjih 12. mesecih,66
2015,Malta,25-54,ženske,v zadnjih 12. mesecih,57
2015,Malta,55-74,moški,v zadnjih 12. mesecih,25
2015,Malta,55-74,ženske,v zadnjih 12. mesecih,16
2015,Nizozemska,skupaj,skupaj,v zadnjih 12. mesecih,71
2015,Nizozemska,16-24,skupaj,v zadnjih 12. mesecih,82
2015,Nizozemska,25-54,skupaj,v zadnjih 12. mesecih,79
2015,Nizozemska,55-74,skupaj,v zadnjih 12. mesecih,53
2015,Nizozemska,16-24,moški,v zadnjih 12. mesecih,81
2015,Nizozemska,16-24,ženske,v zadnjih 12. mesecih,83
2015,Nizozemska,25-54,moški,v zadnjih 12. mesecih,78
2015,Nizozemska,25-54,ženske,v zadnjih 12. mesecih,79
2015,Nizozemska,55-74,moški,v zadnjih 12. mesecih,58
2015,Nizozemska,55-74,ženske,v zadnjih 12. mesecih,48
2015,Avstrija,skupaj,skupaj,v zadnjih 12. mesecih,58
2015,Avstrija,16-24,skupaj,v zadnjih 12. mesecih,81
2015,Avstrija,25-54,skupaj,v zadnjih 12. mesecih,67
2015,Avstrija,55-74,skupaj,v zadnjih 12. mesecih,29
2015,Avstrija,16-24,moški,v zadnjih 12. mesecih,84
