leto,država,starostna skupina,spol,vrsta blaga,odstotek
2010,EU28,skupaj,skupaj,hrana / živila,13
2010,EU28,skupaj,skupaj,oprema doma,35
2010,EU28,skupaj,skupaj,oblačila / športna oprema,47
2010,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2010,EU28,skupaj,skupaj,računalniška strojna oprema,18
2010,EU28,skupaj,skupaj,elektronska oprema,25
2010,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,11
2010,EU28,skupaj,skupaj,vstopnice za prireditve,35
2010,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,51
2010,EU28,skupaj,skupaj,zdravila,10
2010,EU28,skupaj,skupaj,telekomunikacijske storitve,16
2010,EU28,skupaj,skupaj,drugo,11
2011,EU28,skupaj,skupaj,hrana / živila,15
2011,EU28,skupaj,skupaj,oprema doma,37
2011,EU28,skupaj,skupaj,oblačila / športna oprema,52
2011,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,57
2011,EU28,skupaj,skupaj,računalniška strojna oprema,19
2011,EU28,skupaj,skupaj,elektronska oprema,25
2011,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,10
2011,EU28,skupaj,skupaj,vstopnice za prireditve,37
2011,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,52
2011,EU28,skupaj,skupaj,zdravila,10
2011,EU28,skupaj,skupaj,telekomunikacijske storitve,17
2011,EU28,skupaj,skupaj,drugo,11
2012,EU28,skupaj,skupaj,hrana / živila,15
2012,EU28,skupaj,skupaj,oprema doma,38
2012,EU28,skupaj,skupaj,oblačila / športna oprema,54
2012,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2012,EU28,skupaj,skupaj,računalniška strojna oprema,18
2012,EU28,skupaj,skupaj,elektronska oprema,23
2012,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,12
2012,EU28,skupaj,skupaj,vstopnice za prireditve,38
2012,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,53
2012,EU28,skupaj,skupaj,zdravila,10
2012,EU28,skupaj,skupaj,telekomunikacijske storitve,18
2012,EU28,skupaj,skupaj,drugo,10
2013,EU28,skupaj,skupaj,hrana / živila,17
2013,EU28,skupaj,skupaj,oprema doma,41
2013,EU28,skupaj,skupaj,oblačila / športna oprema,57
2013,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2013,EU28,skupaj,skupaj,računalniška strojna oprema,18
2013,EU28,skupaj,skupaj,elektronska oprema,25
2013,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,12
2013,EU28,skupaj,skupaj,vstopnice za prireditve,38
2013,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,53
2013,EU28,skupaj,skupaj,zdravila,11
2013,EU28,skupaj,skupaj,telekomunikacijske storitve,20
2013,EU28,skupaj,skupaj,drugo,12
2014,EU28,skupaj,skupaj,hrana / živila,18
2014,EU28,skupaj,skupaj,oprema doma,41
2014,EU28,skupaj,skupaj,oblačila / športna oprema,59
2014,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,56
2014,EU28,skupaj,skupaj,računalniška strojna oprema,21
2014,EU28,skupaj,skupaj,elektronska oprema,27
2014,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,13
2014,EU28,skupaj,skupaj,vstopnice za prireditve,40
2014,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,54
2014,EU28,skupaj,skupaj,zdravila,11
2014,EU28,skupaj,skupaj,telekomunikacijske storitve,20
2014,EU28,skupaj,skupaj,drugo,12
2015,EU28,skupaj,skupaj,hrana / živila,18
2015,EU28,skupaj,skupaj,oprema doma,41
2015,EU28,skupaj,skupaj,oblačila / športna oprema,60
2015,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,52
2015,EU28,skupaj,skupaj,računalniška strojna oprema,18
2015,EU28,skupaj,skupaj,elektronska oprema,25
2015,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,11
2015,EU28,skupaj,skupaj,vstopnice za prireditve,37
2015,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,52
2015,EU28,skupaj,skupaj,zdravila,11
2015,EU28,skupaj,skupaj,telekomunikacijske storitve,18
2015,EU28,skupaj,skupaj,drugo,10
2016,EU28,skupaj,skupaj,hrana / živila,23
2016,EU28,skupaj,skupaj,oprema doma,44
2016,EU28,skupaj,skupaj,oblačila / športna oprema,61
2016,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,51
2016,EU28,skupaj,skupaj,računalniška strojna oprema,17
2016,EU28,skupaj,skupaj,elektronska oprema,24
2016,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,skupaj,skupaj,vstopnice za prireditve,38
2016,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,52
2016,EU28,skupaj,skupaj,zdravila,13
2016,EU28,skupaj,skupaj,telekomunikacijske storitve,18
2016,EU28,skupaj,skupaj,drugo,13
2017,EU28,skupaj,skupaj,hrana / živila,24
2017,EU28,skupaj,skupaj,oprema doma,46
2017,EU28,skupaj,skupaj,oblačila / športna oprema,64
2017,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2017,EU28,skupaj,skupaj,računalniška strojna oprema,18
2017,EU28,skupaj,skupaj,elektronska oprema,25
2017,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,skupaj,skupaj,vstopnice za prireditve,39
2017,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,53
2017,EU28,skupaj,skupaj,zdravila,13
2017,EU28,skupaj,skupaj,telekomunikacijske storitve,19
2017,EU28,skupaj,skupaj,drugo,15
2018,EU28,skupaj,skupaj,hrana / živila,25
2018,EU28,skupaj,skupaj,oprema doma,46
2018,EU28,skupaj,skupaj,oblačila / športna oprema,64
2018,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,52
2018,EU28,skupaj,skupaj,računalniška strojna oprema,17
2018,EU28,skupaj,skupaj,elektronska oprema,25
2018,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,EU28,skupaj,skupaj,vstopnice za prireditve,39
2018,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,53
2018,EU28,skupaj,skupaj,zdravila,14
2018,EU28,skupaj,skupaj,telekomunikacijske storitve,20
2018,EU28,skupaj,skupaj,drugo,19
2019,EU28,skupaj,skupaj,hrana / živila,27
2019,EU28,skupaj,skupaj,oprema doma,46
2019,EU28,skupaj,skupaj,oblačila / športna oprema,65
2019,EU28,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2019,EU28,skupaj,skupaj,računalniška strojna oprema,17
2019,EU28,skupaj,skupaj,elektronska oprema,28
2019,EU28,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,EU28,skupaj,skupaj,vstopnice za prireditve,41
2019,EU28,skupaj,skupaj,potovalne in počitniške nastanitve,54
2019,EU28,skupaj,skupaj,zdravila,16
2019,EU28,skupaj,skupaj,telekomunikacijske storitve,21
2019,EU28,skupaj,skupaj,drugo,17
2010,EU28,16-24,skupaj,hrana / živila,8
2010,EU28,16-24,skupaj,oprema doma,20
2010,EU28,16-24,skupaj,oblačila / športna oprema,52
2010,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,62
2010,EU28,16-24,skupaj,računalniška strojna oprema,18
2010,EU28,16-24,skupaj,elektronska oprema,24
2010,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,6
2010,EU28,16-24,skupaj,vstopnice za prireditve,32
2010,EU28,16-24,skupaj,potovalne in počitniške nastanitve,36
2010,EU28,16-24,skupaj,zdravila,3
2010,EU28,16-24,skupaj,telekomunikacijske storitve,13
2010,EU28,16-24,skupaj,drugo,10
2011,EU28,16-24,skupaj,hrana / živila,9
2011,EU28,16-24,skupaj,oprema doma,22
2011,EU28,16-24,skupaj,oblačila / športna oprema,59
2011,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2011,EU28,16-24,skupaj,računalniška strojna oprema,18
2011,EU28,16-24,skupaj,elektronska oprema,22
2011,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,5
2011,EU28,16-24,skupaj,vstopnice za prireditve,35
2011,EU28,16-24,skupaj,potovalne in počitniške nastanitve,35
2011,EU28,16-24,skupaj,zdravila,3
2011,EU28,16-24,skupaj,telekomunikacijske storitve,14
2011,EU28,16-24,skupaj,drugo,9
2012,EU28,16-24,skupaj,hrana / živila,9
2012,EU28,16-24,skupaj,oprema doma,22
2012,EU28,16-24,skupaj,oblačila / športna oprema,61
2012,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,59
2012,EU28,16-24,skupaj,računalniška strojna oprema,17
2012,EU28,16-24,skupaj,elektronska oprema,22
2012,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,7
2012,EU28,16-24,skupaj,vstopnice za prireditve,36
2012,EU28,16-24,skupaj,potovalne in počitniške nastanitve,37
2012,EU28,16-24,skupaj,zdravila,3
2012,EU28,16-24,skupaj,telekomunikacijske storitve,14
2012,EU28,16-24,skupaj,drugo,9
2013,EU28,16-24,skupaj,hrana / živila,11
2013,EU28,16-24,skupaj,oprema doma,24
2013,EU28,16-24,skupaj,oblačila / športna oprema,64
2013,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2013,EU28,16-24,skupaj,računalniška strojna oprema,18
2013,EU28,16-24,skupaj,elektronska oprema,23
2013,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,5
2013,EU28,16-24,skupaj,vstopnice za prireditve,36
2013,EU28,16-24,skupaj,potovalne in počitniške nastanitve,36
2013,EU28,16-24,skupaj,zdravila,4
2013,EU28,16-24,skupaj,telekomunikacijske storitve,15
2013,EU28,16-24,skupaj,drugo,10
2014,EU28,16-24,skupaj,hrana / živila,12
2014,EU28,16-24,skupaj,oprema doma,23
2014,EU28,16-24,skupaj,oblačila / športna oprema,67
2014,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2014,EU28,16-24,skupaj,računalniška strojna oprema,18
2014,EU28,16-24,skupaj,elektronska oprema,26
2014,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,7
2014,EU28,16-24,skupaj,vstopnice za prireditve,38
2014,EU28,16-24,skupaj,potovalne in počitniške nastanitve,39
2014,EU28,16-24,skupaj,zdravila,4
2014,EU28,16-24,skupaj,telekomunikacijske storitve,16
2014,EU28,16-24,skupaj,drugo,10
2015,EU28,16-24,skupaj,hrana / živila,12
2015,EU28,16-24,skupaj,oprema doma,24
2015,EU28,16-24,skupaj,oblačila / športna oprema,67
2015,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2015,EU28,16-24,skupaj,računalniška strojna oprema,18
2015,EU28,16-24,skupaj,elektronska oprema,24
2015,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,5
2015,EU28,16-24,skupaj,vstopnice za prireditve,36
2015,EU28,16-24,skupaj,potovalne in počitniške nastanitve,37
2015,EU28,16-24,skupaj,zdravila,5
2015,EU28,16-24,skupaj,telekomunikacijske storitve,14
2015,EU28,16-24,skupaj,drugo,10
2016,EU28,16-24,skupaj,hrana / živila,16
2016,EU28,16-24,skupaj,oprema doma,24
2016,EU28,16-24,skupaj,oblačila / športna oprema,69
2016,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2016,EU28,16-24,skupaj,računalniška strojna oprema,17
2016,EU28,16-24,skupaj,elektronska oprema,24
2016,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,16-24,skupaj,vstopnice za prireditve,35
2016,EU28,16-24,skupaj,potovalne in počitniške nastanitve,37
2016,EU28,16-24,skupaj,zdravila,6
2016,EU28,16-24,skupaj,telekomunikacijske storitve,15
2016,EU28,16-24,skupaj,drugo,11
2017,EU28,16-24,skupaj,hrana / živila,18
2017,EU28,16-24,skupaj,oprema doma,27
2017,EU28,16-24,skupaj,oblačila / športna oprema,71
2017,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2017,EU28,16-24,skupaj,računalniška strojna oprema,20
2017,EU28,16-24,skupaj,elektronska oprema,27
2017,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,16-24,skupaj,vstopnice za prireditve,38
2017,EU28,16-24,skupaj,potovalne in počitniške nastanitve,41
2017,EU28,16-24,skupaj,zdravila,5
2017,EU28,16-24,skupaj,telekomunikacijske storitve,16
2017,EU28,16-24,skupaj,drugo,12
2018,EU28,16-24,skupaj,hrana / živila,18
2018,EU28,16-24,skupaj,oprema doma,26
2018,EU28,16-24,skupaj,oblačila / športna oprema,72
2018,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2018,EU28,16-24,skupaj,računalniška strojna oprema,18
2018,EU28,16-24,skupaj,elektronska oprema,26
2018,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,EU28,16-24,skupaj,vstopnice za prireditve,39
2018,EU28,16-24,skupaj,potovalne in počitniške nastanitve,42
2018,EU28,16-24,skupaj,zdravila,6
2018,EU28,16-24,skupaj,telekomunikacijske storitve,18
2018,EU28,16-24,skupaj,drugo,16
2019,EU28,16-24,skupaj,hrana / živila,21
2019,EU28,16-24,skupaj,oprema doma,25
2019,EU28,16-24,skupaj,oblačila / športna oprema,73
2019,EU28,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2019,EU28,16-24,skupaj,računalniška strojna oprema,18
2019,EU28,16-24,skupaj,elektronska oprema,28
2019,EU28,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,EU28,16-24,skupaj,vstopnice za prireditve,41
2019,EU28,16-24,skupaj,potovalne in počitniške nastanitve,43
2019,EU28,16-24,skupaj,zdravila,8
2019,EU28,16-24,skupaj,telekomunikacijske storitve,18
2019,EU28,16-24,skupaj,drugo,14
2010,EU28,25-54,skupaj,hrana / živila,15
2010,EU28,25-54,skupaj,oprema doma,39
2010,EU28,25-54,skupaj,oblačila / športna oprema,49
2010,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,60
2010,EU28,25-54,skupaj,računalniška strojna oprema,19
2010,EU28,25-54,skupaj,elektronska oprema,26
2010,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,12
2010,EU28,25-54,skupaj,vstopnice za prireditve,37
2010,EU28,25-54,skupaj,potovalne in počitniške nastanitve,53
2010,EU28,25-54,skupaj,zdravila,10
2010,EU28,25-54,skupaj,telekomunikacijske storitve,17
2010,EU28,25-54,skupaj,drugo,12
2011,EU28,25-54,skupaj,hrana / živila,17
2011,EU28,25-54,skupaj,oprema doma,42
2011,EU28,25-54,skupaj,oblačila / športna oprema,53
2011,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2011,EU28,25-54,skupaj,računalniška strojna oprema,20
2011,EU28,25-54,skupaj,elektronska oprema,26
2011,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,11
2011,EU28,25-54,skupaj,vstopnice za prireditve,39
2011,EU28,25-54,skupaj,potovalne in počitniške nastanitve,55
2011,EU28,25-54,skupaj,zdravila,11
2011,EU28,25-54,skupaj,telekomunikacijske storitve,18
2011,EU28,25-54,skupaj,drugo,11
2012,EU28,25-54,skupaj,hrana / živila,17
2012,EU28,25-54,skupaj,oprema doma,43
2012,EU28,25-54,skupaj,oblačila / športna oprema,56
2012,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,58
2012,EU28,25-54,skupaj,računalniška strojna oprema,18
2012,EU28,25-54,skupaj,elektronska oprema,25
2012,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,13
2012,EU28,25-54,skupaj,vstopnice za prireditve,40
2012,EU28,25-54,skupaj,potovalne in počitniške nastanitve,56
2012,EU28,25-54,skupaj,zdravila,10
2012,EU28,25-54,skupaj,telekomunikacijske storitve,19
2012,EU28,25-54,skupaj,drugo,11
2013,EU28,25-54,skupaj,hrana / živila,19
2013,EU28,25-54,skupaj,oprema doma,46
2013,EU28,25-54,skupaj,oblačila / športna oprema,60
2013,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,61
2013,EU28,25-54,skupaj,računalniška strojna oprema,19
2013,EU28,25-54,skupaj,elektronska oprema,27
2013,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,14
2013,EU28,25-54,skupaj,vstopnice za prireditve,40
2013,EU28,25-54,skupaj,potovalne in počitniške nastanitve,56
2013,EU28,25-54,skupaj,zdravila,12
2013,EU28,25-54,skupaj,telekomunikacijske storitve,21
2013,EU28,25-54,skupaj,drugo,12
2014,EU28,25-54,skupaj,hrana / živila,21
2014,EU28,25-54,skupaj,oprema doma,46
2014,EU28,25-54,skupaj,oblačila / športna oprema,61
2014,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,56
2014,EU28,25-54,skupaj,računalniška strojna oprema,22
2014,EU28,25-54,skupaj,elektronska oprema,29
2014,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,14
2014,EU28,25-54,skupaj,vstopnice za prireditve,41
2014,EU28,25-54,skupaj,potovalne in počitniške nastanitve,57
2014,EU28,25-54,skupaj,zdravila,12
2014,EU28,25-54,skupaj,telekomunikacijske storitve,22
2014,EU28,25-54,skupaj,drugo,12
2015,EU28,25-54,skupaj,hrana / živila,20
2015,EU28,25-54,skupaj,oprema doma,45
2015,EU28,25-54,skupaj,oblačila / športna oprema,63
2015,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2015,EU28,25-54,skupaj,računalniška strojna oprema,19
2015,EU28,25-54,skupaj,elektronska oprema,27
2015,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,12
2015,EU28,25-54,skupaj,vstopnice za prireditve,39
2015,EU28,25-54,skupaj,potovalne in počitniške nastanitve,54
2015,EU28,25-54,skupaj,zdravila,12
2015,EU28,25-54,skupaj,telekomunikacijske storitve,20
2015,EU28,25-54,skupaj,drugo,11
2016,EU28,25-54,skupaj,hrana / živila,25
2016,EU28,25-54,skupaj,oprema doma,49
2016,EU28,25-54,skupaj,oblačila / športna oprema,64
2016,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,52
2016,EU28,25-54,skupaj,računalniška strojna oprema,18
2016,EU28,25-54,skupaj,elektronska oprema,26
2016,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,25-54,skupaj,vstopnice za prireditve,40
2016,EU28,25-54,skupaj,potovalne in počitniške nastanitve,54
2016,EU28,25-54,skupaj,zdravila,13
2016,EU28,25-54,skupaj,telekomunikacijske storitve,20
2016,EU28,25-54,skupaj,drugo,13
2017,EU28,25-54,skupaj,hrana / živila,27
2017,EU28,25-54,skupaj,oprema doma,50
2017,EU28,25-54,skupaj,oblačila / športna oprema,67
2017,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2017,EU28,25-54,skupaj,računalniška strojna oprema,18
2017,EU28,25-54,skupaj,elektronska oprema,27
2017,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,25-54,skupaj,vstopnice za prireditve,41
2017,EU28,25-54,skupaj,potovalne in počitniške nastanitve,56
2017,EU28,25-54,skupaj,zdravila,14
2017,EU28,25-54,skupaj,telekomunikacijske storitve,21
2017,EU28,25-54,skupaj,drugo,15
2018,EU28,25-54,skupaj,hrana / živila,28
2018,EU28,25-54,skupaj,oprema doma,51
2018,EU28,25-54,skupaj,oblačila / športna oprema,67
2018,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,52
2018,EU28,25-54,skupaj,računalniška strojna oprema,17
2018,EU28,25-54,skupaj,elektronska oprema,27
2018,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,EU28,25-54,skupaj,vstopnice za prireditve,41
2018,EU28,25-54,skupaj,potovalne in počitniške nastanitve,55
2018,EU28,25-54,skupaj,zdravila,15
2018,EU28,25-54,skupaj,telekomunikacijske storitve,20
2018,EU28,25-54,skupaj,drugo,19
2019,EU28,25-54,skupaj,hrana / živila,31
2019,EU28,25-54,skupaj,oprema doma,52
2019,EU28,25-54,skupaj,oblačila / športna oprema,68
2019,EU28,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,55
2019,EU28,25-54,skupaj,računalniška strojna oprema,18
2019,EU28,25-54,skupaj,elektronska oprema,30
2019,EU28,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,EU28,25-54,skupaj,vstopnice za prireditve,43
2019,EU28,25-54,skupaj,potovalne in počitniške nastanitve,57
2019,EU28,25-54,skupaj,zdravila,17
2019,EU28,25-54,skupaj,telekomunikacijske storitve,22
2019,EU28,25-54,skupaj,drugo,18
2010,EU28,55-74,skupaj,hrana / živila,12
2010,EU28,55-74,skupaj,oprema doma,34
2010,EU28,55-74,skupaj,oblačila / športna oprema,35
2010,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,57
2010,EU28,55-74,skupaj,računalniška strojna oprema,18
2010,EU28,55-74,skupaj,elektronska oprema,21
2010,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,12
2010,EU28,55-74,skupaj,vstopnice za prireditve,29
2010,EU28,55-74,skupaj,potovalne in počitniške nastanitve,60
2010,EU28,55-74,skupaj,zdravila,14
2010,EU28,55-74,skupaj,telekomunikacijske storitve,16
2010,EU28,55-74,skupaj,drugo,10
2011,EU28,55-74,skupaj,hrana / živila,13
2011,EU28,55-74,skupaj,oprema doma,36
2011,EU28,55-74,skupaj,oblačila / športna oprema,37
2011,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,53
2011,EU28,55-74,skupaj,računalniška strojna oprema,19
2011,EU28,55-74,skupaj,elektronska oprema,21
2011,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,12
2011,EU28,55-74,skupaj,vstopnice za prireditve,33
2011,EU28,55-74,skupaj,potovalne in počitniške nastanitve,60
2011,EU28,55-74,skupaj,zdravila,14
2011,EU28,55-74,skupaj,telekomunikacijske storitve,15
2011,EU28,55-74,skupaj,drugo,10
2012,EU28,55-74,skupaj,hrana / živila,13
2012,EU28,55-74,skupaj,oprema doma,37
2012,EU28,55-74,skupaj,oblačila / športna oprema,40
2012,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,54
2012,EU28,55-74,skupaj,računalniška strojna oprema,16
2012,EU28,55-74,skupaj,elektronska oprema,20
2012,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,13
2012,EU28,55-74,skupaj,vstopnice za prireditve,33
2012,EU28,55-74,skupaj,potovalne in počitniške nastanitve,60
2012,EU28,55-74,skupaj,zdravila,14
2012,EU28,55-74,skupaj,telekomunikacijske storitve,16
2012,EU28,55-74,skupaj,drugo,9
2013,EU28,55-74,skupaj,hrana / živila,14
2013,EU28,55-74,skupaj,oprema doma,39
2013,EU28,55-74,skupaj,oblačila / športna oprema,43
2013,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,57
2013,EU28,55-74,skupaj,računalniška strojna oprema,17
2013,EU28,55-74,skupaj,elektronska oprema,22
2013,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,13
2013,EU28,55-74,skupaj,vstopnice za prireditve,34
2013,EU28,55-74,skupaj,potovalne in počitniške nastanitve,60
2013,EU28,55-74,skupaj,zdravila,15
2013,EU28,55-74,skupaj,telekomunikacijske storitve,18
2013,EU28,55-74,skupaj,drugo,11
2014,EU28,55-74,skupaj,hrana / živila,15
2014,EU28,55-74,skupaj,oprema doma,40
2014,EU28,55-74,skupaj,oblačila / športna oprema,45
2014,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,52
2014,EU28,55-74,skupaj,računalniška strojna oprema,18
2014,EU28,55-74,skupaj,elektronska oprema,22
2014,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,15
2014,EU28,55-74,skupaj,vstopnice za prireditve,35
2014,EU28,55-74,skupaj,potovalne in počitniške nastanitve,60
2014,EU28,55-74,skupaj,zdravila,15
2014,EU28,55-74,skupaj,telekomunikacijske storitve,18
2014,EU28,55-74,skupaj,drugo,12
2015,EU28,55-74,skupaj,hrana / živila,15
2015,EU28,55-74,skupaj,oprema doma,40
2015,EU28,55-74,skupaj,oblačila / športna oprema,46
2015,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,48
2015,EU28,55-74,skupaj,računalniška strojna oprema,17
2015,EU28,55-74,skupaj,elektronska oprema,20
2015,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,13
2015,EU28,55-74,skupaj,vstopnice za prireditve,33
2015,EU28,55-74,skupaj,potovalne in počitniške nastanitve,57
2015,EU28,55-74,skupaj,zdravila,15
2015,EU28,55-74,skupaj,telekomunikacijske storitve,17
2015,EU28,55-74,skupaj,drugo,9
2016,EU28,55-74,skupaj,hrana / živila,19
2016,EU28,55-74,skupaj,oprema doma,44
2016,EU28,55-74,skupaj,oblačila / športna oprema,48
2016,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,47
2016,EU28,55-74,skupaj,računalniška strojna oprema,15
2016,EU28,55-74,skupaj,elektronska oprema,19
2016,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,EU28,55-74,skupaj,vstopnice za prireditve,33
2016,EU28,55-74,skupaj,potovalne in počitniške nastanitve,57
2016,EU28,55-74,skupaj,zdravila,18
2016,EU28,55-74,skupaj,telekomunikacijske storitve,17
2016,EU28,55-74,skupaj,drugo,12
2017,EU28,55-74,skupaj,hrana / živila,20
2017,EU28,55-74,skupaj,oprema doma,47
2017,EU28,55-74,skupaj,oblačila / športna oprema,49
2017,EU28,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,48
2017,EU28,55-74,skupaj,računalniška strojna oprema,14
2017,EU28,55-74,skupaj,elektronska oprema,18
2017,EU28,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,EU28,55-74,skupaj,vstopnice za prireditve,33
2017,EU28,55-74,skupaj,potovalne in počitniške nastanitve,57
2017,EU28,55-74,skupaj,zdravila,18
2017,EU28,55-74,skupaj,telekomunikacijske storitve,18
2017,EU28,55-74,skupaj,drugo,15
2018,EU28,55-74,skupaj,hrana / živila,20
2018,EU28,55-74,skupaj,oprema doma,45
2018,EU28,55-74,skupaj,oblačila / športna oprema,49
