leto,država,starostna skupina,spol,vrsta blaga,odstotek
2016,Latvija,55-74,moški,računalniška strojna oprema,19
2016,Latvija,55-74,moški,elektronska oprema,29
2016,Latvija,55-74,moški,delnice / zavarovanje / druge finančne storitve,NA
2016,Latvija,55-74,moški,vstopnice za prireditve,23
2016,Latvija,55-74,moški,potovalne in počitniške nastanitve,27
2016,Latvija,55-74,moški,zdravila,5
2016,Latvija,55-74,moški,telekomunikacijske storitve,11
2016,Latvija,55-74,moški,drugo,11
2017,Latvija,55-74,moški,hrana / živila,11
2017,Latvija,55-74,moški,oprema doma,34
2017,Latvija,55-74,moški,oblačila / športna oprema,26
2017,Latvija,55-74,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,11
2017,Latvija,55-74,moški,računalniška strojna oprema,17
2017,Latvija,55-74,moški,elektronska oprema,28
2017,Latvija,55-74,moški,delnice / zavarovanje / druge finančne storitve,NA
2017,Latvija,55-74,moški,vstopnice za prireditve,25
2017,Latvija,55-74,moški,potovalne in počitniške nastanitve,20
2017,Latvija,55-74,moški,zdravila,6
2017,Latvija,55-74,moški,telekomunikacijske storitve,16
2017,Latvija,55-74,moški,drugo,25
2018,Latvija,55-74,moški,hrana / živila,9
2018,Latvija,55-74,moški,oprema doma,40
2018,Latvija,55-74,moški,oblačila / športna oprema,16
2018,Latvija,55-74,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,8
2018,Latvija,55-74,moški,računalniška strojna oprema,11
2018,Latvija,55-74,moški,elektronska oprema,36
2018,Latvija,55-74,moški,delnice / zavarovanje / druge finančne storitve,NA
2018,Latvija,55-74,moški,vstopnice za prireditve,25
2018,Latvija,55-74,moški,potovalne in počitniške nastanitve,18
2018,Latvija,55-74,moški,zdravila,3
2018,Latvija,55-74,moški,telekomunikacijske storitve,13
2018,Latvija,55-74,moški,drugo,17
2019,Latvija,55-74,moški,hrana / živila,12
2019,Latvija,55-74,moški,oprema doma,48
2019,Latvija,55-74,moški,oblačila / športna oprema,24
2019,Latvija,55-74,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,11
2019,Latvija,55-74,moški,računalniška strojna oprema,12
2019,Latvija,55-74,moški,elektronska oprema,34
2019,Latvija,55-74,moški,delnice / zavarovanje / druge finančne storitve,NA
2019,Latvija,55-74,moški,vstopnice za prireditve,22
2019,Latvija,55-74,moški,potovalne in počitniške nastanitve,17
2019,Latvija,55-74,moški,zdravila,9
2019,Latvija,55-74,moški,telekomunikacijske storitve,9
2019,Latvija,55-74,moški,drugo,12
2010,Latvija,55-74,ženske,hrana / živila,2
2010,Latvija,55-74,ženske,oprema doma,25
2010,Latvija,55-74,ženske,oblačila / športna oprema,31
2010,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,0
2010,Latvija,55-74,ženske,računalniška strojna oprema,5
2010,Latvija,55-74,ženske,elektronska oprema,19
2010,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,8
2010,Latvija,55-74,ženske,vstopnice za prireditve,28
2010,Latvija,55-74,ženske,potovalne in počitniške nastanitve,42
2010,Latvija,55-74,ženske,zdravila,0
2010,Latvija,55-74,ženske,telekomunikacijske storitve,10
2010,Latvija,55-74,ženske,drugo,10
2011,Latvija,55-74,ženske,hrana / živila,5
2011,Latvija,55-74,ženske,oprema doma,46
2011,Latvija,55-74,ženske,oblačila / športna oprema,24
2011,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,8
2011,Latvija,55-74,ženske,računalniška strojna oprema,9
2011,Latvija,55-74,ženske,elektronska oprema,22
2011,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,16
2011,Latvija,55-74,ženske,vstopnice za prireditve,49
2011,Latvija,55-74,ženske,potovalne in počitniške nastanitve,28
2011,Latvija,55-74,ženske,zdravila,6
2011,Latvija,55-74,ženske,telekomunikacijske storitve,8
2011,Latvija,55-74,ženske,drugo,17
2012,Latvija,55-74,ženske,hrana / živila,4
2012,Latvija,55-74,ženske,oprema doma,34
2012,Latvija,55-74,ženske,oblačila / športna oprema,18
2012,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,10
2012,Latvija,55-74,ženske,računalniška strojna oprema,7
2012,Latvija,55-74,ženske,elektronska oprema,20
2012,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,25
2012,Latvija,55-74,ženske,vstopnice za prireditve,32
2012,Latvija,55-74,ženske,potovalne in počitniške nastanitve,29
2012,Latvija,55-74,ženske,zdravila,6
2012,Latvija,55-74,ženske,telekomunikacijske storitve,24
2012,Latvija,55-74,ženske,drugo,14
2013,Latvija,55-74,ženske,hrana / živila,8
2013,Latvija,55-74,ženske,oprema doma,34
2013,Latvija,55-74,ženske,oblačila / športna oprema,26
2013,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,7
2013,Latvija,55-74,ženske,računalniška strojna oprema,6
2013,Latvija,55-74,ženske,elektronska oprema,16
2013,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,20
2013,Latvija,55-74,ženske,vstopnice za prireditve,33
2013,Latvija,55-74,ženske,potovalne in počitniške nastanitve,30
2013,Latvija,55-74,ženske,zdravila,1
2013,Latvija,55-74,ženske,telekomunikacijske storitve,31
2013,Latvija,55-74,ženske,drugo,15
2014,Latvija,55-74,ženske,hrana / živila,4
2014,Latvija,55-74,ženske,oprema doma,42
2014,Latvija,55-74,ženske,oblačila / športna oprema,37
2014,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,7
2014,Latvija,55-74,ženske,računalniška strojna oprema,5
2014,Latvija,55-74,ženske,elektronska oprema,14
2014,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,24
2014,Latvija,55-74,ženske,vstopnice za prireditve,28
2014,Latvija,55-74,ženske,potovalne in počitniške nastanitve,35
2014,Latvija,55-74,ženske,zdravila,4
2014,Latvija,55-74,ženske,telekomunikacijske storitve,10
2014,Latvija,55-74,ženske,drugo,11
2015,Latvija,55-74,ženske,hrana / živila,12
2015,Latvija,55-74,ženske,oprema doma,37
2015,Latvija,55-74,ženske,oblačila / športna oprema,34
2015,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,13
2015,Latvija,55-74,ženske,računalniška strojna oprema,9
2015,Latvija,55-74,ženske,elektronska oprema,21
2015,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,22
2015,Latvija,55-74,ženske,vstopnice za prireditve,28
2015,Latvija,55-74,ženske,potovalne in počitniške nastanitve,21
2015,Latvija,55-74,ženske,zdravila,2
2015,Latvija,55-74,ženske,telekomunikacijske storitve,9
2015,Latvija,55-74,ženske,drugo,5
2016,Latvija,55-74,ženske,hrana / živila,15
2016,Latvija,55-74,ženske,oprema doma,36
2016,Latvija,55-74,ženske,oblačila / športna oprema,30
2016,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,13
2016,Latvija,55-74,ženske,računalniška strojna oprema,7
2016,Latvija,55-74,ženske,elektronska oprema,13
2016,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2016,Latvija,55-74,ženske,vstopnice za prireditve,27
2016,Latvija,55-74,ženske,potovalne in počitniške nastanitve,29
2016,Latvija,55-74,ženske,zdravila,7
2016,Latvija,55-74,ženske,telekomunikacijske storitve,11
2016,Latvija,55-74,ženske,drugo,11
2017,Latvija,55-74,ženske,hrana / živila,17
2017,Latvija,55-74,ženske,oprema doma,38
2017,Latvija,55-74,ženske,oblačila / športna oprema,27
2017,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,14
2017,Latvija,55-74,ženske,računalniška strojna oprema,4
2017,Latvija,55-74,ženske,elektronska oprema,11
2017,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2017,Latvija,55-74,ženske,vstopnice za prireditve,32
2017,Latvija,55-74,ženske,potovalne in počitniške nastanitve,22
2017,Latvija,55-74,ženske,zdravila,7
2017,Latvija,55-74,ženske,telekomunikacijske storitve,11
2017,Latvija,55-74,ženske,drugo,13
2018,Latvija,55-74,ženske,hrana / živila,15
2018,Latvija,55-74,ženske,oprema doma,45
2018,Latvija,55-74,ženske,oblačila / športna oprema,30
2018,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,15
2018,Latvija,55-74,ženske,računalniška strojna oprema,5
2018,Latvija,55-74,ženske,elektronska oprema,11
2018,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2018,Latvija,55-74,ženske,vstopnice za prireditve,31
2018,Latvija,55-74,ženske,potovalne in počitniške nastanitve,17
2018,Latvija,55-74,ženske,zdravila,5
2018,Latvija,55-74,ženske,telekomunikacijske storitve,14
2018,Latvija,55-74,ženske,drugo,11
2019,Latvija,55-74,ženske,hrana / živila,15
2019,Latvija,55-74,ženske,oprema doma,38
2019,Latvija,55-74,ženske,oblačila / športna oprema,41
2019,Latvija,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,11
2019,Latvija,55-74,ženske,računalniška strojna oprema,5
2019,Latvija,55-74,ženske,elektronska oprema,22
2019,Latvija,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2019,Latvija,55-74,ženske,vstopnice za prireditve,30
2019,Latvija,55-74,ženske,potovalne in počitniške nastanitve,27
2019,Latvija,55-74,ženske,zdravila,11
2019,Latvija,55-74,ženske,telekomunikacijske storitve,7
2019,Latvija,55-74,ženske,drugo,3
2010,Litva,skupaj,skupaj,hrana / živila,12
2010,Litva,skupaj,skupaj,oprema doma,20
2010,Litva,skupaj,skupaj,oblačila / športna oprema,29
2010,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,34
2010,Litva,skupaj,skupaj,računalniška strojna oprema,7
2010,Litva,skupaj,skupaj,elektronska oprema,14
2010,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,7
2010,Litva,skupaj,skupaj,vstopnice za prireditve,40
2010,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,23
2010,Litva,skupaj,skupaj,zdravila,2
2010,Litva,skupaj,skupaj,telekomunikacijske storitve,20
2010,Litva,skupaj,skupaj,drugo,2
2011,Litva,skupaj,skupaj,hrana / živila,13
2011,Litva,skupaj,skupaj,oprema doma,25
2011,Litva,skupaj,skupaj,oblačila / športna oprema,37
2011,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,33
2011,Litva,skupaj,skupaj,računalniška strojna oprema,7
2011,Litva,skupaj,skupaj,elektronska oprema,15
2011,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,9
2011,Litva,skupaj,skupaj,vstopnice za prireditve,38
2011,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,20
2011,Litva,skupaj,skupaj,zdravila,2
2011,Litva,skupaj,skupaj,telekomunikacijske storitve,23
2011,Litva,skupaj,skupaj,drugo,1
2012,Litva,skupaj,skupaj,hrana / živila,11
2012,Litva,skupaj,skupaj,oprema doma,27
2012,Litva,skupaj,skupaj,oblačila / športna oprema,40
2012,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,32
2012,Litva,skupaj,skupaj,računalniška strojna oprema,9
2012,Litva,skupaj,skupaj,elektronska oprema,15
2012,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,11
2012,Litva,skupaj,skupaj,vstopnice za prireditve,40
2012,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,19
2012,Litva,skupaj,skupaj,zdravila,6
2012,Litva,skupaj,skupaj,telekomunikacijske storitve,22
2012,Litva,skupaj,skupaj,drugo,1
2013,Litva,skupaj,skupaj,hrana / živila,13
2013,Litva,skupaj,skupaj,oprema doma,27
2013,Litva,skupaj,skupaj,oblačila / športna oprema,51
2013,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,26
2013,Litva,skupaj,skupaj,računalniška strojna oprema,8
2013,Litva,skupaj,skupaj,elektronska oprema,16
2013,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,12
2013,Litva,skupaj,skupaj,vstopnice za prireditve,41
2013,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,23
2013,Litva,skupaj,skupaj,zdravila,8
2013,Litva,skupaj,skupaj,telekomunikacijske storitve,24
2013,Litva,skupaj,skupaj,drugo,1
2014,Litva,skupaj,skupaj,hrana / živila,13
2014,Litva,skupaj,skupaj,oprema doma,33
2014,Litva,skupaj,skupaj,oblačila / športna oprema,59
2014,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,23
2014,Litva,skupaj,skupaj,računalniška strojna oprema,13
2014,Litva,skupaj,skupaj,elektronska oprema,17
2014,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,14
2014,Litva,skupaj,skupaj,vstopnice za prireditve,42
2014,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,23
2014,Litva,skupaj,skupaj,zdravila,9
2014,Litva,skupaj,skupaj,telekomunikacijske storitve,24
2014,Litva,skupaj,skupaj,drugo,1
2015,Litva,skupaj,skupaj,hrana / živila,24
2015,Litva,skupaj,skupaj,oprema doma,40
2015,Litva,skupaj,skupaj,oblačila / športna oprema,52
2015,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,17
2015,Litva,skupaj,skupaj,računalniška strojna oprema,15
2015,Litva,skupaj,skupaj,elektronska oprema,23
2015,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,10
2015,Litva,skupaj,skupaj,vstopnice za prireditve,33
2015,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,20
2015,Litva,skupaj,skupaj,zdravila,18
2015,Litva,skupaj,skupaj,telekomunikacijske storitve,15
2015,Litva,skupaj,skupaj,drugo,1
2016,Litva,skupaj,skupaj,hrana / živila,26
2016,Litva,skupaj,skupaj,oprema doma,43
2016,Litva,skupaj,skupaj,oblačila / športna oprema,60
2016,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,24
2016,Litva,skupaj,skupaj,računalniška strojna oprema,15
2016,Litva,skupaj,skupaj,elektronska oprema,23
2016,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,Litva,skupaj,skupaj,vstopnice za prireditve,43
2016,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,24
2016,Litva,skupaj,skupaj,zdravila,17
2016,Litva,skupaj,skupaj,telekomunikacijske storitve,20
2016,Litva,skupaj,skupaj,drugo,3
2017,Litva,skupaj,skupaj,hrana / živila,30
2017,Litva,skupaj,skupaj,oprema doma,42
2017,Litva,skupaj,skupaj,oblačila / športna oprema,56
2017,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,27
2017,Litva,skupaj,skupaj,računalniška strojna oprema,16
2017,Litva,skupaj,skupaj,elektronska oprema,24
2017,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,Litva,skupaj,skupaj,vstopnice za prireditve,42
2017,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,29
2017,Litva,skupaj,skupaj,zdravila,14
2017,Litva,skupaj,skupaj,telekomunikacijske storitve,21
2017,Litva,skupaj,skupaj,drugo,4
2018,Litva,skupaj,skupaj,hrana / živila,33
2018,Litva,skupaj,skupaj,oprema doma,42
2018,Litva,skupaj,skupaj,oblačila / športna oprema,54
2018,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,27
2018,Litva,skupaj,skupaj,računalniška strojna oprema,15
2018,Litva,skupaj,skupaj,elektronska oprema,22
2018,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,Litva,skupaj,skupaj,vstopnice za prireditve,43
2018,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,45
2018,Litva,skupaj,skupaj,zdravila,17
2018,Litva,skupaj,skupaj,telekomunikacijske storitve,22
2018,Litva,skupaj,skupaj,drugo,1
2019,Litva,skupaj,skupaj,hrana / živila,33
2019,Litva,skupaj,skupaj,oprema doma,44
2019,Litva,skupaj,skupaj,oblačila / športna oprema,57
2019,Litva,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,26
2019,Litva,skupaj,skupaj,računalniška strojna oprema,14
2019,Litva,skupaj,skupaj,elektronska oprema,23
2019,Litva,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,Litva,skupaj,skupaj,vstopnice za prireditve,41
2019,Litva,skupaj,skupaj,potovalne in počitniške nastanitve,45
2019,Litva,skupaj,skupaj,zdravila,18
2019,Litva,skupaj,skupaj,telekomunikacijske storitve,18
2019,Litva,skupaj,skupaj,drugo,2
2010,Litva,16-24,skupaj,hrana / živila,8
2010,Litva,16-24,skupaj,oprema doma,15
2010,Litva,16-24,skupaj,oblačila / športna oprema,34
2010,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,43
2010,Litva,16-24,skupaj,računalniška strojna oprema,6
2010,Litva,16-24,skupaj,elektronska oprema,15
2010,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,3
2010,Litva,16-24,skupaj,vstopnice za prireditve,42
2010,Litva,16-24,skupaj,potovalne in počitniške nastanitve,18
2010,Litva,16-24,skupaj,zdravila,2
2010,Litva,16-24,skupaj,telekomunikacijske storitve,20
2010,Litva,16-24,skupaj,drugo,1
2011,Litva,16-24,skupaj,hrana / živila,11
2011,Litva,16-24,skupaj,oprema doma,15
2011,Litva,16-24,skupaj,oblačila / športna oprema,40
2011,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,39
2011,Litva,16-24,skupaj,računalniška strojna oprema,10
2011,Litva,16-24,skupaj,elektronska oprema,16
2011,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,4
2011,Litva,16-24,skupaj,vstopnice za prireditve,33
2011,Litva,16-24,skupaj,potovalne in počitniške nastanitve,9
2011,Litva,16-24,skupaj,zdravila,1
2011,Litva,16-24,skupaj,telekomunikacijske storitve,19
2011,Litva,16-24,skupaj,drugo,0
2012,Litva,16-24,skupaj,hrana / živila,10
2012,Litva,16-24,skupaj,oprema doma,18
2012,Litva,16-24,skupaj,oblačila / športna oprema,46
2012,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,39
2012,Litva,16-24,skupaj,računalniška strojna oprema,9
2012,Litva,16-24,skupaj,elektronska oprema,16
2012,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,8
2012,Litva,16-24,skupaj,vstopnice za prireditve,41
2012,Litva,16-24,skupaj,potovalne in počitniške nastanitve,11
2012,Litva,16-24,skupaj,zdravila,6
2012,Litva,16-24,skupaj,telekomunikacijske storitve,23
2012,Litva,16-24,skupaj,drugo,0
2013,Litva,16-24,skupaj,hrana / živila,9
2013,Litva,16-24,skupaj,oprema doma,16
2013,Litva,16-24,skupaj,oblačila / športna oprema,62
2013,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,36
2013,Litva,16-24,skupaj,računalniška strojna oprema,9
2013,Litva,16-24,skupaj,elektronska oprema,15
2013,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,6
2013,Litva,16-24,skupaj,vstopnice za prireditve,39
2013,Litva,16-24,skupaj,potovalne in počitniške nastanitve,13
2013,Litva,16-24,skupaj,zdravila,5
2013,Litva,16-24,skupaj,telekomunikacijske storitve,24
2013,Litva,16-24,skupaj,drugo,1
2014,Litva,16-24,skupaj,hrana / živila,9
2014,Litva,16-24,skupaj,oprema doma,16
2014,Litva,16-24,skupaj,oblačila / športna oprema,70
2014,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,31
2014,Litva,16-24,skupaj,računalniška strojna oprema,13
2014,Litva,16-24,skupaj,elektronska oprema,15
2014,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,7
2014,Litva,16-24,skupaj,vstopnice za prireditve,45
2014,Litva,16-24,skupaj,potovalne in počitniške nastanitve,14
2014,Litva,16-24,skupaj,zdravila,6
2014,Litva,16-24,skupaj,telekomunikacijske storitve,28
2014,Litva,16-24,skupaj,drugo,1
2015,Litva,16-24,skupaj,hrana / živila,18
2015,Litva,16-24,skupaj,oprema doma,31
2015,Litva,16-24,skupaj,oblačila / športna oprema,62
2015,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2015,Litva,16-24,skupaj,računalniška strojna oprema,23
2015,Litva,16-24,skupaj,elektronska oprema,23
2015,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,4
2015,Litva,16-24,skupaj,vstopnice za prireditve,33
2015,Litva,16-24,skupaj,potovalne in počitniške nastanitve,15
2015,Litva,16-24,skupaj,zdravila,13
2015,Litva,16-24,skupaj,telekomunikacijske storitve,14
2015,Litva,16-24,skupaj,drugo,0
2016,Litva,16-24,skupaj,hrana / živila,18
2016,Litva,16-24,skupaj,oprema doma,29
2016,Litva,16-24,skupaj,oblačila / športna oprema,74
2016,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,28
2016,Litva,16-24,skupaj,računalniška strojna oprema,15
2016,Litva,16-24,skupaj,elektronska oprema,23
2016,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,Litva,16-24,skupaj,vstopnice za prireditve,40
2016,Litva,16-24,skupaj,potovalne in počitniške nastanitve,13
2016,Litva,16-24,skupaj,zdravila,15
2016,Litva,16-24,skupaj,telekomunikacijske storitve,16
2016,Litva,16-24,skupaj,drugo,2
2017,Litva,16-24,skupaj,hrana / živila,23
2017,Litva,16-24,skupaj,oprema doma,28
2017,Litva,16-24,skupaj,oblačila / športna oprema,67
2017,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,31
2017,Litva,16-24,skupaj,računalniška strojna oprema,21
2017,Litva,16-24,skupaj,elektronska oprema,21
2017,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,Litva,16-24,skupaj,vstopnice za prireditve,41
2017,Litva,16-24,skupaj,potovalne in počitniške nastanitve,21
2017,Litva,16-24,skupaj,zdravila,8
2017,Litva,16-24,skupaj,telekomunikacijske storitve,16
2017,Litva,16-24,skupaj,drugo,2
2018,Litva,16-24,skupaj,hrana / živila,26
2018,Litva,16-24,skupaj,oprema doma,28
2018,Litva,16-24,skupaj,oblačila / športna oprema,62
2018,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,29
2018,Litva,16-24,skupaj,računalniška strojna oprema,17
2018,Litva,16-24,skupaj,elektronska oprema,23
2018,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,Litva,16-24,skupaj,vstopnice za prireditve,43
2018,Litva,16-24,skupaj,potovalne in počitniške nastanitve,42
2018,Litva,16-24,skupaj,zdravila,9
2018,Litva,16-24,skupaj,telekomunikacijske storitve,17
2018,Litva,16-24,skupaj,drugo,2
2019,Litva,16-24,skupaj,hrana / živila,28
2019,Litva,16-24,skupaj,oprema doma,32
2019,Litva,16-24,skupaj,oblačila / športna oprema,67
2019,Litva,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,29
2019,Litva,16-24,skupaj,računalniška strojna oprema,18
2019,Litva,16-24,skupaj,elektronska oprema,21
2019,Litva,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,Litva,16-24,skupaj,vstopnice za prireditve,42
2019,Litva,16-24,skupaj,potovalne in počitniške nastanitve,42
2019,Litva,16-24,skupaj,zdravila,10
2019,Litva,16-24,skupaj,telekomunikacijske storitve,11
2019,Litva,16-24,skupaj,drugo,1
2010,Litva,25-54,skupaj,hrana / živila,14
2010,Litva,25-54,skupaj,oprema doma,23
2010,Litva,25-54,skupaj,oblačila / športna oprema,29
2010,Litva,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,30
2010,Litva,25-54,skupaj,računalniška strojna oprema,7
2010,Litva,25-54,skupaj,elektronska oprema,13
2010,Litva,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,9
2010,Litva,25-54,skupaj,vstopnice za prireditve,39
2010,Litva,25-54,skupaj,potovalne in počitniške nastanitve,24
2010,Litva,25-54,skupaj,zdravila,2
2010,Litva,25-54,skupaj,telekomunikacijske storitve,21
2010,Litva,25-54,skupaj,drugo,2
2011,Litva,25-54,skupaj,hrana / živila,13
2011,Litva,25-54,skupaj,oprema doma,28
2011,Litva,25-54,skupaj,oblačila / športna oprema,38
2011,Litva,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,32
2011,Litva,25-54,skupaj,računalniška strojna oprema,6
2011,Litva,25-54,skupaj,elektronska oprema,14
2011,Litva,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,10
2011,Litva,25-54,skupaj,vstopnice za prireditve,41
2011,Litva,25-54,skupaj,potovalne in počitniške nastanitve,23
2011,Litva,25-54,skupaj,zdravila,2
2011,Litva,25-54,skupaj,telekomunikacijske storitve,26
2011,Litva,25-54,skupaj,drugo,1
2012,Litva,25-54,skupaj,hrana / živila,11
2012,Litva,25-54,skupaj,oprema doma,31
2012,Litva,25-54,skupaj,oblačila / športna oprema,39
2012,Litva,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,29
2012,Litva,25-54,skupaj,računalniška strojna oprema,8
2012,Litva,25-54,skupaj,elektronska oprema,15
2012,Litva,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,13
2012,Litva,25-54,skupaj,vstopnice za prireditve,40
2012,Litva,25-54,skupaj,potovalne in počitniške nastanitve,22
2012,Litva,25-54,skupaj,zdravila,6
2012,Litva,25-54,skupaj,telekomunikacijske storitve,22
2012,Litva,25-54,skupaj,drugo,2
2013,Litva,25-54,skupaj,hrana / živila,15
2013,Litva,25-54,skupaj,oprema doma,30
2013,Litva,25-54,skupaj,oblačila / športna oprema,49
2013,Litva,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,24
2013,Litva,25-54,skupaj,računalniška strojna oprema,8
2013,Litva,25-54,skupaj,elektronska oprema,16
2013,Litva,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,15
2013,Litva,25-54,skupaj,vstopnice za prireditve,43
2013,Litva,25-54,skupaj,potovalne in počitniške nastanitve,27
2013,Litva,25-54,skupaj,zdravila,9
2013,Litva,25-54,skupaj,telekomunikacijske storitve,25
2013,Litva,25-54,skupaj,drugo,1
2014,Litva,25-54,skupaj,hrana / živila,14
2014,Litva,25-54,skupaj,oprema doma,39
2014,Litva,25-54,skupaj,oblačila / športna oprema,58
2014,Litva,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,20
2014,Litva,25-54,skupaj,računalniška strojna oprema,14
2014,Litva,25-54,skupaj,elektronska oprema,18
2014,Litva,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,16
2014,Litva,25-54,skupaj,vstopnice za prireditve,42
